0,Tamale,Ghana,0,9.433,-0.848,168
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
04/01/2012,13:00:00,955,673.48,306,34.72,988.21,
04/01/2012,14:00:00,806,557.64,323,34.22,987.59,
04/01/2012,15:00:00,677,638.99,223,33.69,987.76,
04/01/2012,16:00:00,70,0,70,33.15,987.92,
04/01/2012,17:00:00,38,0,38,32.61,988.08,
04/01/2012,18:00:00,0,0,0,31.82,988.77,
04/01/2012,19:00:00,0,0,0,31.03,989.46,
04/01/2012,20:00:00,0,0,0,30.23,990.14,
04/01/2012,21:00:00,0,0,0,29.91,990.21,
04/01/2012,22:00:00,0,0,0,29.59,990.27,
04/01/2012,23:00:00,0,0,0,29.26,990.34,
04/02/2012,00:00:00,0,0,0,29.04,989.65,
04/02/2012,01:00:00,0,0,0,28.82,988.97,
04/02/2012,02:00:00,0,0,0,28.6,988.28,
04/02/2012,03:00:00,0,0,0,28.12,988.67,
04/02/2012,04:00:00,0,0,0,27.64,989.06,
04/02/2012,05:00:00,0,0,0,27.16,989.46,
04/02/2012,06:00:00,0,0,0,28.42,989.88,
04/02/2012,07:00:00,173,232.35,111,29.68,990.31,
04/02/2012,08:00:00,417,458.29,186,30.95,990.73,
04/02/2012,09:00:00,643,577.79,234,32.46,989.98,
04/02/2012,10:00:00,831,667.51,254,33.96,989.23,
04/02/2012,11:00:00,944,692.63,277,35.47,988.48,
04/02/2012,12:00:00,989,717.21,274,36.15,987.59,
04/02/2012,13:00:00,949,705.49,269,36.82,986.71,
04/02/2012,14:00:00,837,680.06,248,37.5,985.83,
04/02/2012,15:00:00,605,458.99,279,36.49,986.09,
04/02/2012,16:00:00,205,19.72,195,35.48,986.35,
04/02/2012,17:00:00,17,0,17,34.48,986.61,
04/02/2012,18:00:00,0,0,0,33.42,987.79,
04/02/2012,19:00:00,0,0,0,32.35,988.97,
04/02/2012,20:00:00,0,0,0,31.29,990.14,
04/02/2012,21:00:00,0,0,0,30.6,990.4,
04/02/2012,22:00:00,0,0,0,29.91,990.67,
04/02/2012,23:00:00,0,0,0,29.22,990.93,
04/03/2012,00:00:00,0,0,0,28.65,990.11,
04/03/2012,01:00:00,0,0,0,28.08,989.29,
04/03/2012,02:00:00,0,0,0,27.52,988.48,
04/03/2012,03:00:00,0,0,0,27.27,988.7,
04/03/2012,04:00:00,0,0,0,27.02,988.93,
04/03/2012,05:00:00,0,0,0,26.76,989.16,
04/03/2012,06:00:00,0,0,0,28.21,989.72,
04/03/2012,07:00:00,95,18.58,90,29.66,990.27,
04/03/2012,08:00:00,211,23.72,199,31.11,990.83,
04/03/2012,09:00:00,348,45.1,316,31.13,990.24,
04/03/2012,10:00:00,755,472.47,346,31.14,989.65,
04/03/2012,11:00:00,791,365.2,439,31.16,989.06,
04/03/2012,12:00:00,757,267.69,490,31.86,988.31,
04/03/2012,13:00:00,831,438.77,408,32.55,987.56,
04/03/2012,14:00:00,659,284.06,413,33.25,986.81,
04/03/2012,15:00:00,498,222.54,340,32.74,987.17,
04/03/2012,16:00:00,253,61.19,222,32.23,987.53,
04/03/2012,17:00:00,127,66.73,109,31.72,987.89,
04/03/2012,18:00:00,0,0,0,30.84,988.67,
04/03/2012,19:00:00,0,0,0,29.96,989.46,
04/03/2012,20:00:00,0,0,0,29.09,990.24,
04/03/2012,21:00:00,0,0,0,28.77,990.24,
04/03/2012,22:00:00,0,0,0,28.45,990.24,
04/03/2012,23:00:00,0,0,0,28.13,990.24,
04/04/2012,00:00:00,0,0,0,27.72,989.55,
04/04/2012,01:00:00,0,0,0,27.31,988.87,
04/04/2012,02:00:00,0,0,0,26.9,988.18,
04/04/2012,03:00:00,0,0,0,26.57,988.41,
04/04/2012,04:00:00,0,0,0,26.24,988.64,
04/04/2012,05:00:00,0,0,0,25.92,988.87,
04/04/2012,06:00:00,0,0,0,27.58,989.42,
04/04/2012,07:00:00,191,309.64,107,29.24,989.98,
04/04/2012,08:00:00,436,521.73,171,30.91,990.53,
04/04/2012,09:00:00,673,666.6,199,31.23,989.88,
04/04/2012,10:00:00,859,742.91,215,31.55,989.23,
04/04/2012,11:00:00,974,770.2,231,31.87,988.57,
04/04/2012,12:00:00,994,730.55,265,33.11,987.5,
04/04/2012,13:00:00,944,692.81,276,34.35,986.42,
04/04/2012,14:00:00,862,754.14,209,35.6,985.34,
04/04/2012,15:00:00,671,665.08,199,34.95,985.67,
04/04/2012,16:00:00,440,547.17,163,34.3,985.99,
04/04/2012,17:00:00,188,304.37,106,33.66,986.32,
04/04/2012,18:00:00,0,0,0,32.13,987.53,
04/04/2012,19:00:00,0,0,0,30.61,988.74,
04/04/2012,20:00:00,0,0,0,29.09,989.95,
04/04/2012,21:00:00,0,0,0,28.77,990.04,
04/04/2012,22:00:00,0,0,0,28.45,990.14,
04/04/2012,23:00:00,0,0,0,28.13,990.24,
04/05/2012,00:00:00,0,0,0,27.84,989.55,
04/05/2012,01:00:00,0,0,0,27.55,988.87,
04/05/2012,02:00:00,0,0,0,27.26,988.18,
04/05/2012,03:00:00,0,0,0,26.49,988.67,
04/05/2012,04:00:00,0,0,0,25.72,989.16,
04/05/2012,05:00:00,0,0,0,24.95,989.65,
04/05/2012,06:00:00,0,0,0,25.21,990.31,
04/05/2012,07:00:00,179,241.35,113,25.47,990.96,
04/05/2012,08:00:00,405,396.23,203,25.73,991.61,
04/05/2012,09:00:00,610,468.7,276,27.41,990.89,
04/05/2012,10:00:00,778,523.03,324,29.09,990.17,
04/05/2012,11:00:00,841,457.81,399,30.77,989.46,
04/05/2012,12:00:00,683,176.3,507,31.34,988.51,
04/05/2012,13:00:00,870,518.52,370,31.9,987.56,
04/05/2012,14:00:00,823,643.39,266,32.47,986.61,
04/05/2012,15:00:00,603,458.15,278,32.03,986.74,
04/05/2012,16:00:00,435,527.82,168,31.59,986.87,
04/05/2012,17:00:00,185,289.91,107,31.15,987.01,
04/05/2012,18:00:00,0,0,0,30.28,987.85,
04/05/2012,19:00:00,0,0,0,29.41,988.7,
04/05/2012,20:00:00,0,0,0,28.55,989.55,
04/05/2012,21:00:00,0,0,0,28.36,989.49,
04/05/2012,22:00:00,0,0,0,28.16,989.42,
04/05/2012,23:00:00,0,0,0,27.97,989.36,
04/06/2012,00:00:00,0,0,0,27.91,989.16,
04/06/2012,01:00:00,0,0,0,27.85,988.97,
04/06/2012,02:00:00,0,0,0,27.8,988.77,
04/06/2012,03:00:00,0,0,0,27.49,989.16,
04/06/2012,04:00:00,0,0,0,27.18,989.55,
04/06/2012,05:00:00,0,0,0,26.86,989.95,
04/06/2012,06:00:00,0,0,0,27.64,990.4,
04/06/2012,07:00:00,66,0,66,28.41,990.86,
04/06/2012,08:00:00,85,0,85,29.19,991.32,
04/06/2012,09:00:00,116,0,116,30.16,990.57,
04/06/2012,10:00:00,356,12.66,345,31.12,989.82,
04/06/2012,11:00:00,549,77.63,474,32.09,989.06,
04/06/2012,12:00:00,599,98.13,501,32.21,988.48,
04/06/2012,13:00:00,765,323.54,453,32.33,987.89,
04/06/2012,14:00:00,648,269.2,415,32.46,987.3,
04/06/2012,15:00:00,410,100.14,339,31.83,987.59,
04/06/2012,16:00:00,380,326.44,215,31.21,987.89,
04/06/2012,17:00:00,119,52.11,105,30.59,988.18,
04/06/2012,18:00:00,0,0,0,29.9,988.74,
04/06/2012,19:00:00,0,0,0,29.2,989.29,
04/06/2012,20:00:00,0,0,0,28.51,989.85,
04/06/2012,21:00:00,0,0,0,28.22,989.75,
04/06/2012,22:00:00,0,0,0,27.94,989.65,
04/06/2012,23:00:00,0,0,0,27.65,989.55,
04/07/2012,00:00:00,0,0,0,27.58,988.87,
04/07/2012,01:00:00,0,0,0,27.51,988.18,
04/07/2012,02:00:00,0,0,0,27.44,987.5,
04/07/2012,03:00:00,0,0,0,27.13,987.72,
04/07/2012,04:00:00,0,0,0,26.83,987.95,
04/07/2012,05:00:00,0,0,0,26.52,988.18,
04/07/2012,06:00:00,0,0,0,28.19,988.57,
04/07/2012,07:00:00,190,280.86,112,29.86,988.97,
04/07/2012,08:00:00,426,461.58,189,31.53,989.36,
04/07/2012,09:00:00,653,589.77,231,32.62,988.57,
04/07/2012,10:00:00,831,656.19,260,33.71,987.79,
04/07/2012,11:00:00,941,679.53,284,34.8,987.01,
04/07/2012,12:00:00,994,728.75,266,35.93,986.06,
04/07/2012,13:00:00,967,755.96,238,37.05,985.11,
04/07/2012,14:00:00,843,702.64,235,38.18,984.16,
04/07/2012,15:00:00,655,618.07,217,37.13,984.33,
04/07/2012,16:00:00,427,498.98,175,36.08,984.49,
04/07/2012,17:00:00,162.7,203.3,108.15,35.03,984.65,
04/07/2012,18:00:00,4.6,0,4.6,33.67,985.73,
04/07/2012,19:00:00,0,0,0,32.31,986.81,
04/07/2012,20:00:00,0,0,0,30.96,987.89,
04/07/2012,21:00:00,0,0,0,30.22,988.15,
04/07/2012,22:00:00,0,0,0,29.48,988.41,
04/07/2012,23:00:00,0,0,0,28.74,988.67,
04/08/2012,00:00:00,0,0,0,28.47,987.76,
04/08/2012,01:00:00,0,0,0,28.2,986.84,
04/08/2012,02:00:00,0,0,0,27.94,985.93,
04/08/2012,03:00:00,0,0,0,27.65,986.16,
04/08/2012,04:00:00,0,0,0,27.36,986.38,
04/08/2012,05:00:00,0,0,0,27.07,986.61,
04/08/2012,06:00:00,0,0,0,28.2,987.36,
04/08/2012,07:00:00,173,196.57,118,29.33,988.12,
04/08/2012,08:00:00,396,353.25,214,30.47,988.87,
04/08/2012,09:00:00,634,528.65,255,31.57,988.25,
04/08/2012,10:00:00,780,522.28,325,32.68,987.63,
04/08/2012,11:00:00,877,529.21,365,33.78,987.01,
04/08/2012,12:00:00,953,629.48,324,33.56,986.12,
04/08/2012,13:00:00,927,654.36,296,33.33,985.24,
04/08/2012,14:00:00,795,574.53,298,33.11,984.36,
04/08/2012,15:00:00,634,554.88,241,32.42,984.62,
04/08/2012,16:00:00,409,432.02,191,31.73,984.88,
04/08/2012,17:00:00,145,119.42,113,31.04,985.14,
04/08/2012,18:00:00,0,0,0,30.43,986.12,
04/08/2012,19:00:00,0,0,0,29.82,987.1,
04/08/2012,20:00:00,0,0,0,29.21,988.08,
04/08/2012,21:00:00,0,0,0,28.97,988.28,
04/08/2012,22:00:00,0,0,0,28.73,988.48,
04/08/2012,23:00:00,0,0,0,28.49,988.67,
04/09/2012,00:00:00,0,0,0,28.23,987.95,
04/09/2012,01:00:00,0,0,0,27.98,987.23,
04/09/2012,02:00:00,0,0,0,27.72,986.52,
04/09/2012,03:00:00,0,0,0,27.35,986.65,
04/09/2012,04:00:00,0,0,0,26.99,986.78,
04/09/2012,05:00:00,0,0,0,26.62,986.91,
04/09/2012,06:00:00,0,0,0,28.08,987.4,
04/09/2012,07:00:00,191,273.2,114,29.53,987.89,
04/09/2012,08:00:00,422,439.13,195,30.98,988.38,
04/09/2012,09:00:00,652,580.56,235,32.6,987.56,
04/09/2012,10:00:00,833,657.01,260,34.21,986.74,
04/09/2012,11:00:00,941,679.72,283,35.83,985.93,
04/09/2012,12:00:00,983,702.38,281,36.63,985.27,
04/09/2012,13:00:00,917,629.52,310,37.43,984.62,
04/09/2012,14:00:00,759,489.15,336,38.24,983.97,
04/09/2012,15:00:00,637,563.68,238,36.62,984.26,
04/09/2012,16:00:00,39,0,39,35,984.55,
04/09/2012,17:00:00,19,0,19,33.38,984.85,
04/09/2012,18:00:00,0,0,0,32.77,985.67,
04/09/2012,19:00:00,0,0,0,32.16,986.48,
04/09/2012,20:00:00,0,0,0,31.56,987.3,
04/09/2012,21:00:00,0,0,0,31.24,987.4,
04/09/2012,22:00:00,0,0,0,30.92,987.5,
04/09/2012,23:00:00,0,0,0,30.6,987.59,
04/10/2012,00:00:00,0,0,0,29.72,986.97,
04/10/2012,01:00:00,0,0,0,28.84,986.35,
04/10/2012,02:00:00,0,0,0,27.96,985.73,
04/10/2012,03:00:00,0,0,0,27.73,985.86,
04/10/2012,04:00:00,0,0,0,27.5,985.99,
04/10/2012,05:00:00,0,0,0,27.26,986.12,
04/10/2012,06:00:00,0,0,0,28.86,986.61,
04/10/2012,07:00:00,71,0,71,30.45,987.1,
04/10/2012,08:00:00,125,0,125,32.04,987.59,
04/10/2012,09:00:00,360,50.03,324,33.13,986.81,
04/10/2012,10:00:00,412,30.93,385,34.22,986.03,
04/10/2012,11:00:00,616,132.15,488,35.31,985.24,
04/10/2012,12:00:00,344,2,342,33.7,985.4,
04/10/2012,13:00:00,613,131.73,486,32.08,985.57,
04/10/2012,14:00:00,269,1.16,268,30.47,985.73,
04/10/2012,15:00:00,425,120.16,340,29.87,985.83,
04/10/2012,16:00:00,252,63.53,220,29.27,985.93,
04/10/2012,17:00:00,122,59.87,106,28.68,986.03,
04/10/2012,18:00:00,0,0,0,28.4,986.61,
04/10/2012,19:00:00,0,0,0,28.11,987.2,
04/10/2012,20:00:00,0,0,0,27.83,987.79,
04/10/2012,21:00:00,0,0,0,27.67,988.12,
04/10/2012,22:00:00,0,0,0,27.5,988.44,
04/10/2012,23:00:00,0,0,0,27.34,988.77,
04/11/2012,00:00:00,0,0,0,27.11,988.05,
04/11/2012,01:00:00,0,0,0,26.88,987.33,
04/11/2012,02:00:00,0,0,0,26.65,986.61,
04/11/2012,03:00:00,0,0,0,26.36,986.84,
04/11/2012,04:00:00,0,0,0,26.07,987.07,
04/11/2012,05:00:00,0,0,0,25.78,987.3,
04/11/2012,06:00:00,0,0,0,27.42,987.82,
04/11/2012,07:00:00,200,304.39,113,29.05,988.35,
04/11/2012,08:00:00,432,465.18,190,30.68,988.87,
04/11/2012,09:00:00,665,613.19,223,32.23,988.21,
04/11/2012,10:00:00,851,704.89,235,33.79,987.56,
04/11/2012,11:00:00,966,743,246,35.34,986.91,
04/11/2012,12:00:00,1013,781.18,232,35.07,985.99,
04/11/2012,13:00:00,969,766.62,230,34.8,985.08,
04/11/2012,14:00:00,848,725.61,221,34.53,984.16,
04/11/2012,15:00:00,655,626.62,212,33.8,984.59,
04/11/2012,16:00:00,422,488.8,176,33.07,985.01,
04/11/2012,17:00:00,175,247.29,109,32.34,985.44,
04/11/2012,18:00:00,0,0,0,31.51,986.55,
04/11/2012,19:00:00,0,0,0,30.68,987.66,
04/11/2012,20:00:00,0,0,0,29.86,988.77,
04/11/2012,21:00:00,0,0,0,29.52,989.1,
04/11/2012,22:00:00,0,0,0,29.17,989.42,
04/11/2012,23:00:00,0,0,0,28.83,989.75,
04/12/2012,00:00:00,0,0,0,28.51,989.1,
04/12/2012,01:00:00,0,0,0,28.19,988.44,
04/12/2012,02:00:00,0,0,0,27.87,987.79,
04/12/2012,03:00:00,0,0,0,27.46,987.99,
04/12/2012,04:00:00,0,0,0,27.05,988.18,
04/12/2012,05:00:00,0,0,0,26.65,988.38,
04/12/2012,06:00:00,0,0,0,28.19,988.84,
04/12/2012,07:00:00,35,0,35,29.73,989.29,
04/12/2012,08:00:00,45,0,45,31.28,989.75,
04/12/2012,09:00:00,80,0,80,32.56,989.1,
04/12/2012,10:00:00,334,6.86,328,33.85,988.44,
04/12/2012,11:00:00,555,81.49,476,35.13,987.79,
04/12/2012,12:00:00,560,72.01,488,35.31,987.17,
04/12/2012,13:00:00,846,475.21,388,35.49,986.55,
04/12/2012,14:00:00,778,539.52,312,35.67,985.93,
04/12/2012,15:00:00,570,384.99,298,34.15,986.35,
04/12/2012,16:00:00,356,266.5,222,32.63,986.78,
04/12/2012,17:00:00,184,296.38,105,31.12,987.2,
04/12/2012,18:00:00,0,0,0,30.52,988.12,
04/12/2012,19:00:00,0,0,0,29.92,989.03,
04/12/2012,20:00:00,0,0,0,29.32,989.95,
04/12/2012,21:00:00,0,0,0,29.15,990.27,
04/12/2012,22:00:00,0,0,0,28.98,990.6,
04/12/2012,23:00:00,0,0,0,28.81,990.93,
04/13/2012,00:00:00,0,0,0,28.57,990.01,
04/13/2012,01:00:00,0,0,0,28.33,989.1,
04/13/2012,02:00:00,0,0,0,28.09,988.18,
04/13/2012,03:00:00,0,0,0,27.73,988.38,
04/13/2012,04:00:00,0,0,0,27.38,988.57,
04/13/2012,05:00:00,0,0,0,27.02,988.77,
04/13/2012,06:00:00,0,0,0,28.58,989.13,
04/13/2012,07:00:00,213,359.09,109,30.13,989.49,
04/13/2012,08:00:00,448,519.73,176,31.68,989.85,
04/13/2012,09:00:00,677,647.16,209,32.72,989.16,
04/13/2012,10:00:00,874,768.74,201,33.75,988.48,
04/13/2012,11:00:00,985,794.97,214,34.79,987.79,
04/13/2012,12:00:00,1032,835.08,197,34.53,986.65,
04/13/2012,13:00:00,987,819.86,197,34.27,985.5,
04/13/2012,14:00:00,854,749.41,207,34.01,984.36,
04/13/2012,15:00:00,660,648.7,202,32.87,985.34,
04/13/2012,16:00:00,427,513.58,169,31.74,986.32,
04/13/2012,17:00:00,176,255.43,108,30.61,987.3,
04/13/2012,18:00:00,0,0,0,30.15,988.25,
04/13/2012,19:00:00,0,0,0,29.69,989.19,
04/13/2012,20:00:00,0,0,0,29.24,990.14,
04/13/2012,21:00:00,0,0,0,28.88,990.31,
04/13/2012,22:00:00,0,0,0,28.53,990.47,
04/13/2012,23:00:00,0,0,0,28.17,990.63,
04/14/2012,00:00:00,0,0,0,27.29,989.95,
04/14/2012,01:00:00,0,0,0,26.4,989.26,
04/14/2012,02:00:00,0,0,0,25.52,988.57,
04/14/2012,03:00:00,0,0,0,25.32,988.9,
04/14/2012,04:00:00,0,0,0,25.12,989.23,
04/14/2012,05:00:00,0,0,0,24.92,989.55,
04/14/2012,06:00:00,1,24.96,0,26.07,990.01,
04/14/2012,07:00:00,68,0,68,27.22,990.47,
04/14/2012,08:00:00,471,609.72,151,28.38,990.93,
04/14/2012,09:00:00,466,157.4,352,29.15,990.21,
04/14/2012,10:00:00,669,291.04,414,29.91,989.49,
04/14/2012,11:00:00,657,173.16,489,30.68,988.77,
04/14/2012,12:00:00,822,370.03,452,31.37,988.35,
04/14/2012,13:00:00,898,592.74,327,32.06,987.92,
04/14/2012,14:00:00,686,343.02,390,32.75,987.5,
04/14/2012,15:00:00,375,68.03,327,32.16,987.66,
04/14/2012,16:00:00,403,420.4,192,31.57,987.82,
04/14/2012,17:00:00,190,334.73,101,30.98,987.99,
04/14/2012,18:00:00,0,0,0,30.12,988.8,
04/14/2012,19:00:00,0,0,0,29.26,989.62,
04/14/2012,20:00:00,0,0,0,28.41,990.44,
04/14/2012,21:00:00,0,0,0,28.18,990.6,
04/14/2012,22:00:00,0,0,0,27.94,990.76,
04/14/2012,23:00:00,0,0,0,27.71,990.93,
04/15/2012,00:00:00,0,0,0,27.17,990.27,
04/15/2012,01:00:00,0,0,0,26.62,989.62,
04/15/2012,02:00:00,0,0,0,26.08,988.97,
04/15/2012,03:00:00,0,0,0,25.84,989.03,
04/15/2012,04:00:00,0,0,0,25.61,989.1,
04/15/2012,05:00:00,0,0,0,25.38,989.16,
04/15/2012,06:00:00,7,0,7,27.24,989.62,
04/15/2012,07:00:00,188,225.05,122,29.1,990.08,
04/15/2012,08:00:00,396,326.83,224,30.96,990.53,
04/15/2012,09:00:00,551,304.7,330,32.17,989.78,
04/15/2012,10:00:00,713,370.66,388,33.39,989.03,
04/15/2012,11:00:00,842,456.48,399,34.6,988.28,
04/15/2012,12:00:00,960,651.08,309,35.58,987.43,
04/15/2012,13:00:00,873,536.84,356,36.55,986.58,
04/15/2012,14:00:00,797,592.48,286,37.53,985.73,
04/15/2012,15:00:00,571,392.89,294,36.68,985.73,
04/15/2012,16:00:00,395,394.86,197,35.83,985.73,
04/15/2012,17:00:00,183,293.7,105,34.98,985.73,
04/15/2012,18:00:00,0,0,0,33.42,986.45,
04/15/2012,19:00:00,0,0,0,31.87,987.17,
04/15/2012,20:00:00,0,0,0,30.32,987.89,
04/15/2012,21:00:00,0,0,0,29.25,987.82,
04/15/2012,22:00:00,0,0,0,28.19,987.76,
04/15/2012,23:00:00,0,0,0,27.12,987.69,
04/16/2012,00:00:00,0,0,0,26.98,987.17,
04/16/2012,01:00:00,0,0,0,26.83,986.65,
04/16/2012,02:00:00,0,0,0,26.69,986.12,
04/16/2012,03:00:00,0,0,0,26.24,986.55,
04/16/2012,04:00:00,0,0,0,25.79,986.97,
04/16/2012,05:00:00,0,0,0,25.34,987.4,
04/16/2012,06:00:00,9,0,9,27.28,988.08,
04/16/2012,07:00:00,203,284.73,119,29.22,988.77,
04/16/2012,08:00:00,413,379.03,213,31.16,989.46,
04/16/2012,09:00:00,558,319.43,326,32.76,988.57,
04/16/2012,10:00:00,866,741.95,215,34.36,987.69,
04/16/2012,11:00:00,960,728.34,253,35.96,986.81,
04/16/2012,12:00:00,1010,778.15,232,36.3,985.93,
04/16/2012,13:00:00,969,776.96,221,36.63,985.04,
04/16/2012,14:00:00,838,709.96,226,36.97,984.16,
04/16/2012,15:00:00,643,601.82,219,36.14,984.33,
04/16/2012,16:00:00,410,451.11,184,35.31,984.49,
04/16/2012,17:00:00,183,301.58,103,34.48,984.65,
04/16/2012,18:00:00,0,0,0,33.1,985.47,
04/16/2012,19:00:00,0,0,0,31.72,986.29,
04/16/2012,20:00:00,0,0,0,30.34,987.1,
04/16/2012,21:00:00,0,0,0,29.92,987.2,
04/16/2012,22:00:00,0,0,0,29.51,987.3,
04/16/2012,23:00:00,0,0,0,29.09,987.4,
04/17/2012,00:00:00,0,0,0,28.73,987.04,
04/17/2012,01:00:00,0,0,0,28.36,986.68,
04/17/2012,02:00:00,0,0,0,28,986.32,
04/17/2012,03:00:00,0,0,0,27.57,986.61,
04/17/2012,04:00:00,0,0,0,27.14,986.91,
04/17/2012,05:00:00,0,0,0,26.7,987.2,
04/17/2012,06:00:00,12,21.61,11,28.29,987.92,
04/17/2012,07:00:00,206,296.57,118,29.87,988.64,
04/17/2012,08:00:00,440,468.81,192,31.45,989.36,
04/17/2012,09:00:00,680,647.65,209,32.57,988.7,
04/17/2012,10:00:00,866,741.48,215,33.68,988.05,
04/17/2012,11:00:00,979,780.72,221,34.8,987.4,
04/17/2012,12:00:00,1025,819.25,206,35.78,986.55,
04/17/2012,13:00:00,954,737.75,244,36.76,985.7,
04/17/2012,14:00:00,829,684.82,239,37.74,984.85,
04/17/2012,15:00:00,649,623.57,210,36.16,985.54,
04/17/2012,16:00:00,383,357.62,204,34.58,986.22,
04/17/2012,17:00:00,41,0,41,33,986.91,
04/17/2012,18:00:00,0,0,0,31.35,988.08,
04/17/2012,19:00:00,0,0,0,29.71,989.26,
04/17/2012,20:00:00,0,0,0,28.07,990.44,
04/17/2012,21:00:00,0,0,0,27.85,990.53,
04/17/2012,22:00:00,0,0,0,27.63,990.63,
04/17/2012,23:00:00,0,0,0,27.41,990.73,
04/18/2012,00:00:00,0,0,0,27.51,990.01,
04/18/2012,01:00:00,0,0,0,27.6,989.29,
04/18/2012,02:00:00,0,0,0,27.7,988.57,
04/18/2012,03:00:00,0,0,0,27.39,988.87,
04/18/2012,04:00:00,0,0,0,27.08,989.16,
04/18/2012,05:00:00,0,0,0,26.77,989.46,
04/18/2012,06:00:00,5,0,5,28.04,989.91,
04/18/2012,07:00:00,114,23.46,107,29.31,990.37,
04/18/2012,08:00:00,146,0,146,30.58,990.83,
04/18/2012,09:00:00,243,2.75,241,31.45,990.14,
04/18/2012,10:00:00,665,283.45,416,32.32,989.46,
04/18/2012,11:00:00,880,538.59,357,33.19,988.77,
04/18/2012,12:00:00,902,524.24,378,32.73,988.61,
04/18/2012,13:00:00,919,649.67,294,32.26,988.44,
04/18/2012,14:00:00,747,476.17,337,31.8,988.28,
04/18/2012,15:00:00,572,399.44,291,31.18,988.57,
04/18/2012,16:00:00,224,37.99,205,30.56,988.87,
04/18/2012,17:00:00,162,196.45,110,29.95,989.16,
04/18/2012,18:00:00,0,0,0,29.42,989.91,
04/18/2012,19:00:00,0,0,0,28.88,990.67,
04/18/2012,20:00:00,0,0,0,28.35,991.42,
04/18/2012,21:00:00,0,0,0,28.14,991.51,
04/18/2012,22:00:00,0,0,0,27.93,991.61,
04/18/2012,23:00:00,0,0,0,27.72,991.71,
04/19/2012,00:00:00,0,0,0,27.46,990.83,
04/19/2012,01:00:00,0,0,0,27.19,989.95,
04/19/2012,02:00:00,0,0,0,26.93,989.06,
04/19/2012,03:00:00,0,0,0,26.55,989.33,
04/19/2012,04:00:00,0,0,0,26.18,989.59,
04/19/2012,05:00:00,0,0,0,25.81,989.85,
04/19/2012,06:00:00,8,0,8,27.4,990.37,
04/19/2012,07:00:00,226,390.01,109,28.99,990.89,
04/19/2012,08:00:00,313,126.05,246,30.58,991.42,
04/19/2012,09:00:00,504,212.63,349,31.43,990.73,
04/19/2012,10:00:00,823,620.07,278,32.27,990.04,
04/19/2012,11:00:00,905,593.11,329,33.12,989.36,
04/19/2012,12:00:00,631,128.08,503,33.35,988.7,
04/19/2012,13:00:00,830,453.4,394,33.57,988.05,
04/19/2012,14:00:00,797,601.96,279,33.8,987.4,
04/19/2012,15:00:00,650,633.05,205,32.89,987.76,
04/19/2012,16:00:00,301,144.1,229,31.98,988.12,
04/19/2012,17:00:00,120,60.51,104,31.07,988.48,
04/19/2012,18:00:00,0,0,0,30.56,989.16,
04/19/2012,19:00:00,0,0,0,30.04,989.85,
04/19/2012,20:00:00,0,0,0,29.53,990.53,
04/19/2012,21:00:00,0,0,0,29.16,990.63,
04/19/2012,22:00:00,0,0,0,28.79,990.73,
04/19/2012,23:00:00,0,0,0,28.42,990.83,
04/20/2012,00:00:00,0,0,0,27.91,990.08,
04/20/2012,01:00:00,0,0,0,27.41,989.33,
04/20/2012,02:00:00,0,0,0,26.9,988.57,
04/20/2012,03:00:00,0,0,0,26.57,988.61,
04/20/2012,04:00:00,0,0,0,26.24,988.64,
04/20/2012,05:00:00,0,0,0,25.92,988.67,
04/20/2012,06:00:00,12,19.19,11,27.86,989.29,
04/20/2012,07:00:00,199,242.08,126,29.8,989.91,
04/20/2012,08:00:00,450,497.47,185,31.75,990.53,
04/20/2012,09:00:00,671,613.89,223,31.86,990.01,
04/20/2012,10:00:00,849,691.43,241,31.98,989.49,
04/20/2012,11:00:00,958,726.93,252,32.09,988.97,
04/20/2012,12:00:00,1002,762.66,240,31.8,988.38,
04/20/2012,13:00:00,951,735.54,244,31.51,987.79,
04/20/2012,14:00:00,512,105.81,421,31.22,987.2,
04/20/2012,15:00:00,59,0,59,30.18,987.82,
04/20/2012,16:00:00,51,0,51,29.14,988.44,
04/20/2012,17:00:00,73,3.79,72,28.11,989.06,
04/20/2012,18:00:00,0,0,0,27.06,989.85,
04/20/2012,19:00:00,0,0,0,26.01,990.63,
04/20/2012,20:00:00,0,0,0,24.97,991.42,
04/20/2012,21:00:00,0,0,0,24.93,991.58,
04/20/2012,22:00:00,0,0,0,24.88,991.74,
04/20/2012,23:00:00,0,0,0,24.84,991.91,
04/21/2012,00:00:00,0,0,0,24.81,991.19,
04/21/2012,01:00:00,0,0,0,24.78,990.47,
04/21/2012,02:00:00,0,0,0,24.75,989.75,
04/21/2012,03:00:00,0,0,0,24.73,989.88,
04/21/2012,04:00:00,0,0,0,24.71,990.01,
04/21/2012,05:00:00,0,0,0,24.68,990.14,
04/21/2012,06:00:00,14,18.53,13,25.43,990.63,
04/21/2012,07:00:00,206,273.86,123,26.17,991.12,
04/21/2012,08:00:00,463,543.25,173,26.91,991.61,
04/21/2012,09:00:00,682,647.5,209,27.11,990.83,
04/21/2012,10:00:00,771,491.08,339,27.32,990.04,
04/21/2012,11:00:00,755,305.8,458,27.52,989.26,
04/21/2012,12:00:00,848,422.47,426,29.06,989,
04/21/2012,13:00:00,921,659.9,287,30.6,988.74,
