0,Tamale,Ghana,0,9.433,-0.848,168
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
08/12/2014,08:00:00,438,563.85,148,26.85,993.57,
08/12/2014,09:00:00,519,284.92,316,27.9,993.08,
08/12/2014,10:00:00,493,93.65,412,28.95,992.59,
08/12/2014,11:00:00,469,39.53,431,30,992.1,
08/12/2014,12:00:00,573,91.44,482,29.67,991.51,
08/12/2014,13:00:00,342,3.11,339,29.33,990.93,
08/12/2014,14:00:00,700,389.57,361,28.99,990.34,
08/12/2014,15:00:00,419,111.13,339,28.53,990.27,
08/12/2014,16:00:00,311,139.47,238,28.07,990.21,
08/12/2014,17:00:00,213,363.77,106,27.61,990.14,
08/12/2014,18:00:00,16,41.89,14,27,991.06,
08/12/2014,19:00:00,0,0,0,26.38,991.97,
08/12/2014,20:00:00,0,0,0,25.77,992.89,
08/12/2014,21:00:00,0,0,0,25.61,993.21,
08/12/2014,22:00:00,0,0,0,25.46,993.54,
08/12/2014,23:00:00,0,0,0,25.3,993.87,
08/13/2014,00:00:00,0,0,0,24.88,992.98,
08/13/2014,01:00:00,0,0,0,24.46,992.1,
08/13/2014,02:00:00,0,0,0,24.03,991.22,
08/13/2014,03:00:00,0,0,0,23.97,991.55,
08/13/2014,04:00:00,0,0,0,23.91,991.87,
08/13/2014,05:00:00,0,0,0,23.84,992.2,
08/13/2014,06:00:00,0,0,0,24.43,992.82,
08/13/2014,07:00:00,104,21.11,98,25.01,993.44,
08/13/2014,08:00:00,246,52.45,219,25.6,994.06,
08/13/2014,09:00:00,260,7.01,255,25.82,993.57,
08/13/2014,10:00:00,240,0,240,26.04,993.08,
08/13/2014,11:00:00,695,248.43,456,26.26,992.59,
08/13/2014,12:00:00,426,17.07,409,26.09,992.3,
08/13/2014,13:00:00,732,301.75,441,25.92,992,
08/13/2014,14:00:00,143,0,143,25.74,991.71,
08/13/2014,15:00:00,600,467.01,264,25.12,991.78,
08/13/2014,16:00:00,418,442.02,187,24.5,991.84,
08/13/2014,17:00:00,102,13.65,98,23.88,991.91,
08/13/2014,18:00:00,9,0,9,23.63,992.85,
08/13/2014,19:00:00,0,0,0,23.38,993.8,
08/13/2014,20:00:00,0,0,0,23.13,994.75,
08/13/2014,21:00:00,0,0,0,23.06,994.98,
08/13/2014,22:00:00,0,0,0,22.99,995.21,
08/13/2014,23:00:00,0,0,0,22.92,995.44,
08/14/2014,00:00:00,0,0,0,22.91,994.65,
08/14/2014,01:00:00,0,0,0,22.9,993.87,
08/14/2014,02:00:00,0,0,0,22.88,993.08,
08/14/2014,03:00:00,0,0,0,22.96,993.38,
08/14/2014,04:00:00,0,0,0,23.03,993.67,
08/14/2014,05:00:00,0,0,0,23.1,993.97,
08/14/2014,06:00:00,0,0,0,23.79,994.42,
08/14/2014,07:00:00,164,165.22,117,24.47,994.88,
08/14/2014,08:00:00,155,1.94,154,25.16,995.34,
08/14/2014,09:00:00,118,0,118,25.74,994.78,
08/14/2014,10:00:00,217,0,217,26.32,994.23,
08/14/2014,11:00:00,246,0,246,26.9,993.67,
08/14/2014,12:00:00,569,87.33,482,27.42,993.05,
08/14/2014,13:00:00,787,397.05,404,27.95,992.43,
08/14/2014,14:00:00,170,0,170,28.47,991.81,
08/14/2014,15:00:00,637,581.34,219,28.05,991.71,
08/14/2014,16:00:00,429,486.82,175,27.62,991.61,
08/14/2014,17:00:00,147,89.13,121,27.2,991.51,
08/14/2014,18:00:00,10,0,10,26.53,992.53,
08/14/2014,19:00:00,0,0,0,25.86,993.54,
08/14/2014,20:00:00,0,0,0,25.19,994.55,
08/14/2014,21:00:00,0,0,0,25.02,994.91,
08/14/2014,22:00:00,0,0,0,24.84,995.27,
08/14/2014,23:00:00,0,0,0,24.67,995.63,
08/15/2014,00:00:00,0,0,0,24.29,994.91,
08/15/2014,01:00:00,0,0,0,23.91,994.19,
08/15/2014,02:00:00,0,0,0,23.53,993.48,
08/15/2014,03:00:00,0,0,0,23.26,993.74,
08/15/2014,04:00:00,0,0,0,22.99,994,
08/15/2014,05:00:00,0,0,0,22.72,994.26,
08/15/2014,06:00:00,0,0,0,23.45,994.55,
08/15/2014,07:00:00,184,252.86,112,24.18,994.85,
08/15/2014,08:00:00,420,478.89,173,24.91,995.14,
08/15/2014,09:00:00,647,632.72,195,25.22,994.52,
08/15/2014,10:00:00,761,537.47,295,25.54,993.9,
08/15/2014,11:00:00,491,49.83,443,25.85,993.28,
08/15/2014,12:00:00,437,20.07,417,26,992.69,
08/15/2014,13:00:00,216,0,216,26.15,992.1,
08/15/2014,14:00:00,98,0,98,26.3,991.51,
08/15/2014,15:00:00,267,8.35,261,25.69,991.58,
08/15/2014,16:00:00,326,172.79,236,25.07,991.65,
08/15/2014,17:00:00,132,58.54,115,24.46,991.71,
08/15/2014,18:00:00,8,0,8,24.23,992.63,
08/15/2014,19:00:00,0,0,0,24,993.54,
08/15/2014,20:00:00,0,0,0,23.77,994.46,
08/15/2014,21:00:00,0,0,0,23.6,994.46,
08/15/2014,22:00:00,0,0,0,23.43,994.46,
08/15/2014,23:00:00,0,0,0,23.26,994.46,
08/16/2014,00:00:00,0,0,0,23.47,993.51,
08/16/2014,01:00:00,0,0,0,23.68,992.56,
08/16/2014,02:00:00,0,0,0,23.88,991.61,
08/16/2014,03:00:00,0,0,0,23.54,991.81,
08/16/2014,04:00:00,0,0,0,23.19,992,
08/16/2014,05:00:00,0,0,0,22.84,992.2,
08/16/2014,06:00:00,0,0,0,23.04,992.69,
08/16/2014,07:00:00,150,115.77,117,23.24,993.18,
08/16/2014,08:00:00,221,29.05,206,23.44,993.67,
08/16/2014,09:00:00,286,13.99,276,23.56,993.18,
08/16/2014,10:00:00,269,1.15,268,23.68,992.69,
08/16/2014,11:00:00,141,0,141,23.8,992.2,
08/16/2014,12:00:00,99,0,99,23.73,991.55,
08/16/2014,13:00:00,143,0,143,23.65,990.89,
08/16/2014,14:00:00,131,0,131,23.57,990.24,
08/16/2014,15:00:00,212,0,212,23.28,990.57,
08/16/2014,16:00:00,143,0,143,23,990.89,
08/16/2014,17:00:00,86,3.46,85,22.71,991.22,
08/16/2014,18:00:00,7,0,7,22.69,991.87,
08/16/2014,19:00:00,0,0,0,22.66,992.53,
08/16/2014,20:00:00,0,0,0,22.64,993.18,
08/16/2014,21:00:00,0,0,0,22.68,993.15,
08/16/2014,22:00:00,0,0,0,22.73,993.12,
08/16/2014,23:00:00,0,0,0,22.77,993.08,
08/17/2014,00:00:00,0,0,0,22.64,992.79,
08/17/2014,01:00:00,0,0,0,22.52,992.49,
08/17/2014,02:00:00,0,0,0,22.39,992.2,
08/17/2014,03:00:00,0,0,0,22.33,992.56,
08/17/2014,04:00:00,0,0,0,22.26,992.92,
08/17/2014,05:00:00,0,0,0,22.19,993.28,
08/17/2014,06:00:00,0,0,0,22.57,993.57,
08/17/2014,07:00:00,138,80.6,115,22.95,993.87,
08/17/2014,08:00:00,192,11.61,186,23.33,994.16,
08/17/2014,09:00:00,372,65.67,325,24.19,993.51,
08/17/2014,10:00:00,523,119.76,419,25.04,992.85,
08/17/2014,11:00:00,923,709.17,239,25.9,992.2,
08/17/2014,12:00:00,865,493.23,373,26.2,991.68,
08/17/2014,13:00:00,954,791.61,190,26.5,991.16,
08/17/2014,14:00:00,521,116.15,420,26.8,990.63,
08/17/2014,15:00:00,502,239.76,330,26.26,990.8,
08/17/2014,16:00:00,381,319.92,215,25.73,990.96,
08/17/2014,17:00:00,185,236.4,117,25.19,991.12,
08/17/2014,18:00:00,8,0,8,24.59,991.97,
08/17/2014,19:00:00,0,0,0,24,992.82,
08/17/2014,20:00:00,0,0,0,23.4,993.67,
08/17/2014,21:00:00,0,0,0,23.15,993.97,
08/17/2014,22:00:00,0,0,0,22.91,994.26,
08/17/2014,23:00:00,0,0,0,22.66,994.55,
08/18/2014,00:00:00,0,0,0,22.73,994.13,
08/18/2014,01:00:00,0,0,0,22.81,993.7,
08/18/2014,02:00:00,0,0,0,22.88,993.28,
08/18/2014,03:00:00,0,0,0,22.92,993.67,
08/18/2014,04:00:00,0,0,0,22.95,994.06,
08/18/2014,05:00:00,0,0,0,22.98,994.46,
08/18/2014,06:00:00,0,0,0,23.74,994.81,
08/18/2014,07:00:00,190,283.51,109,24.49,995.17,
08/18/2014,08:00:00,406,419.41,189,25.24,995.53,
08/18/2014,09:00:00,240,2.79,238,26.23,995.01,
08/18/2014,10:00:00,444,54.08,397,27.22,994.49,
08/18/2014,11:00:00,709,264.23,454,28.21,993.97,
08/18/2014,12:00:00,738,267.57,471,28.5,993.44,
08/18/2014,13:00:00,906,659.96,269,28.79,992.92,
08/18/2014,14:00:00,535,129.99,422,29.07,992.4,
08/18/2014,15:00:00,533,304.17,315,28.58,992.23,
08/18/2014,16:00:00,243,46.35,219,28.08,992.07,
08/18/2014,17:00:00,150,108.32,119,27.59,991.91,
08/18/2014,18:00:00,9,0,9,26.78,992.49,
08/18/2014,19:00:00,0,0,0,25.98,993.08,
08/18/2014,20:00:00,0,0,0,25.17,993.67,
08/18/2014,21:00:00,0,0,0,24.8,993.64,
08/18/2014,22:00:00,0,0,0,24.44,993.61,
08/18/2014,23:00:00,0,0,0,24.07,993.57,
08/19/2014,00:00:00,0,0,0,23.97,993.21,
08/19/2014,01:00:00,0,0,0,23.87,992.85,
08/19/2014,02:00:00,0,0,0,23.77,992.49,
08/19/2014,03:00:00,0,0,0,23.34,992.69,
08/19/2014,04:00:00,0,0,0,22.91,992.89,
08/19/2014,05:00:00,0,0,0,22.47,993.08,
08/19/2014,06:00:00,0,0,0,24.26,993.44,
08/19/2014,07:00:00,161,146.82,119,26.04,993.8,
08/19/2014,08:00:00,141,0,141,27.82,994.16,
08/19/2014,09:00:00,166,0,166,27.88,993.83,
08/19/2014,10:00:00,578,182.81,419,27.95,993.51,
08/19/2014,11:00:00,944,763.22,207,28.01,993.18,
08/19/2014,12:00:00,481,36.06,445,27.62,992.4,
08/19/2014,13:00:00,784,388.49,409,27.24,991.61,
08/19/2014,14:00:00,77,0,77,26.85,990.83,
08/19/2014,15:00:00,61,0,61,25.92,991.22,
08/19/2014,16:00:00,50,0,50,24.98,991.61,
08/19/2014,17:00:00,38,0,38,24.04,992,
08/19/2014,18:00:00,0,0,0,23.93,992.69,
08/19/2014,19:00:00,0,0,0,23.82,993.38,
08/19/2014,20:00:00,0,0,0,23.71,994.06,
08/19/2014,21:00:00,0,0,0,23.59,994.26,
08/19/2014,22:00:00,0,0,0,23.46,994.46,
08/19/2014,23:00:00,0,0,0,23.34,994.65,
08/20/2014,00:00:00,0,0,0,22.92,993.9,
08/20/2014,01:00:00,0,0,0,22.5,993.15,
08/20/2014,02:00:00,0,0,0,22.07,992.4,
08/20/2014,03:00:00,0,0,0,22.04,992.49,
08/20/2014,04:00:00,0,0,0,22.01,992.59,
08/20/2014,05:00:00,0,0,0,21.98,992.69,
08/20/2014,06:00:00,0,0,0,22.59,993.15,
08/20/2014,07:00:00,202,345.6,103,23.2,993.61,
08/20/2014,08:00:00,310,146.56,234,23.81,994.06,
08/20/2014,09:00:00,570,391.52,289,24.42,993.44,
08/20/2014,10:00:00,779,573.3,280,25.03,992.82,
08/20/2014,11:00:00,907,659.29,270,25.64,992.2,
08/20/2014,12:00:00,363,4.01,359,26.2,991.65,
08/20/2014,13:00:00,839,498.3,358,26.77,991.09,
08/20/2014,14:00:00,684,355.72,375,27.33,990.53,
08/20/2014,15:00:00,673,710.24,165,26.67,990.8,
08/20/2014,16:00:00,434,523.75,164,26.01,991.06,
08/20/2014,17:00:00,212,413.31,95,25.35,991.32,
08/20/2014,18:00:00,0,0,0,24.74,992.23,
08/20/2014,19:00:00,0,0,0,24.13,993.15,
08/20/2014,20:00:00,0,0,0,23.52,994.06,
08/20/2014,21:00:00,0,0,0,23.15,994.39,
08/20/2014,22:00:00,0,0,0,22.77,994.72,
08/20/2014,23:00:00,0,0,0,22.4,995.04,
08/21/2014,00:00:00,0,0,0,22.77,994.49,
08/21/2014,01:00:00,0,0,0,23.14,993.93,
08/21/2014,02:00:00,0,0,0,23.51,993.38,
08/21/2014,03:00:00,0,0,0,23.3,993.74,
08/21/2014,04:00:00,0,0,0,23.08,994.1,
08/21/2014,05:00:00,0,0,0,22.86,994.46,
08/21/2014,06:00:00,0,0,0,23.62,994.85,
08/21/2014,07:00:00,125,48.8,111,24.37,995.24,
08/21/2014,08:00:00,323,171.43,234,25.12,995.63,
08/21/2014,09:00:00,310,23.66,293,25.29,995.11,
08/21/2014,10:00:00,423,40.18,388,25.47,994.59,
08/21/2014,11:00:00,917,684.79,255,25.64,994.06,
08/21/2014,12:00:00,434,18.02,416,25.97,993.21,
08/21/2014,13:00:00,839,498.31,358,26.3,992.36,
08/21/2014,14:00:00,727,448.03,338,26.63,991.51,
08/21/2014,15:00:00,679,736.25,153,25.81,991.81,
08/21/2014,16:00:00,448,593.06,143,24.98,992.1,
08/21/2014,17:00:00,210,405.05,96,24.15,992.4,
08/21/2014,18:00:00,0,0,0,23.68,993.25,
08/21/2014,19:00:00,0,0,0,23.21,994.1,
08/21/2014,20:00:00,0,0,0,22.74,994.95,
08/21/2014,21:00:00,0,0,0,22.58,994.95,
08/21/2014,22:00:00,0,0,0,22.42,994.95,
08/21/2014,23:00:00,0,0,0,22.26,994.95,
08/22/2014,00:00:00,0,0,0,22.32,994.16,
08/22/2014,01:00:00,0,0,0,22.38,993.38,
08/22/2014,02:00:00,0,0,0,22.43,992.59,
08/22/2014,03:00:00,0,0,0,22.47,993.05,
08/22/2014,04:00:00,0,0,0,22.5,993.51,
08/22/2014,05:00:00,0,0,0,22.53,993.97,
08/22/2014,06:00:00,0,0,0,23.06,994.49,
08/22/2014,07:00:00,155,125.3,119,23.58,995.01,
08/22/2014,08:00:00,152,1.92,151,24.11,995.53,
08/22/2014,09:00:00,193,0,193,24.22,995.01,
08/22/2014,10:00:00,446,53.92,399,24.34,994.49,
08/22/2014,11:00:00,350,4.14,346,24.45,993.97,
08/22/2014,12:00:00,657,164.15,493,24.99,993.21,
08/22/2014,13:00:00,956,792.59,191,25.53,992.46,
08/22/2014,14:00:00,779,575.02,280,26.06,991.71,
08/22/2014,15:00:00,600,477.88,259,25.63,992,
08/22/2014,16:00:00,383,341.13,208,25.19,992.3,
08/22/2014,17:00:00,218,471.83,86,24.76,992.59,
08/22/2014,18:00:00,0,0,0,24.32,993.21,
08/22/2014,19:00:00,0,0,0,23.87,993.83,
08/22/2014,20:00:00,0,0,0,23.43,994.46,
08/22/2014,21:00:00,0,0,0,23.31,994.59,
08/22/2014,22:00:00,0,0,0,23.2,994.72,
08/22/2014,23:00:00,0,0,0,23.08,994.85,
08/23/2014,00:00:00,0,0,0,22.89,993.9,
08/23/2014,01:00:00,0,0,0,22.7,992.95,
08/23/2014,02:00:00,0,0,0,22.5,992,
08/23/2014,03:00:00,0,0,0,22.4,992.4,
08/23/2014,04:00:00,0,0,0,22.3,992.79,
08/23/2014,05:00:00,0,0,0,22.2,993.18,
08/23/2014,06:00:00,0,0,0,23.26,993.61,
08/23/2014,07:00:00,113,31.28,104,24.31,994.03,
08/23/2014,08:00:00,199,15.37,191,25.36,994.46,
08/23/2014,09:00:00,300,19.45,286,25.22,993.8,
08/23/2014,10:00:00,139,0,139,25.09,993.15,
08/23/2014,11:00:00,243,0,243,24.95,992.49,
08/23/2014,12:00:00,536,63.04,473,25.61,991.87,
08/23/2014,13:00:00,957,793.71,191,26.27,991.25,
08/23/2014,14:00:00,701,390.87,362,26.93,990.63,
08/23/2014,15:00:00,423,119.27,338,26.45,990.99,
08/23/2014,16:00:00,403,414.34,191,25.96,991.35,
08/23/2014,17:00:00,191,302.13,107,25.48,991.71,
08/23/2014,18:00:00,0,0,0,25.05,992.53,
08/23/2014,19:00:00,0,0,0,24.61,993.34,
08/23/2014,20:00:00,0,0,0,24.18,994.16,
08/23/2014,21:00:00,0,0,0,23.99,994.36,
08/23/2014,22:00:00,0,0,0,23.81,994.55,
08/23/2014,23:00:00,0,0,0,23.62,994.75,
08/24/2014,00:00:00,0,0,0,23.52,994.06,
08/24/2014,01:00:00,0,0,0,23.43,993.38,
08/24/2014,02:00:00,0,0,0,23.33,992.69,
08/24/2014,03:00:00,0,0,0,23.1,992.85,
08/24/2014,04:00:00,0,0,0,22.87,993.02,
08/24/2014,05:00:00,0,0,0,22.63,993.18,
08/24/2014,06:00:00,0,0,0,23.7,993.61,
08/24/2014,07:00:00,223,468.35,88,24.76,994.03,
08/24/2014,08:00:00,464,644.88,128,25.83,994.46,
08/24/2014,09:00:00,673,698.16,170,26.69,993.83,
08/24/2014,10:00:00,774,552.14,292,27.55,993.21,
08/24/2014,11:00:00,812,436.92,389,28.41,992.59,
08/24/2014,12:00:00,824,404.2,420,28.66,992,
08/24/2014,13:00:00,937,738.91,224,28.91,991.42,
08/24/2014,14:00:00,688,364.58,372,29.16,990.83,
08/24/2014,15:00:00,377,70.26,327,28.73,990.7,
08/24/2014,16:00:00,429,521.3,163,28.29,990.57,
08/24/2014,17:00:00,194,325.81,104,27.85,990.44,
08/24/2014,18:00:00,0,0,0,27.16,991.06,
08/24/2014,19:00:00,0,0,0,26.47,991.68,
08/24/2014,20:00:00,0,0,0,25.78,992.3,
08/24/2014,21:00:00,0,0,0,25.52,992.53,
08/24/2014,22:00:00,0,0,0,25.26,992.76,
08/24/2014,23:00:00,0,0,0,25,992.98,
08/25/2014,00:00:00,0,0,0,24.38,992.43,
08/25/2014,01:00:00,0,0,0,23.77,991.87,
08/25/2014,02:00:00,0,0,0,23.15,991.32,
08/25/2014,03:00:00,0,0,0,22.84,991.61,
08/25/2014,04:00:00,0,0,0,22.53,991.91,
08/25/2014,05:00:00,0,0,0,22.22,992.2,
08/25/2014,06:00:00,0,0,0,24.19,992.69,
08/25/2014,07:00:00,184,235.51,116,26.15,993.18,
08/25/2014,08:00:00,465,646,128,28.11,993.67,
08/25/2014,09:00:00,694,773.77,136,28.87,993.25,
08/25/2014,10:00:00,866,815.04,154,29.63,992.82,
08/25/2014,11:00:00,754,328.32,436,30.39,992.4,
08/25/2014,12:00:00,684,194.06,490,30.51,991.74,
08/25/2014,13:00:00,667,204.2,470,30.64,991.09,
08/25/2014,14:00:00,787,598.04,269,30.76,990.44,
08/25/2014,15:00:00,618,538.94,235,30.16,990.24,
08/25/2014,16:00:00,385,355.73,204,29.55,990.04,
08/25/2014,17:00:00,200,375.37,97,28.94,989.85,
08/25/2014,18:00:00,0,0,0,27.93,990.57,
08/25/2014,19:00:00,0,0,0,26.92,991.29,
08/25/2014,20:00:00,0,0,0,25.92,992,
08/25/2014,21:00:00,0,0,0,25.63,992.17,
08/25/2014,22:00:00,0,0,0,25.34,992.33,
08/25/2014,23:00:00,0,0,0,25.05,992.49,
08/26/2014,00:00:00,0,0,0,24.98,991.74,
08/26/2014,01:00:00,0,0,0,24.91,990.99,
08/26/2014,02:00:00,0,0,0,24.83,990.24,
08/26/2014,03:00:00,0,0,0,24.52,990.44,
08/26/2014,04:00:00,0,0,0,24.21,990.63,
08/26/2014,05:00:00,0,0,0,23.89,990.83,
08/26/2014,06:00:00,0,0,0,25.35,991.32,
08/26/2014,07:00:00,42,0,42,26.8,991.81,
08/26/2014,08:00:00,41,0,41,28.26,992.3,
08/26/2014,09:00:00,62,0,62,27.98,992,
08/26/2014,10:00:00,78,0,78,27.71,991.71,
08/26/2014,11:00:00,88,0,88,27.43,991.42,
08/26/2014,12:00:00,97,0,97,27.02,991.35,
08/26/2014,13:00:00,196,0,196,26.61,991.29,
08/26/2014,14:00:00,449,56.61,400,26.2,991.22,
08/26/2014,15:00:00,154,0,154,25.61,991.51,
08/26/2014,16:00:00,154,1.97,153,25.03,991.81,
08/26/2014,17:00:00,72,0,72,24.44,992.1,
08/26/2014,18:00:00,0,0,0,24.19,992.95,
08/26/2014,19:00:00,0,0,0,23.94,993.8,
08/26/2014,20:00:00,0,0,0,23.7,994.65,
08/26/2014,21:00:00,0,0,0,23.63,994.68,
08/26/2014,22:00:00,0,0,0,23.55,994.72,
08/26/2014,23:00:00,0,0,0,23.48,994.75,
08/27/2014,00:00:00,0,0,0,23.22,993.93,
08/27/2014,01:00:00,0,0,0,22.96,993.12,
08/27/2014,02:00:00,0,0,0,22.69,992.3,
08/27/2014,03:00:00,0,0,0,22.76,992.69,
08/27/2014,04:00:00,0,0,0,22.82,993.08,
08/27/2014,05:00:00,0,0,0,22.88,993.48,
08/27/2014,06:00:00,0,0,0,23.12,994,
08/27/2014,07:00:00,39,0,39,23.36,994.52,
08/27/2014,08:00:00,221,26.77,207,23.6,995.04,
08/27/2014,09:00:00,243,2.77,241,23.76,994.59,
08/27/2014,10:00:00,526,116.6,424,23.91,994.13,
08/27/2014,11:00:00,830,468.35,376,24.07,993.67,
08/27/2014,12:00:00,815,386.05,429,25.29,992.89,
08/27/2014,13:00:00,791,399.29,406,26.51,992.1,
08/27/2014,14:00:00,591,201.2,417,27.72,991.32,
08/27/2014,15:00:00,521,289.37,316,27.27,991.45,
08/27/2014,16:00:00,270,87,226,26.82,991.58,
08/27/2014,17:00:00,167,203.28,112,26.37,991.71,
08/27/2014,18:00:00,0,0,0,25.67,992.33,
08/27/2014,19:00:00,0,0,0,24.96,992.95,
08/27/2014,20:00:00,0,0,0,24.26,993.57,
08/27/2014,21:00:00,0,0,0,23.88,994,
08/27/2014,22:00:00,0,0,0,23.5,994.42,
08/27/2014,23:00:00,0,0,0,23.12,994.85,
08/28/2014,00:00:00,0,0,0,22.98,994.46,
08/28/2014,01:00:00,0,0,0,22.85,994.06,
08/28/2014,02:00:00,0,0,0,22.71,993.67,
08/28/2014,03:00:00,0,0,0,22.6,993.9,
08/28/2014,04:00:00,0,0,0,22.48,994.13,
08/28/2014,05:00:00,0,0,0,22.36,994.36,
08/28/2014,06:00:00,0,0,0,23.85,994.65,
08/28/2014,07:00:00,213,389.22,100,25.34,994.95,
08/28/2014,08:00:00,453,584.38,147,26.83,995.24,
08/28/2014,09:00:00,514,254.44,330,27.95,994.49,
08/28/2014,10:00:00,517,107.39,423,29.06,993.74,
08/28/2014,11:00:00,761,337.22,434,30.18,992.98,
08/28/2014,12:00:00,501,43,458,30.45,992.3,
08/28/2014,13:00:00,928,713.78,240,30.72,991.61,
08/28/2014,14:00:00,846,774.25,177,30.99,990.93,
08/28/2014,15:00:00,660,685.75,175,30.28,990.73,
08/28/2014,16:00:00,444,610.93,136,29.58,990.53,
08/28/2014,17:00:00,196,379.77,94,28.87,990.34,
08/28/2014,18:00:00,0,0,0,28.64,990.86,
08/28/2014,19:00:00,0,0,0,28.41,991.38,
08/28/2014,20:00:00,0,0,0,28.18,991.91,
08/28/2014,21:00:00,0,0,0,27.72,991.97,
08/28/2014,22:00:00,0,0,0,27.25,992.04,
08/28/2014,23:00:00,0,0,0,26.79,992.1,
08/29/2014,00:00:00,0,0,0,25.89,991.55,
08/29/2014,01:00:00,0,0,0,24.99,990.99,
08/29/2014,02:00:00,0,0,0,24.08,990.44,
08/29/2014,03:00:00,0,0,0,23.9,990.57,
08/29/2014,04:00:00,0,0,0,23.71,990.7,
08/29/2014,05:00:00,0,0,0,23.52,990.83,
08/29/2014,06:00:00,0,0,0,25.49,991.25,
08/29/2014,07:00:00,210,371.29,102,27.45,991.68,
08/29/2014,08:00:00,459,604.62,142,29.42,992.1,
08/29/2014,09:00:00,695,764,142,30.04,991.61,
08/29/2014,10:00:00,862,790.09,170,30.67,991.12,
08/29/2014,11:00:00,1010,934,104,31.29,990.63,
08/29/2014,12:00:00,660,165.01,495,30.6,990.21,
08/29/2014,13:00:00,933,727.55,232,29.92,989.78,
08/29/2014,14:00:00,756,520.12,307,29.23,989.36,
08/29/2014,15:00:00,679,760.61,142,28.53,989.46,
08/29/2014,16:00:00,442,608.97,136,27.83,989.55,
08/29/2014,17:00:00,191,348.9,98,27.13,989.65,
08/29/2014,18:00:00,0,0,0,26.6,990.27,
08/29/2014,19:00:00,0,0,0,26.07,990.89,
08/29/2014,20:00:00,0,0,0,25.54,991.51,
08/29/2014,21:00:00,0,0,0,25.31,991.68,
08/29/2014,22:00:00,0,0,0,25.07,991.84,
08/29/2014,23:00:00,0,0,0,24.84,992,
08/30/2014,00:00:00,0,0,0,24.74,991.35,
08/30/2014,01:00:00,0,0,0,24.65,990.7,
08/30/2014,02:00:00,0,0,0,24.55,990.04,
08/30/2014,03:00:00,0,0,0,24.43,990.37,
08/30/2014,04:00:00,0,0,0,24.31,990.7,
08/30/2014,05:00:00,0,0,0,24.19,991.02,
08/30/2014,06:00:00,0,0,0,25.18,991.78,
08/30/2014,07:00:00,173,181.85,120,26.16,992.53,
08/30/2014,08:00:00,177,5.71,174,27.15,993.28,
08/30/2014,09:00:00,362,52.45,324,27.33,992.79,
08/30/2014,10:00:00,255,0,255,27.5,992.3,
08/30/2014,11:00:00,145,0,145,27.68,991.81,
08/30/2014,12:00:00,382,7,375,28.01,991.12,
08/30/2014,13:00:00,526,69.57,459,28.34,990.44,
08/30/2014,14:00:00,403,31.31,376,28.67,989.75,
08/30/2014,15:00:00,474,201.5,332,27.76,990.27,
08/30/2014,16:00:00,425,537.16,156,26.86,990.8,
08/30/2014,17:00:00,150.3,220.44,92,25.95,991.32,
08/30/2014,18:00:00,0,0,0,25.63,991.94,
08/30/2014,19:00:00,0,0,0,25.31,992.56,
08/30/2014,20:00:00,0,0,0,24.99,993.18,
08/30/2014,21:00:00,0,0,0,24.79,993.21,
08/30/2014,22:00:00,0,0,0,24.59,993.25,
08/30/2014,23:00:00,0,0,0,24.39,993.28,
08/31/2014,00:00:00,0,0,0,24.08,992.46,
08/31/2014,01:00:00,0,0,0,23.77,991.65,
08/31/2014,02:00:00,0,0,0,23.45,990.83,
08/31/2014,03:00:00,0,0,0,23.34,991.32,
08/31/2014,04:00:00,0,0,0,23.23,991.81,
08/31/2014,05:00:00,0,0,0,23.11,992.3,
08/31/2014,06:00:00,0,0,0,24.22,992.82,
08/31/2014,07:00:00,188,243.13,117,25.32,993.34,
08/31/2014,08:00:00,388,329.13,215,26.43,993.87,
08/31/2014,09:00:00,646,584.74,222,26.73,993.31,
08/31/2014,10:00:00,715,402.57,362,27.04,992.76,
08/31/2014,11:00:00,718,266.86,459,27.34,992.2,
08/31/2014,12:00:00,780,325.06,455,28.02,991.38,
08/31/2014,13:00:00,747,321,438,28.71,990.57,
08/31/2014,14:00:00,793,622.17,257,29.39,989.75,
08/31/2014,15:00:00,623,570.1,222,28.77,989.78,
08/31/2014,16:00:00,415,498.97,166,26.83,989.82,
08/31/2014,17:00:00,126,72.42,107,26.54,989.85,
08/31/2014,18:00:00,0,0,0,26.26,990.86,
08/31/2014,19:00:00,0,0,0,25.98,991.87,
08/31/2014,20:00:00,0,0,0,25.69,992.89,
08/31/2014,21:00:00,0,0,0,25.41,993.25,
08/31/2014,22:00:00,0,0,0,25.13,993.61,
08/31/2014,23:00:00,0,0,0,24.84,993.97,
09/01/2011,00:00:00,0,0,0,24.56,994.55,
09/01/2011,01:00:00,0,0,0,24.28,993.97,
09/01/2011,02:00:00,0,0,0,23.99,993.38,
09/01/2011,03:00:00,0,0,0,23.71,993.48,
09/01/2011,04:00:00,0,0,0,23.42,993.57,
09/01/2011,05:00:00,0,0,0,23.14,993.67,
09/01/2011,06:00:00,1,24.37,0,22.86,994.03,
09/01/2011,07:00:00,209,351.28,106,22.57,994.39,
09/01/2011,08:00:00,346,208.75,236,26.9,994.75,
09/01/2011,09:00:00,688,724.18,162,27.68,994.26,
09/01/2011,10:00:00,804,611.77,267,28.45,993.77,
09/01/2011,11:00:00,796,397.55,410,29.23,993.28,
