,apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time
2020-01-22 07:00:00,159.93026734997036,159.93026734997036,-69.93026734997036,-69.93026734997036,352.18323418915,-11.368831598527322
2020-01-22 08:00:00,157.50041667263457,157.50041667263457,-67.50041667263456,-67.50041667263456,31.180339534979225,-11.38034403391066
2020-01-22 09:00:00,149.34683183574583,149.34683183574583,-59.34683183574584,-59.34683183574584,57.387089332281334,-11.391834611982631
2020-01-22 10:00:00,138.82977018278228,138.82977018278228,-48.82977018278229,-48.82977018278229,73.61270756758705,-11.403303314455115
2020-01-22 11:00:00,127.49245428044006,127.49245428044006,-37.49245428044006,-37.49245428044006,85.20746424902916,-11.414750123072736
2020-01-22 12:00:00,115.96191955594398,115.96191955594398,-25.961919555943975,-25.961919555943975,94.80945310824757,-11.42617501929999
2020-01-22 13:00:00,104.58038688265611,104.58038688265611,-14.580386882656116,-14.580386882656116,103.72567708438442,-11.437577985012467
2020-01-22 14:00:00,93.62437477404278,93.62437477404278,-3.6243747740427823,-3.6243747740427823,112.75065250714431,-11.448959002114862
2020-01-22 15:00:00,83.26978575507343,83.39875497315606,6.730214244926573,6.601245026843935,122.49547487307336,-11.460318052188086
2020-01-22 16:00:00,74.23876202430964,74.29706101465877,15.76123797569037,15.702938985341232,133.50530619494646,-11.471655117289629
2020-01-22 17:00:00,66.80393873667154,66.84284662264672,23.196061263328453,23.157153377353282,146.23181736995497,-11.482970179502445
2020-01-22 18:00:00,61.64727766918795,61.67830030491036,28.35272233081205,28.32169969508964,160.83319181538218,-11.494263220549328
2020-01-22 19:00:00,59.39953163990704,59.42787199543794,30.60046836009296,30.57212800456206,176.8528144870304,-11.505534222669667
2020-01-22 20:00:00,60.39776713285157,60.427254082843255,29.60223286714843,29.572745917156745,193.14088503321216,-11.516783168059192
2020-01-22 21:00:00,64.48678235197369,64.52179082567872,25.513217648026316,25.47820917432127,208.39401148484617,-11.528010038666253
2020-01-22 22:00:00,71.11559299036888,71.16404372075964,18.884407009631115,18.83595627924036,221.86373332722798,-11.539214816853928
2020-01-22 23:00:00,79.60597599579478,79.69330414859033,10.394024004205228,10.30669585140967,233.50611613465458,-11.5503974850144
2020-01-23 00:00:00,89.11390250845577,89.53301972285769,0.8860974915442403,0.4669802771423078,243.69346644458952,-11.561558025263366
2020-01-23 01:00:00,100.2418001018833,100.2418001018833,-10.241800101883303,-10.241800101883303,252.94789360741822,-11.5726964201167
2020-01-23 02:00:00,111.48562546202037,111.48562546202037,-21.485625462020366,-21.485625462020366,261.85129084357004,-11.58381265220305
2020-01-23 03:00:00,122.98360131150233,122.98360131150233,-32.98360131150233,-32.98360131150233,271.10683606737405,-11.59490670379455
