Date,pm25,pm10,wind-speed,humidity,precipitation,soiling_accumulation,cum_soiling_accumulation,soilingrate
2022-06-03,13,0,2.5,76.7,0,0.0,0.0,0.0
2022-06-04,19,0,1.5,82.0,0,0.0,0.0,0.0
2022-06-05,18,0,3.1,90.7,0,0.0,0.0,0.0
2022-06-06,15,0,2.5,84.5,0,0.0,0.0,0.0
2022-06-07,19,0,1.5,75.5,0,0.0,0.0,0.0
2022-06-08,20,0,3.7,91.2,0,0.0,0.0,0.0
2022-06-09,15,0,4.0,98.0,0,0.0,0.0,0.0
2022-06-10,18,0,4.0,77.5,0,0.0,0.0,0.0
2022-06-11,25,0,1.8,75.5,0,0.0,0.0,0.0
2022-06-12,26,0,1.5,70.5,0,0.003318,0.003318,0.0005230242287597657
2022-06-13,28,0,2.1,91.3,0,0.0,0.0,0.0
2022-06-14,13,0,2.7,97.0,0,0.0,0.0,0.0
2022-06-15,20,0,6.0,83.5,0,0.0,0.0,0.0
2022-06-16,25,0,1.8,63.6,0,0.003829,0.003829,0.0005905156448653146
2022-06-17,20,0,5.5,85.6,0,0.0,0.0,0.0
2022-06-18,21,0,3.3,93.0,0,0.0,0.0,0.0
2022-06-19,17,0,3.5,87.3,0,0.0,0.0,0.0
2022-06-20,10,0,2.0,89.5,0,0.0,0.0,0.0
2022-06-21,10,0,2.0,87.5,0,0.0,0.0,0.0
2022-06-22,12,0,3.5,89.5,0,0.0,0.0,0.0
2022-06-23,9,0,2.5,90.4,0,0.0,0.0,0.0
2022-06-24,16,0,4.3,98.0,0,0.0,0.0,0.0
2022-06-25,17,0,2.1,95.0,0,0.0,0.0,0.0
2022-06-26,21,0,3.0,91.1,0,0.0,0.0,0.0
2022-06-27,20,0,4.5,95.0,0,0.0,0.0,0.0
2022-06-28,19,0,3.2,95.2,0,0.0,0.0,0.0
2022-06-29,25,0,2.1,82.3,0,0.0,0.0,0.0
2022-06-30,24,0,1.5,75.8,0,0.0,0.0,0.0
2022-07-01,29,0,3.0,75.7,0,0.0,0.0,0.0
2022-07-02,25,0,2.6,95.5,0,0.0,0.0,0.0
2022-07-03,25,0,2.0,90.5,0,0.0,0.0,0.0
2022-07-04,15,0,2.2,60.7,0,0.002808,0.002808,0.0004540567958811041
2022-07-05,20,0,2.0,65.2,0,0.003403,0.006211,0.0008896691160494822
2022-07-06,20,0,3.5,96.0,0,0.0,0.0,0.0
2022-07-07,19,0,3.0,72.8,0,0.00485,0.00485,0.0007214595506728757
2022-07-08,22,0,2.5,68.8,0,0.00468,0.00953,0.0012786961389284202
2022-07-09,18,0,2.0,66.5,0,0.003063,0.012593,0.0016192744492195045
2022-07-10,13,0,2.0,64.7,0,0.002212,0.014805,0.0018572366279361663
2022-07-11,17,0,3.2,66.5,0,0.004629,0.019434,0.0023387133732277175
2022-07-12,16,0,5.5,78.4,0,0.0,0.0,0.0
2022-07-13,28,0,3.7,85.6,0,0.0,0.0,0.0
2022-07-14,30,0,2.7,93.5,0,0.0,0.0,0.0
2022-07-15,20,0,1.7,88.1,0,0.0,0.0,0.0
2022-07-16,30,0,1.5,71.2,0,0.003829,0.003829,0.0005905156448653146
2022-07-17,23,0,2.7,74.5,0,0.005284,0.009113,0.0012311277854071682
2022-07-18,27,0,2.8,85.0,0,0.0,0.0,0.0
2022-07-19,12,0,2.6,98.0,0,0.0,0.0,0.0
2022-07-20,28,0,2.2,65.3,0,0.005241,0.005241,0.0007704466285189585
2022-07-21,48,0,3.0,87.2,0,0.0,0.0,0.0
2022-07-22,29,0,2.0,95.7,0,0.0,0.0,0.0
2022-07-23,50,0,3.0,80.1,0,0.0,0.0,0.0
2022-07-24,38,0,2.2,86.8,0,0.0,0.0,0.0
2022-07-25,25,0,3.7,95.0,0,0.0,0.0,0.0
2022-07-26,21,0,3.2,81.0,0,0.0,0.0,0.0
2022-07-27,23,0,2.6,76.3,0,0.0,0.0,0.0
2022-07-28,29,0,3.0,70.8,0,0.007403,0.007403,0.001032361198401356
2022-07-29,18,0,2.6,96.5,0,0.0,0.0,0.0
2022-07-30,27,0,1.2,97.0,0,0.0,0.0,0.0
2022-07-31,20,0,1.2,81.2,0,0.0,0.0,0.0
2022-08-01,23,0,2.2,86.5,0,0.0,0.0,0.0
2022-08-02,17,0,1.5,96.6,0,0.0,0.0,0.0
2022-08-03,27,0,1.2,88.2,0,0.0,0.0,0.0
2022-08-04,20,0,2.5,89.1,0,0.0,0.0,0.0
2022-08-05,22,0,1.5,93.5,0,0.0,0.0,0.0
2022-08-06,31,0,2.1,93.2,0,0.0,0.0,0.0
2022-08-07,28,0,2.5,85.5,0,0.0,0.0,0.0
2022-08-08,26,0,2.7,92.6,0,0.0,0.0,0.0
2022-08-09,13,0,2.5,96.7,0,0.0,0.0,0.0
2022-08-10,13,0,2.3,91.0,0,0.0,0.0,0.0
2022-08-11,11,0,2.2,92.0,0,0.0,0.0,0.0
2022-08-12,17,0,1.3,91.5,0,0.0,0.0,0.0
2022-08-13,20,0,2.2,90.0,0,0.0,0.0,0.0
2022-08-14,11,0,1.6,89.3,0,0.0,0.0,0.0
2022-08-15,19,0,1.2,83.0,0,0.0,0.0,0.0
2022-08-16,19,0,1.7,79.7,0,0.0,0.0,0.0
2022-08-17,16,0,2.2,96.3,0,0.0,0.0,0.0
2022-08-18,18,0,2.5,86.2,0,0.0,0.0,0.0
2022-08-19,20,0,2.3,79.5,0,0.0,0.0,0.0
2022-08-20,24,0,1.0,74.1,0,0.002042,0.002042,0.00034665193101684295
2022-08-21,44,0,1.0,83.5,0,0.0,0.0,0.0
2022-08-22,24,0,2.0,90.5,0,0.0,0.0,0.0
2022-08-23,19,0,2.0,95.1,0,0.0,0.0,0.0
2022-08-24,14,0,1.0,94.3,0,0.0,0.0,0.0
2022-08-25,22,0,0.7,92.5,0,0.0,0.0,0.0
2022-08-26,33,0,1.3,91.5,0,0.0,0.0,0.0
2022-08-27,20,0,1.0,87.7,0,0.0,0.0,0.0
2022-08-28,17,0,1.8,84.5,0,0.0,0.0,0.0
2022-08-29,23,0,1.0,84.0,0,0.0,0.0,0.0
2022-08-30,27,0,1.2,90.5,0,0.0,0.0,0.0
2022-08-31,29,0,3.3,92.0,0,0.0,0.0,0.0
2022-09-01,19,0,1.3,83.3,0,0.0,0.0,0.0
2022-09-02,14,0,1.6,73.8,0,0.001906,0.001906,0.00032698779295055926
2022-09-03,14,0,1.5,69.3,0,0.001787,0.003693,0.000572695386468665
2022-09-04,16,0,0.6,83.5,0,0.0,0.0,0.0
2022-09-05,18,0,2.0,85.0,0,0.0,0.0,0.0
2022-09-06,13,0,2.0,79.5,0,0.0,0.0,0.0
2022-09-07,15,0,1.5,81.3,0,0.0,0.0,0.0
2022-09-08,18,0,1.0,83.8,0,0.0,0.0,0.0
2022-09-09,18,0,1.2,82.5,0,0.0,0.0,0.0
2022-09-10,16,0,2.0,67.4,0,0.002723,0.002723,0.0004423837757171277
2022-09-11,20,0,3.0,71.5,0,0.005105,0.007828,0.0010823624636267274
2022-09-12,38,0,1.0,76.0,0,0.0,0.0,0.0
2022-09-13,50,0,1.0,88.0,0,0.0,0.0,0.0
2022-09-14,18,0,2.0,90.0,0,0.0,0.0,0.0
2022-09-15,18,0,2.0,63.0,0,0.003063,0.003063,0.0004887599743050148
2022-09-16,11,0,2.4,60.0,0,0.002246,0.005309,0.0007789080836951051
2022-09-17,8,0,1.6,59.0,0,0.001089,0.006398,0.0009123132716245416
2022-09-18,15,0,1.0,81.9,0,0.0,0.0,0.0
2022-09-19,13,0,1.2,80.0,0,0.0,0.0,0.0
2022-09-20,13,0,3.0,95.0,0,0.0,0.0,0.0
2022-09-21,21,0,1.0,97.0,0,0.0,0.0,0.0
2022-09-22,17,0,2.3,93.9,0,0.0,0.0,0.0
2022-09-23,8,0,2.5,95.4,0,0.0,0.0,0.0
2022-09-24,13,0,7.0,76.0,0,0.0,0.0,0.0
2022-09-25,20,0,2.0,79.8,0,0.0,0.0,0.0
2022-09-26,33,0,3.0,95.0,0,0.0,0.0,0.0
2022-09-27,14,0,1.0,95.8,0,0.0,0.0,0.0
2022-09-28,17,0,1.0,98.0,0,0.0,0.0,0.0
2022-09-29,20,0,1.6,91.3,0,0.0,0.0,0.0
2022-09-30,21,0,1.3,88.6,0,0.0,0.0,0.0
2022-10-01,17,0,0.6,84.0,0,0.0,0.0,0.0
2022-10-02,15,0,2.3,72.7,0,0.002936,0.002936,0.00047153398697604
