0,Golden,Colorado,-7,39.739,-105.172,0
Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa)
01/27/2020, 04:00:00,4.00,0.00,0.00,0.00,0.88,1.68,811.17,132.81,77.92,81117.08
01/27/2020, 05:00:00,5.00,0.00,0.00,0.00,1.35,2.22,810.96,121.38,87.86,81096.25
01/27/2020, 06:00:00,6.00,0.00,0.00,0.00,1.77,1.27,810.81,109.88,97.95,81081.42
01/27/2020, 07:00:00,7.00,0.00,0.00,0.00,1.22,1.07,810.87,98.61,106.96,81086.83
01/27/2020, 08:00:00,8.00,14.93,1.15,14.84,0.83,1.11,811.27,87.75,116.35,81127.42
01/27/2020, 09:00:00,9.00,38.28,0.06,38.27,1.28,0.71,811.58,78.06,126.73,81157.83
01/27/2020, 10:00:00,10.00,109.09,0.01,109.09,1.93,1.39,811.61,69.61,138.63,81160.92
01/27/2020, 11:00:00,11.00,138.32,0.00,138.32,1.96,1.68,811.81,63.09,152.43,81180.92
01/27/2020, 12:00:00,12.00,224.56,21.01,213.54,2.64,1.05,811.71,59.18,168.03,81170.75
01/27/2020, 13:00:00,13.00,362.03,154.26,280.83,4.04,1.39,811.18,58.43,184.61,81117.92
01/27/2020, 14:00:00,14.00,82.02,0.01,82.01,3.36,1.43,810.99,60.95,200.80,81099.42
01/27/2020, 15:00:00,15.00,134.25,0.00,134.25,3.13,0.98,811.12,66.37,215.48,81111.50
01/27/2020, 16:00:00,16.00,68.06,0.00,68.06,3.36,1.09,811.56,74.03,228.22,81155.75
01/27/2020, 17:00:00,17.00,18.23,1.02,18.15,3.21,1.63,812.04,83.24,239.24,81203.67
01/27/2020, 18:00:00,18.00,0.23,0.37,0.22,2.44,2.17,812.77,93.57,249.02,81276.83
01/27/2020, 19:00:00,19.00,0.00,0.00,0.00,1.25,2.14,813.35,104.72,258.15,81334.58
01/27/2020, 20:00:00,20.00,0.00,0.00,0.00,1.68,2.68,813.80,116.14,267.26,81379.83
01/27/2020, 21:00:00,21.00,0.00,0.00,0.00,3.67,7.07,813.99,127.63,277.22,81398.75
01/27/2020, 22:00:00,22.00,0.00,0.00,0.00,3.11,7.53,814.46,138.82,289.45,81446.00
01/27/2020, 23:00:00,23.00,0.00,0.00,0.00,2.55,9.72,814.74,148.97,306.71,81473.75
01/28/2020, 00:00:00,0.00,0.00,0.00,0.00,1.98,7.82,815.18,156.36,333.71,81517.83
01/28/2020, 01:00:00,1.00,0.00,0.00,0.00,1.75,8.45,815.01,157.96,91.36,81500.92
01/28/2020, 02:00:00,2.00,0.00,0.00,0.00,1.16,6.25,815.62,152.78,42.60,81562.17
01/28/2020, 03:00:00,3.00,0.00,0.00,0.00,0.62,5.15,816.08,143.55,63.59,81608.08
01/28/2020, 04:00:00,4.00,0.00,0.00,0.00,0.55,5.83,815.74,132.69,77.60,81573.83
01/28/2020, 05:00:00,5.00,0.00,0.00,0.00,0.31,5.53,815.94,121.27,88.34,81594.33
01/28/2020, 06:00:00,6.00,0.00,0.00,0.00,-0.41,2.37,815.91,109.76,97.69,81590.50
01/28/2020, 07:00:00,7.00,0.02,0.00,0.02,-0.46,3.11,816.12,98.48,106.72,81611.58
01/28/2020, 08:00:00,8.00,36.85,262.81,13.75,-0.21,3.91,816.30,87.60,116.12,81629.83
01/28/2020, 09:00:00,9.00,207.77,794.92,38.39,1.24,1.09,816.49,77.89,126.52,81648.58
01/28/2020, 10:00:00,10.00,376.99,924.38,51.35,1.91,2.16,816.55,69.42,138.44,81655.00
01/28/2020, 11:00:00,11.00,506.75,983.90,57.88,2.59,3.32,816.25,62.86,152.27,81624.83
01/28/2020, 12:00:00,12.00,580.60,1008.52,60.11,3.48,3.63,815.57,58.93,167.93,81557.25
01/28/2020, 13:00:00,13.00,593.89,1012.04,60.07,5.02,3.24,814.51,58.17,184.58,81450.67
01/28/2020, 14:00:00,14.00,546.89,998.61,58.03,6.01,2.82,813.51,60.69,200.84,81350.92
01/28/2020, 15:00:00,15.00,442.50,960.86,53.16,7.24,1.70,813.21,66.12,215.56,81321.17
01/28/2020, 16:00:00,16.00,291.13,886.71,42.57,7.45,2.96,813.13,73.80,228.34,81313.25
01/28/2020, 17:00:00,17.00,104.14,551.70,24.80,6.18,2.81,813.18,83.02,239.39,81318.33
01/28/2020, 18:00:00,18.00,1.36,0.00,1.36,3.75,2.38,813.54,93.36,249.19,81353.58
01/28/2020, 19:00:00,19.00,0.00,0.00,0.00,2.70,1.08,814.12,104.52,258.35,81411.83
01/28/2020, 20:00:00,20.00,0.00,0.00,0.00,1.30,1.86,814.22,115.95,267.47,81422.25
01/28/2020, 21:00:00,21.00,0.00,0.00,0.00,1.24,2.10,814.15,127.44,277.45,81414.75
01/28/2020, 22:00:00,22.00,0.00,0.00,0.00,1.37,2.38,814.07,138.61,289.71,81406.67
01/28/2020, 23:00:00,23.00,0.00,0.00,0.00,2.18,2.46,813.87,148.73,306.96,81387.33
01/29/2020, 00:00:00,0.00,0.00,0.00,0.00,1.67,2.18,813.86,156.10,333.83,81386.25
01/29/2020, 01:00:00,1.00,0.00,0.00,0.00,0.80,2.40,813.46,157.71,91.15,81345.83
01/29/2020, 02:00:00,2.00,0.00,0.00,0.00,-0.99,1.94,813.35,152.58,42.21,81334.83
01/29/2020, 03:00:00,3.00,0.00,0.00,0.00,-0.38,1.36,813.44,143.40,63.22,81343.50
01/29/2020, 04:00:00,4.00,0.00,0.00,0.00,-0.36,0.75,813.40,132.56,77.28,81340.33
01/29/2020, 05:00:00,5.00,0.00,0.00,0.00,0.12,1.53,813.56,121.15,88.05,81355.67
01/29/2020, 06:00:00,6.00,0.00,0.00,0.00,0.20,1.99,813.77,109.64,97.44,81376.67
01/29/2020, 07:00:00,7.00,0.00,0.00,0.00,0.43,1.44,814.32,98.35,106.48,81431.75
01/29/2020, 08:00:00,8.00,7.66,3.08,7.52,0.45,1.30,815.18,87.45,115.90,81518.42
01/29/2020, 09:00:00,9.00,63.51,0.00,63.51,1.06,0.75,815.64,77.72,126.31,81563.75
01/29/2020, 10:00:00,10.00,148.67,0.00,148.67,1.84,1.77,815.65,69.22,138.25,81565.17
01/29/2020, 11:00:00,11.00,249.26,4.79,246.92,2.53,1.63,815.70,62.63,152.12,81570.00
01/29/2020, 12:00:00,12.00,400.28,157.05,318.22,3.42,1.88,815.23,58.68,167.82,81523.00
01/29/2020, 13:00:00,13.00,544.33,571.14,240.94,3.88,2.72,814.29,57.90,184.54,81429.33
01/29/2020, 14:00:00,14.00,460.61,463.64,231.90,4.00,3.01,813.52,60.42,200.88,81351.83
01/29/2020, 15:00:00,15.00,318.15,175.44,241.38,4.46,1.65,813.53,65.87,215.66,81353.00
01/29/2020, 16:00:00,16.00,228.64,234.60,165.18,4.34,1.84,813.62,73.56,228.47,81362.17
01/29/2020, 17:00:00,17.00,48.68,9.04,46.92,3.62,2.10,813.94,82.80,239.54,81394.42
01/29/2020, 18:00:00,18.00,0.90,0.02,0.90,2.47,1.99,814.37,93.14,249.36,81436.67
01/29/2020, 19:00:00,19.00,0.00,0.00,0.00,1.21,2.57,814.97,104.33,258.53,81497.33
01/29/2020, 20:00:00,20.00,0.00,0.00,0.00,-0.08,0.64,815.14,115.75,267.68,81514.08
01/29/2020, 21:00:00,21.00,0.00,0.00,0.00,-0.54,1.63,815.18,127.24,277.70,81518.42
01/29/2020, 22:00:00,22.00,0.00,0.00,0.00,-1.05,0.64,814.86,138.40,289.98,81486.00
01/29/2020, 23:00:00,23.00,0.00,0.00,0.00,-1.15,0.64,814.38,148.50,307.24,81438.25
01/30/2020, 00:00:00,0.00,0.00,0.00,0.00,-1.56,0.61,814.22,155.84,333.96,81422.00
01/30/2020, 01:00:00,1.00,0.00,0.00,0.00,-2.20,1.18,813.49,157.45,93.95,81348.58
01/30/2020, 02:00:00,2.00,0.00,0.00,0.00,-2.60,2.25,812.66,152.37,41.82,81266.00
01/30/2020, 03:00:00,3.00,0.00,0.00,0.00,-2.57,1.54,812.13,143.24,62.84,81213.42
01/30/2020, 04:00:00,4.00,0.00,0.00,0.00,-3.37,1.90,811.50,132.43,76.95,81150.00
01/30/2020, 05:00:00,5.00,0.00,0.00,0.00,-1.86,2.54,811.19,121.02,87.77,81119.17
01/30/2020, 06:00:00,6.00,0.00,0.00,0.00,-0.03,3.59,810.77,109.52,97.18,81076.50
01/30/2020, 07:00:00,7.00,0.06,0.00,0.06,0.02,6.54,810.44,98.21,106.24,81044.17
01/30/2020, 08:00:00,8.00,39.25,138.95,27.96,0.65,7.20,810.31,87.30,115.68,81031.33
01/30/2020, 09:00:00,9.00,149.46,114.87,118.88,1.54,5.66,810.76,77.54,126.10,81076.00
01/30/2020, 10:00:00,10.00,346.05,595.08,128.94,2.46,3.95,811.32,69.01,138.06,81131.67
01/30/2020, 11:00:00,11.00,445.71,662.18,133.27,1.40,2.21,811.84,62.40,151.95,81183.83
01/30/2020, 12:00:00,12.00,558.08,645.83,222.76,2.83,2.33,812.07,58.42,167.72,81206.75
01/30/2020, 13:00:00,13.00,200.55,0.25,200.41,2.29,3.37,812.66,57.62,184.52,81265.58
01/30/2020, 14:00:00,14.00,159.19,0.00,159.19,2.11,4.13,812.97,60.15,200.92,81297.42
01/30/2020, 15:00:00,15.00,216.45,6.08,213.86,2.23,3.26,813.27,65.61,215.76,81327.08
01/30/2020, 16:00:00,16.00,119.39,2.03,118.69,1.96,3.02,814.27,73.32,228.62,81426.75
01/30/2020, 17:00:00,17.00,29.12,0.70,29.07,1.10,2.96,815.39,82.58,239.71,81538.83
01/30/2020, 18:00:00,18.00,0.59,0.07,0.58,-1.10,3.16,816.49,92.93,249.54,81649.33
01/30/2020, 19:00:00,19.00,0.00,0.00,0.00,-1.94,1.56,817.39,104.13,258.73,81739.33
01/30/2020, 20:00:00,20.00,0.00,0.00,0.00,-2.27,2.47,817.84,115.56,267.90,81783.92
01/30/2020, 21:00:00,21.00,0.00,0.00,0.00,-2.10,1.18,818.90,127.05,277.95,81889.92
01/30/2020, 22:00:00,22.00,0.00,0.00,0.00,-2.52,1.07,819.13,138.19,290.25,81913.33
01/30/2020, 23:00:00,23.00,0.00,0.00,0.00,-3.31,2.80,818.75,148.27,307.51,81875.00
01/31/2020, 00:00:00,0.00,0.00,0.00,0.00,-3.05,4.05,818.66,155.56,334.10,81865.92
01/31/2020, 01:00:00,1.00,0.00,0.00,0.00,-2.78,4.09,818.34,157.19,93.75,81834.08
01/31/2020, 02:00:00,2.00,0.00,0.00,0.00,-2.11,2.98,817.80,152.16,41.44,81779.50
01/31/2020, 03:00:00,3.00,0.00,0.00,0.00,-2.01,4.78,816.94,143.07,62.47,81693.58
01/31/2020, 04:00:00,4.00,0.00,0.00,0.00,-1.45,6.07,816.50,132.29,76.63,81650.08
01/31/2020, 05:00:00,5.00,0.00,0.00,0.00,-0.87,8.27,815.97,120.89,87.49,81597.08
01/31/2020, 06:00:00,6.00,0.00,0.00,0.00,-0.13,8.07,815.53,109.38,96.93,81553.08
01/31/2020, 07:00:00,7.00,0.22,0.00,0.22,0.49,8.43,815.13,98.07,106.00,81513.17
01/31/2020, 08:00:00,8.00,52.03,313.79,23.04,1.52,6.83,815.22,87.13,115.45,81521.83
01/31/2020, 09:00:00,9.00,250.97,567.55,133.94,3.32,8.63,815.24,77.36,125.88,81523.50
01/31/2020, 10:00:00,10.00,268.67,184.31,201.63,4.74,8.57,815.74,68.80,137.87,81573.75
01/31/2020, 11:00:00,11.00,454.94,543.53,201.83,6.80,7.73,816.04,62.16,151.79,81604.25
01/31/2020, 12:00:00,12.00,579.12,679.72,222.02,8.23,8.99,815.47,58.15,167.62,81546.67
01/31/2020, 13:00:00,13.00,434.81,177.33,338.93,8.63,10.19,815.32,57.35,184.49,81532.33
01/31/2020, 14:00:00,14.00,411.54,232.19,295.60,8.93,8.86,815.84,59.88,200.98,81583.67
01/31/2020, 15:00:00,15.00,366.77,337.66,226.51,9.35,7.15,816.20,65.35,215.87,81619.67
01/31/2020, 16:00:00,16.00,221.72,276.56,132.67,8.26,8.49,816.51,73.08,228.75,81650.58
01/31/2020, 17:00:00,17.00,90.79,81.44,77.82,7.28,7.78,816.95,82.36,239.87,81694.92
01/31/2020, 18:00:00,18.00,3.76,0.00,3.76,6.48,6.93,817.47,92.72,249.73,81746.50
01/31/2020, 19:00:00,19.00,0.00,0.00,0.00,6.21,7.14,817.81,103.93,258.93,81781.25
01/31/2020, 20:00:00,20.00,0.00,0.00,0.00,6.19,7.43,818.01,115.37,268.13,81801.33
01/31/2020, 21:00:00,21.00,0.00,0.00,0.00,6.52,8.69,818.25,126.85,278.19,81824.67
01/31/2020, 22:00:00,22.00,0.00,0.00,0.00,6.80,8.90,818.39,137.99,290.53,81839.08
01/31/2020, 23:00:00,23.00,0.00,0.00,0.00,6.80,7.57,818.63,148.03,307.79,81862.83
02/01/2020, 00:00:00,0.00,0.00,0.00,0.00,7.14,9.42,818.06,155.29,334.26,81805.92
02/01/2020, 01:00:00,1.00,0.00,0.00,0.00,7.02,9.02,818.14,156.92,93.57,81813.75
02/01/2020, 02:00:00,2.00,0.00,0.00,0.00,6.85,9.51,818.05,151.95,41.06,81805.00
02/01/2020, 03:00:00,3.00,0.00,0.00,0.00,7.07,10.68,817.74,142.91,62.10,81773.83
02/01/2020, 04:00:00,4.00,0.00,0.00,0.00,7.72,12.24,816.85,132.14,76.30,81685.42
02/01/2020, 05:00:00,5.00,0.00,0.00,0.00,8.29,9.96,817.03,120.75,87.20,81703.08
02/01/2020, 06:00:00,6.00,0.00,0.00,0.00,8.62,8.51,817.18,109.24,96.66,81717.92
02/01/2020, 07:00:00,7.00,0.07,0.00,0.07,9.11,12.26,816.55,97.91,105.76,81654.50
02/01/2020, 08:00:00,8.00,25.98,28.97,24.41,10.25,15.38,816.29,86.97,115.23,81628.67
02/01/2020, 09:00:00,9.00,117.08,13.63,113.81,11.39,13.93,816.69,77.17,125.67,81669.17
02/01/2020, 10:00:00,10.00,331.77,322.27,210.17,12.24,14.48,816.73,68.58,137.67,81672.75
02/01/2020, 11:00:00,11.00,486.74,437.28,279.54,14.16,13.86,816.84,61.91,151.64,81683.58
02/01/2020, 12:00:00,12.00,447.26,326.98,273.23,14.40,14.11,817.10,57.88,167.53,81710.08
02/01/2020, 13:00:00,13.00,589.98,608.97,258.35,15.15,11.47,817.35,57.06,184.47,81735.17
02/01/2020, 14:00:00,14.00,475.90,345.78,299.21,14.82,11.29,816.94,59.60,201.03,81693.83
02/01/2020, 15:00:00,15.00,261.26,101.43,216.14,14.96,9.56,816.98,65.08,215.99,81697.83
02/01/2020, 16:00:00,16.00,114.53,0.08,114.50,14.31,5.83,818.12,72.83,228.92,81811.75
02/01/2020, 17:00:00,17.00,52.65,35.75,48.29,14.22,6.01,818.58,82.14,240.05,81858.33
02/01/2020, 18:00:00,18.00,2.14,0.11,2.14,13.25,5.82,818.68,92.51,249.93,81867.92
02/01/2020, 19:00:00,19.00,0.00,0.00,0.00,12.72,6.16,818.76,103.73,259.14,81875.92
02/01/2020, 20:00:00,20.00,0.00,0.00,0.00,12.85,7.93,818.50,115.17,268.36,81849.67
02/01/2020, 21:00:00,21.00,0.00,0.00,0.00,11.33,7.25,818.46,126.65,278.46,81845.92
02/01/2020, 22:00:00,22.00,0.00,0.00,0.00,11.19,4.42,818.61,137.77,290.82,81861.33
02/01/2020, 23:00:00,23.00,0.00,0.00,0.00,12.96,3.74,818.34,147.79,308.08,81834.25
02/02/2020, 00:00:00,0.00,0.00,0.00,0.00,12.41,3.40,818.07,155.02,334.41,81807.25
02/02/2020, 01:00:00,1.00,0.00,0.00,0.00,10.77,3.25,817.38,156.65,96.40,81738.00
02/02/2020, 02:00:00,2.00,0.00,0.00,0.00,10.62,3.20,816.74,151.72,40.69,81673.83
02/02/2020, 03:00:00,3.00,0.00,0.00,0.00,10.21,3.28,816.21,142.73,61.72,81621.42
02/02/2020, 04:00:00,4.00,0.00,0.00,0.00,9.75,2.98,815.47,131.99,75.97,81547.17
02/02/2020, 05:00:00,5.00,0.00,0.00,0.00,10.05,3.79,814.89,120.60,86.90,81489.42
02/02/2020, 06:00:00,6.00,0.00,0.00,0.00,12.19,4.64,814.15,109.09,96.40,81414.92
02/02/2020, 07:00:00,7.00,0.14,0.00,0.14,12.26,4.74,813.64,97.75,105.52,81363.92
02/02/2020, 08:00:00,8.00,42.78,289.53,14.58,12.52,4.89,813.32,86.80,114.99,81331.75
02/02/2020, 09:00:00,9.00,225.70,832.23,35.89,13.48,2.79,813.03,76.97,125.45,81302.92
02/02/2020, 10:00:00,10.00,398.69,953.44,46.48,16.21,2.25,812.44,68.36,137.48,81243.92
02/02/2020, 11:00:00,11.00,530.14,1007.35,51.85,18.17,3.64,811.43,61.66,151.48,81143.42
02/02/2020, 12:00:00,12.00,607.40,1031.55,54.72,19.71,2.64,810.03,57.60,167.43,81002.92
02/02/2020, 13:00:00,13.00,622.47,1036.16,54.75,20.28,3.81,807.94,56.78,184.46,80793.67
02/02/2020, 14:00:00,14.00,576.99,1026.43,53.18,20.89,4.83,806.39,59.31,201.10,80639.08
02/02/2020, 15:00:00,15.00,472.59,995.91,48.64,21.02,6.65,805.31,64.81,216.11,80531.33
02/02/2020, 16:00:00,16.00,319.41,928.20,40.77,20.67,6.71,804.52,72.59,229.06,80452.00
02/02/2020, 17:00:00,17.00,129.53,666.95,25.66,19.51,5.54,803.78,81.92,240.23,80378.08
02/02/2020, 18:00:00,18.00,2.65,0.09,2.65,16.63,3.94,803.14,92.29,250.12,80314.25
02/02/2020, 19:00:00,19.00,0.00,0.00,0.00,13.69,3.17,802.49,103.53,259.35,80249.25
02/02/2020, 20:00:00,20.00,0.00,0.00,0.00,12.55,3.58,801.63,114.98,268.60,80162.58
02/02/2020, 21:00:00,21.00,0.00,0.00,0.00,11.98,3.62,800.90,126.45,278.72,80089.75
02/02/2020, 22:00:00,22.00,0.00,0.00,0.00,8.22,5.84,801.68,137.56,291.11,80167.92
02/02/2020, 23:00:00,23.00,0.00,0.00,0.00,1.79,4.31,803.56,147.55,308.38,80355.75
02/03/2020, 00:00:00,0.00,0.00,0.00,0.00,-0.53,3.91,804.55,154.74,334.57,80454.92
02/03/2020, 01:00:00,1.00,0.00,0.00,0.00,-1.59,3.55,804.88,156.37,96.24,80487.67
02/03/2020, 02:00:00,2.00,0.00,0.00,0.00,-2.25,3.57,804.64,151.49,40.32,80463.58
02/03/2020, 03:00:00,3.00,0.00,0.00,0.00,-3.06,2.96,804.62,142.54,61.35,80461.58
02/03/2020, 04:00:00,4.00,0.00,0.00,0.00,-3.58,1.50,804.25,131.83,75.64,80424.83
02/03/2020, 05:00:00,5.00,0.00,0.00,0.00,-3.69,1.60,803.88,120.45,86.62,80387.50
02/03/2020, 06:00:00,6.00,0.02,0.00,0.02,-3.68,2.28,803.55,108.93,96.14,80354.67
02/03/2020, 07:00:00,7.00,0.04,0.00,0.04,-3.90,3.76,803.69,97.59,105.27,80368.75
02/03/2020, 08:00:00,8.00,5.86,4.53,5.64,-5.15,12.55,804.35,86.62,114.76,80435.42
02/03/2020, 09:00:00,9.00,31.48,1.09,31.22,-5.97,5.97,805.17,76.77,125.24,80517.33
02/03/2020, 10:00:00,10.00,67.41,0.26,67.32,-6.11,0.49,805.58,68.13,137.28,80558.33
02/03/2020, 11:00:00,11.00,99.01,0.04,98.99,-6.40,0.00,805.75,61.40,151.33,80574.75
02/03/2020, 12:00:00,12.00,108.38,0.10,108.33,-7.91,0.00,805.44,57.32,167.34,80544.25
02/03/2020, 13:00:00,13.00,157.57,0.06,157.54,-8.23,0.00,804.67,56.48,184.45,80467.42
02/03/2020, 14:00:00,14.00,157.94,0.01,157.93,-8.36,0.00,804.38,59.03,201.16,80438.17
02/03/2020, 15:00:00,15.00,191.31,0.05,191.29,-8.57,0.00,804.44,64.55,216.23,80443.58
02/03/2020, 16:00:00,16.00,106.44,0.74,106.23,-8.63,0.00,804.77,72.34,229.23,80477.25
02/03/2020, 17:00:00,17.00,33.72,2.01,33.53,-8.96,0.00,805.18,81.69,240.42,80518.33
02/03/2020, 18:00:00,18.00,3.63,0.83,3.59,-8.96,0.00,805.88,92.08,250.32,80588.25
02/03/2020, 19:00:00,19.00,0.02,0.00,0.02,-9.40,0.00,806.81,103.33,259.58,80681.08
02/03/2020, 20:00:00,20.00,0.02,0.00,0.02,-9.76,0.00,807.83,114.78,268.84,80783.33
02/03/2020, 21:00:00,21.00,0.02,0.00,0.02,-9.95,0.00,808.35,126.25,278.99,80835.00
02/03/2020, 22:00:00,22.00,0.02,0.00,0.02,-10.51,0.00,809.22,137.35,291.41,80922.00
02/03/2020, 23:00:00,23.00,0.02,0.00,0.02,-10.66,0.00,809.60,147.30,308.69,80959.67
02/04/2020, 00:00:00,0.00,0.01,0.00,0.01,-10.84,0.00,809.81,154.45,334.76,80981.33
02/04/2020, 01:00:00,1.00,0.01,0.00,0.01,-11.35,0.00,809.87,156.08,96.09,80986.92
02/04/2020, 02:00:00,2.00,0.01,0.00,0.01,-11.52,0.00,809.84,151.25,39.96,80984.33
02/04/2020, 03:00:00,3.00,0.01,0.00,0.01,-11.76,0.00,810.02,142.35,60.98,81001.58
02/04/2020, 04:00:00,4.00,0.01,0.00,0.01,-12.21,0.00,810.46,131.66,75.32,81045.75
02/04/2020, 05:00:00,5.00,0.01,0.00,0.01,-12.30,0.00,811.16,120.29,86.33,81116.00
02/04/2020, 06:00:00,6.00,0.00,0.00,0.00,-12.43,0.00,811.63,108.77,95.87,81162.75
02/04/2020, 07:00:00,7.00,0.08,0.00,0.08,-12.54,0.00,812.37,97.42,105.03,81237.33
02/04/2020, 08:00:00,8.00,32.96,4.78,32.59,-12.40,0.00,812.96,86.43,114.53,81296.33
02/04/2020, 09:00:00,9.00,127.54,0.44,127.43,-11.80,0.00,813.67,76.57,125.01,81367.08
02/04/2020, 10:00:00,10.00,204.15,16.33,197.33,-11.16,0.00,814.13,67.89,137.08,81412.67
02/04/2020, 11:00:00,11.00,381.54,108.18,330.02,-9.36,0.00,814.47,61.14,151.17,81447.42
02/04/2020, 12:00:00,12.00,446.41,53.17,417.61,-9.17,0.33,814.27,57.03,167.25,81427.17
02/04/2020, 13:00:00,13.00,361.04,6.64,357.37,-9.57,1.32,813.66,56.19,184.44,81366.42
02/04/2020, 14:00:00,14.00,380.17,37.87,361.42,-9.71,1.86,813.16,58.74,201.24,81315.83
02/04/2020, 15:00:00,15.00,287.09,57.89,259.52,-9.47,0.75,813.01,64.27,216.37,81300.67
02/04/2020, 16:00:00,16.00,224.87,7.36,222.46,-10.15,2.37,813.28,72.09,229.40,81327.92
02/04/2020, 17:00:00,17.00,78.83,5.98,77.70,-11.25,2.39,813.54,81.46,240.61,81354.08
02/04/2020, 18:00:00,18.00,6.13,0.21,6.12,-13.08,1.52,813.68,91.86,250.54,81367.75
02/04/2020, 19:00:00,19.00,0.00,0.00,0.00,-13.47,0.93,813.93,103.12,259.80,81392.67
02/04/2020, 20:00:00,20.00,0.00,0.00,0.00,-13.52,2.08,813.71,114.58,269.09,81371.33
02/04/2020, 21:00:00,21.00,0.00,0.00,0.00,-13.57,2.94,813.38,126.05,279.26,81337.58
02/04/2020, 22:00:00,22.00,0.00,0.00,0.00,-13.22,3.69,812.88,137.13,291.72,81287.50
02/04/2020, 23:00:00,23.00,0.00,0.00,0.00,-12.73,3.68,812.35,147.05,309.00,81235.00
02/05/2020, 00:00:00,0.00,0.00,0.00,0.00,-12.53,4.01,811.57,154.16,334.93,81156.67
02/05/2020, 01:00:00,1.00,0.00,0.00,0.00,-14.62,2.94,810.67,155.78,95.94,81067.00
02/05/2020, 02:00:00,2.00,0.00,0.00,0.00,-15.42,3.84,809.44,151.00,39.61,80944.00
02/05/2020, 03:00:00,3.00,0.00,0.00,0.00,-15.29,3.68,808.59,142.15,60.62,80858.75
02/05/2020, 04:00:00,4.00,0.00,0.00,0.00,-15.18,2.95,808.03,131.49,74.98,80803.42
02/05/2020, 05:00:00,5.00,0.00,0.00,0.00,-14.97,4.07,807.87,120.13,86.03,80786.92
02/05/2020, 06:00:00,6.00,0.00,0.00,0.00,-15.38,3.91,807.77,108.61,95.61,80777.33
02/05/2020, 07:00:00,7.00,0.32,0.00,0.32,-14.52,4.40,807.76,97.24,104.78,80776.42
02/05/2020, 08:00:00,8.00,58.13,382.67,18.84,-15.22,5.31,808.16,86.25,114.30,80815.75
02/05/2020, 09:00:00,9.00,262.80,913.76,45.98,-14.05,6.05,808.32,76.35,124.79,80831.50
02/05/2020, 10:00:00,10.00,425.99,952.41,63.98,-13.98,3.63,808.77,67.65,136.88,80876.50
02/05/2020, 11:00:00,11.00,549.65,956.17,84.03,-10.64,1.17,808.61,60.87,151.02,80860.58
02/05/2020, 12:00:00,12.00,626.79,1005.78,75.24,-7.59,4.37,807.90,56.74,167.16,80789.67
02/05/2020, 13:00:00,13.00,641.77,1016.60,71.62,-6.36,3.19,807.04,55.88,184.44,80704.33
02/05/2020, 14:00:00,14.00,602.87,1020.06,69.04,-4.54,4.14,806.36,58.44,201.31,80636.42
02/05/2020, 15:00:00,15.00,494.77,983.74,63.43,-3.48,3.56,805.97,64.00,216.50,80596.67
02/05/2020, 16:00:00,16.00,336.61,911.99,51.29,-2.39,1.55,805.55,71.84,229.58,80555.25
02/05/2020, 17:00:00,17.00,128.17,549.66,32.07,-4.09,1.67,805.99,81.23,240.81,80599.17
02/05/2020, 18:00:00,18.00,4.41,0.54,4.38,-5.82,3.59,806.22,91.64,250.75,80622.08
02/05/2020, 19:00:00,19.00,0.00,0.00,0.00,-5.50,6.34,806.04,102.92,260.03,80603.75
02/05/2020, 20:00:00,20.00,0.00,0.00,0.00,-4.89,6.37,805.43,114.38,269.34,80543.08
02/05/2020, 21:00:00,21.00,0.00,0.00,0.00,-4.46,5.20,805.48,125.84,279.54,80548.25
02/05/2020, 22:00:00,22.00,0.00,0.00,0.00,-4.29,7.50,805.09,136.91,292.03,80509.17
02/05/2020, 23:00:00,23.00,0.00,0.00,0.00,-3.97,10.39,804.65,146.81,309.31,80464.75
02/06/2020, 00:00:00,0.00,0.00,0.00,0.00,-3.92,9.79,804.27,153.88,335.11,80426.75
02/06/2020, 01:00:00,1.00,0.00,0.00,0.00,-3.89,7.04,803.70,155.49,95.81,80369.75
02/06/2020, 02:00:00,2.00,0.00,0.00,0.00,-3.61,6.39,803.20,150.76,39.26,80320.00
02/06/2020, 03:00:00,3.00,0.00,0.00,0.00,-3.36,6.42,802.85,141.94,60.25,80285.00
02/06/2020, 04:00:00,4.00,0.00,0.00,0.00,-3.38,6.54,802.07,131.31,74.66,80206.83
02/06/2020, 05:00:00,5.00,0.00,0.00,0.00,-3.33,2.71,801.98,119.96,85.74,80197.92
02/06/2020, 06:00:00,6.00,0.00,0.00,0.00,-1.46,4.31,801.37,108.44,95.34,80137.17
02/06/2020, 07:00:00,7.00,0.16,0.00,0.16,-0.75,7.46,801.10,97.06,104.53,80110.25
02/06/2020, 08:00:00,8.00,24.16,1.76,24.02,-0.38,7.64,801.39,86.05,114.06,80139.00
02/06/2020, 09:00:00,9.00,104.96,0.05,104.95,-0.04,8.11,801.56,76.14,124.57,80156.00
02/06/2020, 10:00:00,10.00,189.52,0.71,189.24,0.59,5.16,801.91,67.41,136.69,80191.00
02/06/2020, 11:00:00,11.00,276.77,0.17,276.68,0.91,9.88,801.77,60.59,150.86,80176.92
02/06/2020, 12:00:00,12.00,339.06,2.80,337.52,0.99,11.69,801.37,56.45,167.08,80137.17
