0,Golden,Colorado,-7,39.739,-105.172,0
Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa)
12/16/2019,13:00:00,13.00,488.50,870.87,101.56,-2.10,1.78,816.60,63.65,188.61,81660.00
12/16/2019,14:00:00,14.00,414.41,851.89,79.34,-1.54,1.84,816.47,66.82,203.34,81647.25
12/16/2019,15:00:00,15.00,343.58,830.25,96.28,-0.89,1.83,816.79,72.58,216.66,81678.83
12/16/2019,16:00:00,16.00,169.41,755.28,39.09,-1.71,7.07,817.29,80.32,228.34,81729.17
12/16/2019,17:00:00,17.00,14.08,72.44,8.21,-3.41,4.59,818.11,89.45,238.58,81810.58
12/16/2019,18:00:00,18.00,0.00,0.00,0.00,-4.24,5.82,818.80,99.90,247.79,81880.00
12/16/2019,19:00:00,19.00,0.00,0.00,0.00,-5.08,2.28,819.45,110.87,256.45,81944.67
12/16/2019,20:00:00,20.00,0.00,0.00,0.00,-5.72,2.05,819.72,122.24,265.18,81972.08
12/16/2019,21:00:00,21.00,0.00,0.00,0.00,-5.43,5.06,819.76,133.74,274.85,81976.00
12/16/2019,22:00:00,22.00,0.00,0.00,0.00,-5.30,4.08,820.07,145.03,287.16,82007.33
12/16/2019,23:00:00,23.00,0.00,0.00,0.00,-5.23,6.70,820.05,155.32,306.08,82005.08
12/17/2019,00:00:00,0.00,0.00,0.00,0.00,-5.14,8.34,819.76,162.32,318.87,81976.08
12/17/2019,01:00:00,1.00,0.00,0.00,0.00,-5.07,8.79,819.70,161.83,24.96,81970.42
12/17/2019,02:00:00,2.00,0.00,0.00,0.00,-5.02,8.88,819.89,154.25,56.66,81989.00
12/17/2019,03:00:00,3.00,0.00,0.00,0.00,-4.80,8.75,820.10,143.78,74.49,82010.00
12/17/2019,04:00:00,4.00,0.00,0.00,0.00,-4.46,9.24,819.56,132.44,86.36,81955.58
12/17/2019,05:00:00,5.00,0.00,0.00,0.00,-4.03,8.01,819.05,120.93,95.86,81905.17
12/17/2019,06:00:00,6.00,0.00,0.00,0.00,-3.48,6.60,819.03,109.60,104.55,81902.50
12/17/2019,07:00:00,7.00,0.06,0.00,0.06,-2.66,6.13,819.10,98.69,113.25,81910.25
12/17/2019,08:00:00,8.00,37.86,217.06,21.18,-1.61,6.79,819.64,88.36,122.55,81963.75
12/17/2019,09:00:00,9.00,178.29,606.63,64.12,-0.26,8.45,819.90,79.38,132.94,81989.75
12/17/2019,10:00:00,10.00,321.90,614.19,132.04,1.86,6.68,820.54,71.83,144.80,82054.25
12/17/2019,11:00:00,11.00,452.02,763.72,145.00,3.23,6.54,820.65,66.35,158.30,82064.58
12/17/2019,12:00:00,12.00,491.32,803.74,131.52,5.00,5.93,820.23,63.51,173.14,82022.75
12/17/2019,13:00:00,13.00,473.81,881.20,83.74,5.05,2.73,820.07,63.68,188.48,82007.42
12/17/2019,14:00:00,14.00,430.59,942.11,59.63,5.10,2.15,820.43,66.82,203.21,82042.92
12/17/2019,15:00:00,15.00,310.30,866.20,49.82,4.92,1.72,820.69,72.55,216.55,82068.83
12/17/2019,16:00:00,16.00,157.44,711.37,34.59,5.16,0.64,820.82,80.28,228.23,82081.83
12/17/2019,17:00:00,17.00,13.65,72.64,7.73,3.18,0.95,820.90,89.40,238.48,82090.25
12/17/2019,18:00:00,18.00,0.00,0.00,0.00,2.00,1.10,821.03,99.84,247.68,82102.75
12/17/2019,19:00:00,19.00,0.00,0.00,0.00,1.67,0.91,820.77,110.80,256.35,82077.25
12/17/2019,20:00:00,20.00,0.00,0.00,0.00,1.66,1.66,820.48,122.16,265.07,82048.00
12/17/2019,21:00:00,21.00,0.00,0.00,0.00,2.23,2.42,820.10,133.67,274.72,82010.17
12/17/2019,22:00:00,22.00,0.00,0.00,0.00,3.10,4.19,819.79,144.97,286.98,81979.25
12/17/2019,23:00:00,23.00,0.00,0.00,0.00,4.08,4.86,819.37,155.27,305.82,81937.17
12/18/2019,00:00:00,0.00,0.00,0.00,0.00,3.24,2.65,818.96,162.32,321.49,81895.50
12/18/2019,01:00:00,1.00,0.00,0.00,0.00,2.60,1.46,818.32,161.90,24.66,81831.83
12/18/2019,02:00:00,2.00,0.00,0.00,0.00,3.76,3.63,817.93,154.36,56.53,81792.75
12/18/2019,03:00:00,3.00,0.00,0.00,0.00,5.22,6.97,817.96,143.88,74.43,81796.33
12/18/2019,04:00:00,4.00,0.00,0.00,0.00,5.79,6.67,817.72,132.55,86.31,81771.92
12/18/2019,05:00:00,5.00,0.00,0.00,0.00,6.12,7.10,817.38,121.04,95.82,81737.75
12/18/2019,06:00:00,6.00,0.00,0.00,0.00,6.60,6.81,817.32,109.71,104.51,81731.58
12/18/2019,07:00:00,7.00,0.06,0.00,0.06,6.87,9.19,817.09,98.80,113.20,81709.17
12/18/2019,08:00:00,8.00,29.29,237.27,11.61,6.14,7.38,817.27,88.46,122.49,81727.42
12/18/2019,09:00:00,9.00,178.44,766.13,37.69,7.48,2.33,817.77,79.47,132.86,81776.67
12/18/2019,10:00:00,10.00,329.90,882.85,55.41,10.05,0.84,818.04,71.91,144.71,81803.92
12/18/2019,11:00:00,11.00,457.10,997.06,58.18,11.09,1.65,817.94,66.42,158.19,81793.92
12/18/2019,12:00:00,12.00,506.26,959.64,79.03,10.40,1.89,817.37,63.55,173.03,81737.08
12/18/2019,13:00:00,13.00,483.68,822.51,118.67,10.00,1.68,816.89,63.69,188.35,81689.17
12/18/2019,14:00:00,14.00,386.47,595.51,152.58,10.47,1.37,816.56,66.81,203.08,81655.92
12/18/2019,15:00:00,15.00,284.91,554.37,116.20,10.67,1.44,816.51,72.52,216.43,81650.92
12/18/2019,16:00:00,16.00,135.34,277.74,83.01,10.03,1.43,816.73,80.24,228.12,81672.50
12/18/2019,17:00:00,17.00,12.44,0.66,12.39,8.08,2.05,816.70,89.34,238.38,81670.25
12/18/2019,18:00:00,18.00,0.00,0.00,0.00,5.85,2.80,816.54,99.77,247.59,81654.25
12/18/2019,19:00:00,19.00,0.00,0.00,0.00,4.90,3.03,816.33,110.73,256.26,81632.75
12/18/2019,20:00:00,20.00,0.00,0.00,0.00,4.69,2.26,816.06,122.09,264.97,81606.00
12/18/2019,21:00:00,21.00,0.00,0.00,0.00,4.24,3.15,815.51,133.59,274.61,81550.83
12/18/2019,22:00:00,22.00,0.00,0.00,0.00,3.93,1.57,815.01,144.89,286.83,81501.08
12/18/2019,23:00:00,23.00,0.00,0.00,0.00,4.19,2.38,814.48,155.22,305.58,81448.08
12/19/2019,00:00:00,0.00,0.00,0.00,0.00,4.22,1.73,813.77,162.32,324.11,81376.58
12/19/2019,01:00:00,1.00,0.00,0.00,0.00,3.95,3.03,812.94,161.96,24.35,81294.42
12/19/2019,02:00:00,2.00,0.00,0.00,0.00,4.48,2.91,812.31,154.46,56.38,81231.42
12/19/2019,03:00:00,3.00,0.00,0.00,0.00,4.09,1.71,812.03,143.99,74.34,81202.67
12/19/2019,04:00:00,4.00,0.00,0.00,0.00,2.98,1.58,811.37,132.66,86.26,81137.42
12/19/2019,05:00:00,5.00,0.00,0.00,0.00,3.10,2.02,810.76,121.15,95.77,81075.50
12/19/2019,06:00:00,6.00,0.00,0.00,0.00,3.53,2.33,810.33,109.82,104.46,81033.25
12/19/2019,07:00:00,7.00,0.00,0.00,0.00,4.68,3.54,810.45,98.90,113.15,81045.17
12/19/2019,08:00:00,8.00,13.81,1.43,13.70,5.02,5.04,810.86,88.55,122.43,81086.33
12/19/2019,09:00:00,9.00,101.35,67.20,86.26,6.43,6.42,811.02,79.56,132.79,81101.92
12/19/2019,10:00:00,10.00,242.60,195.37,182.85,6.71,6.07,811.23,71.99,144.61,81123.17
12/19/2019,11:00:00,11.00,311.80,250.98,211.56,4.57,2.35,811.74,66.47,158.09,81173.83
12/19/2019,12:00:00,12.00,400.14,257.98,286.23,5.90,0.76,811.53,63.59,172.90,81153.17
12/19/2019,13:00:00,13.00,429.67,331.23,282.96,7.10,1.52,811.07,63.70,188.23,81107.33
12/19/2019,14:00:00,14.00,335.42,262.84,229.04,7.33,1.69,810.90,66.80,202.96,81089.67
12/19/2019,15:00:00,15.00,170.52,8.48,167.84,6.79,1.98,811.44,72.49,216.31,81144.33
12/19/2019,16:00:00,16.00,93.19,21.75,90.20,5.91,1.80,812.21,80.19,228.01,81221.08
12/19/2019,17:00:00,17.00,13.38,0.42,13.35,4.63,1.87,813.08,89.27,238.28,81308.00
12/19/2019,18:00:00,18.00,0.00,0.00,0.00,4.69,3.53,813.54,99.69,247.50,81354.17
12/19/2019,19:00:00,19.00,0.00,0.00,0.00,4.60,5.02,814.02,110.64,256.17,81401.83
12/19/2019,20:00:00,20.00,0.00,0.00,0.00,4.33,5.87,814.50,122.00,264.88,81449.67
12/19/2019,21:00:00,21.00,0.00,0.00,0.00,4.30,6.24,815.02,133.50,274.50,81501.92
12/19/2019,22:00:00,22.00,0.00,0.00,0.00,4.09,6.02,815.65,144.81,286.69,81564.67
12/19/2019,23:00:00,23.00,0.00,0.00,0.00,3.95,6.05,816.39,155.15,305.34,81638.75
12/20/2019,00:00:00,0.00,0.00,0.00,0.00,3.56,6.56,816.78,162.31,326.74,81677.67
12/20/2019,01:00:00,1.00,0.00,0.00,0.00,2.99,6.01,817.14,162.02,24.03,81714.25
12/20/2019,02:00:00,2.00,0.00,0.00,0.00,2.58,7.39,817.24,154.54,56.22,81723.50
12/20/2019,03:00:00,3.00,0.00,0.00,0.00,2.67,6.70,817.47,144.09,74.25,81746.67
12/20/2019,04:00:00,4.00,0.00,0.00,0.00,2.80,5.53,817.59,132.76,86.19,81759.17
12/20/2019,05:00:00,5.00,0.00,0.00,0.00,2.63,5.23,817.94,121.26,95.72,81793.67
12/20/2019,06:00:00,6.00,0.00,0.00,0.00,2.64,5.74,818.15,109.92,104.40,81815.33
12/20/2019,07:00:00,7.00,0.02,0.00,0.02,2.70,5.58,818.63,99.00,113.09,81862.83
12/20/2019,08:00:00,8.00,25.47,194.48,11.18,2.82,5.29,819.04,88.64,122.36,81904.17
12/20/2019,09:00:00,9.00,173.39,756.63,34.62,4.04,4.33,819.80,79.64,132.71,81980.42
12/20/2019,10:00:00,10.00,326.11,906.47,46.21,6.44,2.41,820.28,72.06,144.52,82027.92
12/20/2019,11:00:00,11.00,436.68,963.49,52.73,7.12,3.58,820.24,66.52,157.97,82024.17
12/20/2019,12:00:00,12.00,490.08,951.69,67.29,7.46,3.90,819.70,63.62,172.78,81969.83
12/20/2019,13:00:00,13.00,482.70,923.73,72.92,8.49,3.69,819.09,63.70,188.09,81908.83
12/20/2019,14:00:00,14.00,424.47,808.93,105.70,9.53,3.15,818.93,66.77,202.84,81892.67
12/20/2019,15:00:00,15.00,312.66,519.43,150.19,10.37,1.81,819.47,72.44,216.18,81947.25
12/20/2019,16:00:00,16.00,97.03,115.86,82.67,9.46,1.06,819.83,80.12,227.92,81983.08
12/20/2019,17:00:00,17.00,19.17,31.24,16.79,8.61,0.83,820.23,89.20,238.19,82023.33
12/20/2019,18:00:00,18.00,0.00,0.00,0.00,7.53,1.43,820.50,99.61,247.41,82050.25
12/20/2019,19:00:00,19.00,0.00,0.00,0.00,7.41,2.15,820.64,110.56,256.09,82064.17
12/20/2019,20:00:00,20.00,0.00,0.00,0.00,7.75,5.40,820.83,121.92,264.79,82082.92
12/20/2019,21:00:00,21.00,0.00,0.00,0.00,7.94,5.31,820.99,133.42,274.39,82098.75
12/20/2019,22:00:00,22.00,0.00,0.00,0.00,8.20,5.67,820.89,144.73,286.55,82089.42
12/20/2019,23:00:00,23.00,0.00,0.00,0.00,8.99,6.65,820.92,155.09,305.13,82092.42
12/21/2019,00:00:00,0.00,0.00,0.00,0.00,8.80,5.72,820.91,162.27,329.37,82091.08
12/21/2019,01:00:00,1.00,0.00,0.00,0.00,9.18,7.21,820.48,162.06,23.69,82048.00
12/21/2019,02:00:00,2.00,0.00,0.00,0.00,9.00,6.10,820.49,154.63,56.04,82049.25
12/21/2019,03:00:00,3.00,0.00,0.00,0.00,8.97,6.04,820.69,144.19,74.15,82068.67
12/21/2019,04:00:00,4.00,0.00,0.00,0.00,8.51,5.78,820.51,132.86,86.11,82050.92
12/21/2019,05:00:00,5.00,0.00,0.00,0.00,8.56,6.63,820.08,121.36,95.65,82007.58
12/21/2019,06:00:00,6.00,0.00,0.00,0.00,8.80,7.51,820.02,110.02,104.34,82002.08
12/21/2019,07:00:00,7.00,0.00,0.00,0.00,8.72,6.55,820.01,99.09,113.03,82001.08
12/21/2019,08:00:00,8.00,49.82,198.40,34.98,8.01,4.89,820.20,88.73,122.29,82019.58
12/21/2019,09:00:00,9.00,209.96,538.70,119.93,9.99,3.10,820.64,79.72,132.63,82063.75
12/21/2019,10:00:00,10.00,411.02,669.85,206.07,12.68,1.57,820.86,72.12,144.42,82085.50
12/21/2019,11:00:00,11.00,468.61,615.95,221.53,13.33,2.04,820.53,66.57,157.86,82052.58
12/21/2019,12:00:00,12.00,499.64,811.27,139.34,13.32,1.85,819.86,63.64,172.65,81985.50
12/21/2019,13:00:00,13.00,499.43,877.11,110.96,15.57,1.96,819.10,63.70,187.97,81909.50
12/21/2019,14:00:00,14.00,437.68,879.60,90.53,16.24,3.05,818.66,66.74,202.72,81865.58
12/21/2019,15:00:00,15.00,315.17,808.15,71.00,16.33,2.39,818.67,72.39,216.08,81867.17
12/21/2019,16:00:00,16.00,152.60,624.23,43.62,15.64,1.66,818.80,80.06,227.82,81880.17
12/21/2019,17:00:00,17.00,15.87,63.53,10.60,13.84,1.33,819.07,89.12,238.11,81907.17
12/21/2019,18:00:00,18.00,0.00,0.00,0.00,10.74,2.88,819.22,99.52,247.34,81922.33
12/21/2019,19:00:00,19.00,0.00,0.00,0.00,9.95,3.44,819.43,110.47,256.01,81943.00
12/21/2019,20:00:00,20.00,0.00,0.00,0.00,9.22,3.98,819.48,121.82,264.71,81947.92
12/21/2019,21:00:00,21.00,0.00,0.00,0.00,9.13,4.12,819.27,133.33,274.30,81926.92
12/21/2019,22:00:00,22.00,0.00,0.00,0.00,9.36,4.22,818.99,144.63,286.42,81899.33
12/21/2019,23:00:00,23.00,0.00,0.00,0.00,9.24,4.69,818.75,155.01,304.91,81875.42
12/22/2019,00:00:00,0.00,0.00,0.00,0.00,10.76,4.38,818.48,162.25,332.01,81847.75
12/22/2019,01:00:00,1.00,0.00,0.00,0.00,11.73,5.74,818.20,162.11,23.35,81820.42
12/22/2019,02:00:00,2.00,0.00,0.00,0.00,12.85,4.66,818.03,154.71,55.85,81803.17
12/22/2019,03:00:00,3.00,0.00,0.00,0.00,13.04,3.20,818.14,144.28,74.04,81814.42
12/22/2019,04:00:00,4.00,0.00,0.00,0.00,13.44,4.96,817.68,132.96,86.03,81767.83
12/22/2019,05:00:00,5.00,0.00,0.00,0.00,12.05,4.33,817.43,121.45,95.57,81742.50
12/22/2019,06:00:00,6.00,0.00,0.00,0.00,11.91,4.09,817.37,110.11,104.27,81736.83
12/22/2019,07:00:00,7.00,0.00,0.00,0.00,12.33,4.11,817.42,99.19,112.94,81742.17
12/22/2019,08:00:00,8.00,17.32,2.99,17.08,12.21,4.43,817.28,88.81,122.21,81728.33
12/22/2019,09:00:00,9.00,115.44,27.38,109.43,11.70,1.83,817.64,79.78,132.53,81764.33
12/22/2019,10:00:00,10.00,297.17,286.14,210.51,13.90,1.92,817.89,72.17,144.31,81788.83
12/22/2019,11:00:00,11.00,417.58,339.09,283.85,16.30,1.53,817.66,66.60,157.74,81766.25
12/22/2019,12:00:00,12.00,493.71,445.41,296.83,18.21,1.42,816.97,63.65,172.52,81697.08
12/22/2019,13:00:00,13.00,551.45,599.30,286.32,18.19,1.95,816.21,63.68,187.84,81621.08
12/22/2019,14:00:00,14.00,325.68,203.15,242.07,17.31,1.95,815.71,66.71,202.60,81571.42
12/22/2019,15:00:00,15.00,189.40,61.81,171.29,16.60,1.39,815.68,72.33,215.97,81568.25
12/22/2019,16:00:00,16.00,76.19,6.82,74.60,15.55,0.91,815.77,79.99,227.73,81576.50
12/22/2019,17:00:00,17.00,10.50,0.25,10.48,13.84,2.11,815.87,89.05,238.03,81586.67
12/22/2019,18:00:00,18.00,0.00,0.00,0.00,11.96,1.62,815.87,99.44,247.27,81587.17
12/22/2019,19:00:00,19.00,0.00,0.00,0.00,12.14,3.28,815.90,110.38,255.94,81590.00
12/22/2019,20:00:00,20.00,0.00,0.00,0.00,12.01,3.55,815.90,121.72,264.64,81590.08
12/22/2019,21:00:00,21.00,0.00,0.00,0.00,11.28,4.59,815.48,133.23,274.22,81547.83
12/22/2019,22:00:00,22.00,0.00,0.00,0.00,10.79,4.15,815.20,144.55,286.31,81520.33
12/22/2019,23:00:00,23.00,0.00,0.00,0.00,10.75,4.33,814.98,154.93,304.73,81498.00
12/23/2019,00:00:00,0.00,0.00,0.00,0.00,10.57,4.45,814.57,162.20,334.67,81456.75
12/23/2019,01:00:00,1.00,0.00,0.00,0.00,10.17,4.56,814.07,162.14,22.99,81407.42
12/23/2019,02:00:00,2.00,0.00,0.00,0.00,10.08,4.35,814.02,154.78,55.64,81402.42
12/23/2019,03:00:00,3.00,0.00,0.00,0.00,10.34,4.47,814.08,144.37,73.91,81407.83
12/23/2019,04:00:00,4.00,0.00,0.00,0.00,10.37,4.19,813.95,133.05,85.94,81394.67
12/23/2019,05:00:00,5.00,0.00,0.00,0.00,10.22,2.62,813.95,121.54,95.50,81394.58
12/23/2019,06:00:00,6.00,0.00,0.00,0.00,9.40,3.44,813.87,110.20,104.19,81386.58
12/23/2019,07:00:00,7.00,0.00,0.00,0.00,9.64,3.77,813.92,99.27,112.87,81391.92
12/23/2019,08:00:00,8.00,8.11,0.97,8.04,9.93,4.20,813.74,88.89,122.12,81374.08
12/23/2019,09:00:00,9.00,65.80,0.15,65.78,10.41,3.61,813.99,79.85,132.44,81399.17
12/23/2019,10:00:00,10.00,136.86,5.27,135.19,11.19,3.86,813.94,72.22,144.20,81393.75
12/23/2019,11:00:00,11.00,218.93,4.02,217.38,13.09,2.25,813.95,66.63,157.62,81395.33
12/23/2019,12:00:00,12.00,226.16,0.78,225.81,12.53,0.72,813.10,63.65,172.40,81309.58
12/23/2019,13:00:00,13.00,378.83,212.98,285.33,13.95,0.92,812.17,63.66,187.72,81216.83
12/23/2019,14:00:00,14.00,322.55,208.84,237.36,14.59,1.09,811.44,66.66,202.48,81143.67
12/23/2019,15:00:00,15.00,235.28,107.34,202.49,14.52,0.82,811.20,72.27,215.89,81120.42
12/23/2019,16:00:00,16.00,93.58,0.09,93.56,12.26,2.23,811.26,79.91,227.65,81126.33
12/23/2019,17:00:00,17.00,10.34,0.48,10.31,9.94,2.48,811.71,88.96,237.96,81171.00
12/23/2019,18:00:00,18.00,0.00,0.00,0.00,9.80,2.30,811.81,99.34,247.21,81180.75
12/23/2019,19:00:00,19.00,0.00,0.00,0.00,8.81,2.41,812.05,110.28,255.88,81204.58
12/23/2019,20:00:00,20.00,0.00,0.00,0.00,8.73,2.31,811.98,121.62,264.58,81198.25
12/23/2019,21:00:00,21.00,0.00,0.00,0.00,8.03,2.66,811.57,133.13,274.15,81157.17
