,Date,HOUR-MST,Avg Global Horizontal [W/m^2],Direct (beam) normal Irradiance (W/m2),Diffuse horizontal irradiance (W/m2),Dry bulb temperature (deg. C),Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),hour,date2
490,2019/10/21,11,648.2845,901.4864,113.0445,6.9775,11.39,812.1942,53.5732,156.84,81219.42, 11:00:00,2019/10/21 11:00:00
491,2019/10/21,12,699.2952,832.9253,173.0684,7.5242,11.6308,812.6342,50.79600000000001,175.1517,81263.42, 12:00:00,2019/10/21 12:00:00
492,2019/10/21,13,654.8335,695.7722,222.456,7.9392,9.3442,812.9492,51.7295,193.985,81294.92, 13:00:00,2019/10/21 13:00:00
493,2019/10/21,14,346.2332,93.2743,295.1416,7.5258,7.9017,813.1783,56.1867,211.3567,81317.83, 14:00:00,2019/10/21 14:00:00
494,2019/10/21,15,380.9344,594.0837,123.5652,7.3983,7.1567,813.8583,63.4133,226.23,81385.83, 15:00:00,2019/10/21 15:00:00
495,2019/10/21,16,259.8643,631.4622,60.5103,7.61,5.415,814.6425,72.5437,238.7267,81464.25, 16:00:00,2019/10/21 16:00:00
496,2019/10/21,17,74.2707,261.4899,28.6173,6.2017,6.4475,815.115,82.8363,249.4633,81511.5, 17:00:00,2019/10/21 17:00:00
497,2019/10/21,18,1.3284,0.0,1.3284,5.0608,6.3025,816.1333,93.9083,259.1867,81613.33, 18:00:00,2019/10/21 18:00:00
498,2019/10/21,19,0.0,0.0,0.0,3.7592,5.0217,817.1442,105.48,268.62,81714.42, 19:00:00,2019/10/21 19:00:00
499,2019/10/21,20,0.0,0.0,0.0,3.9808,4.7267,817.4117,116.9817,278.5517,81741.17, 20:00:00,2019/10/21 20:00:00
500,2019/10/21,21,0.0,0.0,0.0,4.0108,4.0958,817.8192,128.1467,290.0383,81781.92, 21:00:00,2019/10/21 21:00:00
501,2019/10/21,22,0.0,0.0,0.0,5.0925,7.4167,818.0558,138.3733,304.7467,81805.58, 22:00:00,2019/10/21 22:00:00
502,2019/10/21,23,0.0,0.0,0.0,4.955,7.3058,818.3075,146.5533,325.0817,81830.75, 23:00:00,2019/10/21 23:00:00
503,2019/10/22,0,0.0,0.0,0.0,4.8542,6.7183,818.3358,150.7733,265.3646,81833.58, 0:00:00,2019/10/22 0:00:00
504,2019/10/22,1,0.0,0.0,0.0,4.4625,5.14,818.4617,149.355,21.8174,81846.17, 1:00:00,2019/10/22 1:00:00
505,2019/10/22,2,0.0,0.0,0.0,4.6583,6.4142,818.4267,142.9367,45.8293,81842.67, 2:00:00,2019/10/22 2:00:00
506,2019/10/22,3,0.0,0.0,0.0,4.495,4.0375,818.5017,133.575,63.0993,81850.17, 3:00:00,2019/10/22 3:00:00
507,2019/10/22,4,0.0,0.0,0.0,4.6392,3.0725,818.0833,122.8,75.985,81808.33, 4:00:00,2019/10/22 4:00:00
508,2019/10/22,5,0.0,0.0,0.0,5.1783,3.9025,818.0217,111.435,86.57,81802.17, 5:00:00,2019/10/22 5:00:00
509,2019/10/22,6,0.0,0.0,0.0,5.4883,4.1542,817.6858,99.92,96.1583,81768.58, 6:00:00,2019/10/22 6:00:00
510,2019/10/22,7,26.1533,193.4394,10.0919,5.0233,1.5833,817.8692,88.465,105.6617,81786.92, 7:00:00,2019/10/22 7:00:00
511,2019/10/22,8,187.5384,713.5357,34.2706,6.4808,1.1208,818.2175,77.8395,115.81,81821.75, 8:00:00,2019/10/22 8:00:00
512,2019/10/22,9,365.9985,853.9798,46.1466,8.9092,1.9208,818.4317,68.0695,127.325,81843.17, 9:00:00,2019/10/22 9:00:00
513,2019/10/22,10,514.7714,921.2409,51.5848,11.2608,4.5542,817.9717,59.8223,140.9133,81797.17, 10:00:00,2019/10/22 10:00:00
514,2019/10/22,11,613.5785,949.7289999999999,54.0115,12.6142,5.7767,817.3233,53.8965,157.0233,81732.33, 11:00:00,2019/10/22 11:00:00
515,2019/10/22,12,655.6692,955.3446,56.3497,13.5808,5.3667,816.5667,51.1462,175.2267,81656.67, 12:00:00,2019/10/22 12:00:00
516,2019/10/22,13,551.7518,744.4028,92.6315,14.3308,6.085,815.2917,52.0827,193.95,81529.17, 13:00:00,2019/10/22 13:00:00
517,2019/10/22,14,574.914,704.8846,181.4106,14.9158,7.3733,814.1392,56.5248,211.2217,81413.92, 14:00:00,2019/10/22 14:00:00
518,2019/10/22,15,615.8518,843.2865,245.6122,15.2958,10.2583,813.4758,63.7258,226.0467,81347.58, 15:00:00,2019/10/22 15:00:00
519,2019/10/22,16,399.8554,741.4644,177.1873,15.1175,9.3333,813.7067,72.8302,238.5033,81370.67, 16:00:00,2019/10/22 16:00:00
520,2019/10/22,17,123.0746,171.8835,100.2242,13.8992,10.8517,813.25,83.1005,249.2267,81325.0, 17:00:00,2019/10/22 17:00:00
521,2019/10/22,18,3.4983,0.0,3.4983,12.9567,9.7975,813.7317,94.1733,258.94,81373.17, 18:00:00,2019/10/22 18:00:00
522,2019/10/22,19,0.0,0.0,0.0,12.3142,7.6217,814.07,105.7267,268.3533,81407.0, 19:00:00,2019/10/22 19:00:00
523,2019/10/22,20,0.0,0.0,0.0,12.1433,7.3308,813.0367,117.2367,278.27,81303.67, 20:00:00,2019/10/22 20:00:00
524,2019/10/22,21,0.0,0.0,0.0,12.425,3.165,813.17,128.4117,289.7383,81317.0, 21:00:00,2019/10/22 21:00:00
525,2019/10/22,22,0.0,0.0,0.0,12.2958,3.625,812.4025,138.665,304.4467,81240.25, 22:00:00,2019/10/22 22:00:00
526,2019/10/22,23,0.0,0.0,0.0,12.4367,2.5592,812.4392,146.8833,324.85,81243.92, 23:00:00,2019/10/22 23:00:00
527,2019/10/23,0,0.0,0.0,0.0,12.4408,5.5525,812.3042,151.1283,262.3735,81230.42, 0:00:00,2019/10/23 0:00:00
528,2019/10/23,1,0.0,0.0,0.0,12.1858,4.8917,812.4225,149.68,22.0841,81242.25, 1:00:00,2019/10/23 1:00:00
529,2019/10/23,2,0.0,0.0,0.0,12.1217,5.4008,812.0392,143.205,46.2088,81203.92, 2:00:00,2019/10/23 2:00:00
530,2019/10/23,3,0.0,0.0,0.0,11.6367,2.5258,812.1092,133.8017,63.4753,81210.92, 3:00:00,2019/10/23 3:00:00
531,2019/10/23,4,0.0,0.0,0.0,11.8292,5.0858,812.5442,123.005,76.334,81254.42, 4:00:00,2019/10/23 4:00:00
532,2019/10/23,5,0.0,0.0,0.0,11.0725,4.2858,813.3917,111.625,86.89,81339.17, 5:00:00,2019/10/23 5:00:00
533,2019/10/23,6,0.0,0.0,0.0,7.4833,3.42,814.8167,100.1133,96.4633,81481.67, 6:00:00,2019/10/23 6:00:00
534,2019/10/23,7,9.651,1.9836,9.4848,1.6208,3.7292,816.1192,88.675,105.9517,81611.92, 7:00:00,2019/10/23 7:00:00
535,2019/10/23,8,140.4689,195.7017,92.0841,2.0808,2.8192,816.7567,78.0625,116.09,81675.67, 8:00:00,2019/10/23 8:00:00
536,2019/10/23,9,368.577,801.9201,71.3621,4.2,2.2517,816.6925,68.322,127.5933,81669.25, 9:00:00,2019/10/23 9:00:00
537,2019/10/23,10,512.3289,855.0882,86.88600000000001,6.5375,2.2975,815.8583,60.1102,141.1533,81585.83, 10:00:00,2019/10/23 10:00:00
538,2019/10/23,11,628.4866,795.5699,164.6798,7.5917,4.275,815.6033,54.2197,157.1883,81560.33, 11:00:00,2019/10/23 11:00:00
539,2019/10/23,12,695.3885,807.5092,192.4754,8.2308,3.9317,815.6042,51.4923,175.305,81560.42, 12:00:00,2019/10/23 12:00:00
540,2019/10/23,13,470.9073,369.0669,242.8116,8.3783,3.52,815.7075,52.4338,193.8983,81570.75, 13:00:00,2019/10/23 13:00:00
541,2019/10/23,14,113.7109,0.044000000000000004,113.6858,4.275,4.0017,816.25,56.8582,211.0917,81625.0, 14:00:00,2019/10/23 14:00:00
542,2019/10/23,15,50.3927,0.1624,50.3239,3.725,2.5333,816.9683,64.0345,225.8567,81696.83, 15:00:00,2019/10/23 15:00:00
543,2019/10/23,16,16.2027,0.3127,16.1204,2.0733,1.3683,817.9117,73.1135,238.2767,81791.17, 16:00:00,2019/10/23 16:00:00
544,2019/10/23,17,4.246,1.9581,4.0941,1.335,3.5158,818.8075,83.3593,248.99,81880.75, 17:00:00,2019/10/23 17:00:00
545,2019/10/23,18,0.0619,1.4034,0.0434,-0.1292,5.4058,820.4283,94.4267,258.6883,82042.83, 18:00:00,2019/10/23 18:00:00
546,2019/10/23,19,0.0,0.0,0.0,-0.745,4.1692,821.34,105.975,268.09,82134.0, 19:00:00,2019/10/23 19:00:00
547,2019/10/23,20,0.0,0.0,0.0,-1.1383,2.3075,822.1967,117.48,277.9867,82219.67, 20:00:00,2019/10/23 20:00:00
548,2019/10/23,21,0.0,0.0,0.0,-1.4483,2.8525,822.4783,128.6733,289.4417,82247.83, 21:00:00,2019/10/23 21:00:00
549,2019/10/23,22,0.0,0.0,0.0,-1.5883,2.4167,823.0725,138.9567,304.145,82307.25, 22:00:00,2019/10/23 22:00:00
550,2019/10/23,23,0.0,0.0,0.0,-1.77,11.2333,823.3558,147.2167,324.6183,82335.58, 23:00:00,2019/10/23 23:00:00
551,2019/10/24,0,0.0,0.0,0.0,-2.4575,8.9192,823.6033,151.4717,262.3593,82360.33, 0:00:00,2019/10/24 0:00:00
552,2019/10/24,1,0.0,0.0,0.0,-2.8392,5.3133,824.2358,150.005,22.351,82423.58, 1:00:00,2019/10/24 1:00:00
553,2019/10/24,2,0.0,0.0,0.0,-2.9817,4.6267,824.28,143.4767,46.5848,82428.0, 2:00:00,2019/10/24 2:00:00
554,2019/10/24,3,0.0,0.0,0.0,-3.2692,9.0058,824.1533,134.0267,63.8502,82415.33, 3:00:00,2019/10/24 3:00:00
555,2019/10/24,4,0.0,0.0,0.0,-3.4392,0.0,824.1083,123.205,76.678,82410.83, 4:00:00,2019/10/24 4:00:00
556,2019/10/24,5,0.0,0.0,0.0,-3.4125,0.0,824.4833,111.815,87.2067,82448.33, 5:00:00,2019/10/24 5:00:00
557,2019/10/24,6,0.0,0.0,0.0,-3.2,0.0,824.8458,100.3083,96.76,82484.58, 6:00:00,2019/10/24 6:00:00
558,2019/10/24,7,25.4253,93.565,17.5212,-3.4567,0.0,824.9325,88.88,106.2333,82493.25, 7:00:00,2019/10/24 7:00:00
559,2019/10/24,8,224.9218,411.0991,138.5362,-1.7092,0.0,825.2317,78.286,116.365,82523.17, 8:00:00,2019/10/24 8:00:00
560,2019/10/24,9,337.2869,605.2929,113.958,0.9425,0.7058,825.7542,68.5738,127.8467,82575.42, 9:00:00,2019/10/24 9:00:00
561,2019/10/24,10,478.4444,778.8827,93.0662,0.9367,0.7017,825.6975,60.396,141.3817,82569.75, 10:00:00,2019/10/24 10:00:00
562,2019/10/24,11,575.8287,853.5543,80.5079,1.3908,1.0792,825.0792,54.5408,157.37,82507.92, 11:00:00,2019/10/24 11:00:00
563,2019/10/24,12,631.9226,885.9261,84.4945,1.8633,1.4583,824.4075,51.8365,175.3733,82440.75, 12:00:00,2019/10/24 12:00:00
564,2019/10/24,13,635.1295,886.9185,98.7238,2.6783,1.4125,823.6425,52.7793,193.8717,82364.25, 13:00:00,2019/10/24 13:00:00
565,2019/10/24,14,560.305,892.5374,76.8828,2.665,1.7483,822.7833,57.1892,210.9633,82278.33, 14:00:00,2019/10/24 14:00:00
566,2019/10/24,15,439.9801,864.4163,65.3901,2.225,2.2117,822.1783,64.34,225.67,82217.83, 15:00:00,2019/10/24 15:00:00
567,2019/10/24,16,273.2458,774.6458,50.452,2.1883,2.2075,821.9108,73.3927,238.06,82191.08, 16:00:00,2019/10/24 16:00:00
568,2019/10/24,17,84.587,415.0469,25.241999999999997,1.255,2.8833,821.5208,83.615,248.7533,82152.08, 17:00:00,2019/10/24 17:00:00
569,2019/10/24,18,0.9620000000000001,0.0,0.9620000000000001,0.4325,2.9092,821.8717,94.68,258.4367,82187.17, 18:00:00,2019/10/24 18:00:00
570,2019/10/24,19,0.0,0.0,0.0,0.13,3.6025,822.63,106.2117,267.0783,82263.0, 19:00:00,2019/10/24 19:00:00
571,2019/10/24,20,0.0,0.0,0.0,-0.5908,2.0675,822.8525,117.7233,277.7067,82285.25, 20:00:00,2019/10/24 20:00:00
572,2019/10/24,21,0.0,0.0,0.0,-0.5958,3.4792,822.9617,128.9283,289.135,82296.17, 21:00:00,2019/10/24 21:00:00
573,2019/10/24,22,0.0,0.0,0.0,-0.3833,4.0717,822.9367,139.24,303.8367,82293.67, 22:00:00,2019/10/24 22:00:00
574,2019/10/24,23,0.0,0.0,0.0,0.0892,4.0208,822.715,147.5317,324.3767,82271.5, 23:00:00,2019/10/24 23:00:00
575,2019/10/25,0,0.0,0.0,0.0,0.28,2.5358,822.7125,151.8233,262.3506,82271.25, 0:00:00,2019/10/25 0:00:00
576,2019/10/25,1,0.0,0.0,0.0,1.0708,2.2983,822.3783,150.3233,22.614,82237.83, 1:00:00,2019/10/25 1:00:00
577,2019/10/25,2,0.0,0.0,0.0,1.0367,2.4342,822.2333,143.74,46.9592,82223.33, 2:00:00,2019/10/25 2:00:00
578,2019/10/25,3,0.0,0.0,0.0,1.6108,2.0183,822.0583,134.2483,64.2213,82205.83, 3:00:00,2019/10/25 3:00:00
579,2019/10/25,4,0.0,0.0,0.0,1.0375,1.7125,822.21,123.4017,77.0187,82221.0, 4:00:00,2019/10/25 4:00:00
580,2019/10/25,5,0.0,0.0,0.0,2.21,3.1,822.2158,112.0067,87.5217,82221.58, 5:00:00,2019/10/25 5:00:00
581,2019/10/25,6,0.0007,0.0,0.0007,3.8767,3.7642,822.0717,100.5017,97.0533,82207.17, 6:00:00,2019/10/25 6:00:00
582,2019/10/25,7,23.6964,167.736,10.9282,4.7475,2.4158,822.1808,89.0817,106.5183,82218.08, 7:00:00,2019/10/25 7:00:00
583,2019/10/25,8,177.7469,706.2624,34.0498,6.0783,1.19,822.4767,78.5068,116.6333,82247.67, 8:00:00,2019/10/25 8:00:00
584,2019/10/25,9,352.1468,845.0863,46.1706,8.4908,0.7958,822.6925,68.827,128.105,82269.25, 9:00:00,2019/10/25 9:00:00
585,2019/10/25,10,496.3701,905.6539,52.8258,9.3308,1.0475,822.3267,60.6832,141.6067,82232.67, 10:00:00,2019/10/25 10:00:00
586,2019/10/25,11,593.7459,933.1110000000001,56.7447,11.0642,1.045,821.7833,54.8605,157.5217,82178.33, 11:00:00,2019/10/25 11:00:00
587,2019/10/25,12,635.7934,942.7914,57.67100000000001,11.82,1.28,821.1733,52.1787,175.435,82117.33, 12:00:00,2019/10/25 12:00:00
588,2019/10/25,13,622.5265,945.7329,55.0331,14.2608,1.4592,820.3358,53.123999999999995,193.8133,82033.58, 13:00:00,2019/10/25 13:00:00
589,2019/10/25,14,551.8806,931.0129,51.8992,14.7308,1.8517,819.19,57.5158,210.8317,81919.0, 14:00:00,2019/10/25 14:00:00
590,2019/10/25,15,429.365,892.8921,46.6808,14.8825,1.7542,818.6467,64.6412,225.485,81864.67, 15:00:00,2019/10/25 15:00:00
591,2019/10/25,16,267.2985,812.352,37.6382,15.1142,1.5167,818.3133,73.6687,237.845,81831.33, 16:00:00,2019/10/25 16:00:00
592,2019/10/25,17,80.9604,438.2167,19.6693,14.0033,1.635,817.7525,83.8627,248.52,81775.25, 17:00:00,2019/10/25 17:00:00
593,2019/10/25,18,0.7914,0.0,0.7914,10.2142,2.6108,817.2775,94.9283,258.1917,81727.75, 18:00:00,2019/10/25 18:00:00
594,2019/10/25,19,0.0,0.0,0.0,9.5125,3.0867,816.8192,106.4517,267.565,81681.92, 19:00:00,2019/10/25 19:00:00
595,2019/10/25,20,0.0,0.0,0.0,9.6333,3.2233,816.2958,117.9633,277.42,81629.58, 20:00:00,2019/10/25 20:00:00
596,2019/10/25,21,0.0,0.0,0.0,10.8333,4.0017,815.6025,129.1817,288.8283,81560.25, 21:00:00,2019/10/25 21:00:00
597,2019/10/25,22,0.0,0.0,0.0,12.095,5.705,815.0308,139.5183,303.52,81503.08, 22:00:00,2019/10/25 22:00:00
598,2019/10/25,23,0.0,0.0,0.0,11.4142,3.775,814.4558,147.8417,324.135,81445.58, 23:00:00,2019/10/25 23:00:00
599,2019/10/26,0,0.0,0.0,0.0,10.7008,2.7458,813.775,152.1583,259.3343,81377.5, 0:00:00,2019/10/26 0:00:00
600,2019/10/26,1,0.0,0.0,0.0,10.905,5.0225,813.1308,150.635,22.8753,81313.08, 1:00:00,2019/10/26 1:00:00
601,2019/10/26,2,0.0,0.0,0.0,11.5492,5.3542,812.5433,144.0067,47.3322,81254.33, 2:00:00,2019/10/26 2:00:00
602,2019/10/26,3,0.0,0.0,0.0,13.3167,7.41,811.3825,134.475,64.589,81138.25, 3:00:00,2019/10/26 3:00:00
603,2019/10/26,4,0.0,0.0,0.0,13.5817,2.8542,811.3042,123.6033,77.3572,81130.42, 4:00:00,2019/10/26 4:00:00
604,2019/10/26,5,0.0,0.0,0.0,13.6925,3.9992,810.6392,112.1983,88.5767,81063.92, 5:00:00,2019/10/26 5:00:00
605,2019/10/26,6,0.0,0.0,0.0,13.5883,4.5292,809.8983,100.695,97.3433,80989.83, 6:00:00,2019/10/26 6:00:00
606,2019/10/26,7,32.8658,164.6778,20.6692,12.4567,1.505,809.5183,89.2917,106.795,80951.83, 7:00:00,2019/10/26 7:00:00
607,2019/10/26,8,230.3326,720.8999,86.1402,14.5617,2.5808,809.2375,78.7328,116.8983,80923.75, 8:00:00,2019/10/26 8:00:00
608,2019/10/26,9,364.5908,412.9754,230.0767,14.775,1.43,809.1483,69.0792,128.3533,80914.83, 9:00:00,2019/10/26 9:00:00
609,2019/10/26,10,225.7095,78.5973,190.255,14.1175,1.2183,809.2158,60.9685,141.8233,80921.58, 10:00:00,2019/10/26 10:00:00
610,2019/10/26,11,475.5039,614.9942,117.4126,15.2425,1.285,808.93,55.1782,157.6733,80893.0, 11:00:00,2019/10/26 11:00:00
611,2019/10/26,12,638.4547,953.2327,58.3988,18.1433,1.4392,808.2242,52.5177,175.495,80822.42, 12:00:00,2019/10/26 12:00:00
612,2019/10/26,13,620.7428,949.8158,55.3096,19.31,1.7175,807.0433,53.4642,193.7783,80704.33, 13:00:00,2019/10/26 13:00:00
613,2019/10/26,14,549.8553,933.1942,53.097,19.9658,1.97,806.18,57.8385,210.695,80618.0, 14:00:00,2019/10/26 14:00:00
614,2019/10/26,15,425.4326,885.2967,50.1088,20.2092,2.0467,805.9775,64.9377,225.295,80597.75, 15:00:00,2019/10/26 15:00:00
615,2019/10/26,16,262.6065,797.7324,40.5611,20.205,1.8625,805.8867,73.9403,237.63,80588.67, 16:00:00,2019/10/26 16:00:00
616,2019/10/26,17,77.2181,408.0468,20.9482,19.0483,1.7633,805.7742,84.1123,248.285,80577.42, 17:00:00,2019/10/26 17:00:00
617,2019/10/26,18,0.7687,0.0,0.7687,13.9258,4.4525,807.3217,95.1717,257.945,80732.17, 18:00:00,2019/10/26 18:00:00
618,2019/10/26,19,0.0,0.0,0.0,7.1342,4.0375,809.6858,106.6833,267.3017,80968.58, 19:00:00,2019/10/26 19:00:00
619,2019/10/26,20,0.0,0.0,0.0,4.5117,3.265,811.0325,118.1917,277.14,81103.25, 20:00:00,2019/10/26 20:00:00
620,2019/10/26,21,0.0,0.0,0.0,2.8108,3.0892,811.9683,129.4283,288.5217,81196.83, 21:00:00,2019/10/26 21:00:00
621,2019/10/26,22,0.0,0.0,0.0,1.5942,2.39,812.1558,139.7933,303.1967,81215.58, 22:00:00,2019/10/26 22:00:00
622,2019/10/26,23,0.0,0.0,0.0,1.0658,2.45,812.3692,148.1683,323.88,81236.92, 23:00:00,2019/10/26 23:00:00
623,2019/10/27,0,0.0,0.0,0.0,-0.8692,5.3067,812.5383,152.4967,259.3134,81253.83, 0:00:00,2019/10/27 0:00:00
624,2019/10/27,1,0.0,0.0,0.0,-2.25,6.6333,812.7525,150.9517,23.1338,81275.25, 1:00:00,2019/10/27 1:00:00
625,2019/10/27,2,0.0,0.0,0.0,-3.0583,8.4558,813.2825,144.2667,47.7025,81328.25, 2:00:00,2019/10/27 2:00:00
626,2019/10/27,3,0.0,0.0,0.0,-3.6675,6.7958,813.3958,134.695,64.9537,81339.58, 3:00:00,2019/10/27 3:00:00
627,2019/10/27,4,0.0,0.0,0.0,-3.915,6.0125,813.6567,123.8017,77.692,81365.67, 4:00:00,2019/10/27 4:00:00
628,2019/10/27,5,0.0,0.0,0.0,-4.5475,6.6683,814.1825,112.3917,88.1333,81418.25, 5:00:00,2019/10/27 5:00:00
629,2019/10/27,6,0.0,0.0,0.0,-4.7992,9.3567,814.4333,100.8917,97.6283,81443.33, 6:00:00,2019/10/27 6:00:00
630,2019/10/27,7,4.3559,1.2356,4.2762,-5.9617,13.47,814.88,89.4983,107.065,81488.0, 7:00:00,2019/10/27 7:00:00
631,2019/10/27,8,41.6089,0.428,41.5416,-6.79,12.1975,815.6075,78.956,117.155,81560.75, 8:00:00,2019/10/27 8:00:00
632,2019/10/27,9,95.8954,0.1057,95.85799999999999,-6.6067,14.0342,816.0392,69.3315,128.5983,81603.92, 9:00:00,2019/10/27 9:00:00
633,2019/10/27,10,151.124,0.0092,151.1198,-6.3642,14.3608,816.1817,61.2528,142.03,81618.17, 10:00:00,2019/10/27 10:00:00
634,2019/10/27,11,170.8325,0.0702,170.7923,-6.1925,15.615,816.0583,55.4938,157.8283,81605.83, 11:00:00,2019/10/27 11:00:00
635,2019/10/27,12,164.4226,0.0008,164.4222,-5.935,16.0575,815.5367,52.853,175.5483,81553.67, 12:00:00,2019/10/27 12:00:00
636,2019/10/27,13,103.1611,0.0043,103.1585,-5.88,13.9475,814.8558,53.7995,193.71,81485.58, 13:00:00,2019/10/27 13:00:00
637,2019/10/27,14,76.2892,0.0058,76.2861,-5.8892,11.1275,814.415,58.1578,210.5617,81441.5, 14:00:00,2019/10/27 14:00:00
638,2019/10/27,15,60.3137,0.0189,60.3064,-5.6633,11.815,814.575,65.2305,225.1067,81457.5, 15:00:00,2019/10/27 15:00:00
639,2019/10/27,16,17.8836,0.4117,17.7781,-5.8892,16.0592,814.7617,74.2063,237.4167,81476.17, 16:00:00,2019/10/27 16:00:00
640,2019/10/27,17,5.5379,1.7189,5.4242,-5.9417,17.4833,814.7808,84.3495,248.05,81478.08, 17:00:00,2019/10/27 17:00:00
641,2019/10/27,18,0.0302,0.0,0.0302,-7.0367,9.8308,815.3333,95.4133,257.7,81533.33, 18:00:00,2019/10/27 18:00:00
642,2019/10/27,19,0.0,0.0,0.0,-8.1425,9.2842,815.8733,106.9067,267.035,81587.33, 19:00:00,2019/10/27 19:00:00
643,2019/10/27,20,0.0,0.0,0.0,-8.705,10.8,816.3208,118.4233,276.8467,81632.08, 20:00:00,2019/10/27 20:00:00
644,2019/10/27,21,0.0,0.0,0.0,-9.0333,11.285,816.5092,129.6667,288.2117,81650.92, 21:00:00,2019/10/27 21:00:00
645,2019/10/27,22,0.0,0.0,0.0,-9.2592,13.0125,816.5158,140.0583,302.8783,81651.58, 22:00:00,2019/10/27 22:00:00
646,2019/10/27,23,0.0,0.0,0.0,-9.4242,12.6025,816.555,148.475,323.6217,81655.5, 23:00:00,2019/10/27 23:00:00
647,2019/10/28,0,0.0,0.0,0.0,-9.4867,12.415,816.4042,152.8367,259.2896,81640.42, 0:00:00,2019/10/28 0:00:00
648,2019/10/28,1,0.0,0.0,0.0,-9.5683,11.8275,815.9467,151.26,23.3888,81594.67, 1:00:00,2019/10/28 1:00:00
649,2019/10/28,2,0.0,0.0,0.0,-9.675,11.7258,815.4017,144.525,48.0692,81540.17, 2:00:00,2019/10/28 2:00:00
650,2019/10/28,3,0.0,0.0,0.0,-9.6592,11.1583,814.7367,134.9167,65.3147,81473.67, 3:00:00,2019/10/28 3:00:00
651,2019/10/28,4,0.0,0.0,0.0,-9.8233,4.01,814.145,124.0033,78.0165,81414.5, 4:00:00,2019/10/28 4:00:00
652,2019/10/28,5,0.0,0.0,0.0,-9.8717,9.3642,813.48,112.58,88.4383,81348.0, 5:00:00,2019/10/28 5:00:00
653,2019/10/28,6,0.0,0.0,0.0,-9.8,12.7275,813.11,101.0833,97.9117,81311.0, 6:00:00,2019/10/28 6:00:00
654,2019/10/28,7,3.1495,1.3784,3.0648,-9.8383,9.2883,812.8783,89.6983,107.33,81287.83, 7:00:00,2019/10/28 7:00:00
655,2019/10/28,8,25.6631,0.5362,25.5791,-9.5492,6.6492,813.3508,79.1813,117.415,81335.08, 8:00:00,2019/10/28 8:00:00
656,2019/10/28,9,65.1534,0.0355,65.143,-8.675,12.7475,813.6025,69.5832,128.8317,81360.25, 9:00:00,2019/10/28 9:00:00
657,2019/10/28,10,101.1795,0.0717,101.1488,-7.285,8.7358,813.335,61.5365,142.24,81333.5, 10:00:00,2019/10/28 10:00:00
658,2019/10/28,11,201.5935,38.5318,179.1671,-6.8842,4.0083,812.7442,55.8072,157.9667,81274.42, 11:00:00,2019/10/28 11:00:00
659,2019/10/28,12,502.7427,486.7657,210.6673,-5.0592,4.9175,812.0217,53.185,175.6017,81202.17, 12:00:00,2019/10/28 12:00:00
660,2019/10/28,13,622.5391,623.4603,257.6797,-5.1183,1.1658,811.0575,54.1315,193.6717,81105.75, 13:00:00,2019/10/28 13:00:00
661,2019/10/28,14,514.9783,709.7473,144.4751,-4.9042,0.225,810.4067,58.4725,210.4183,81040.67, 14:00:00,2019/10/28 14:00:00
662,2019/10/28,15,391.9918,728.7045,90.2628,-5.0483,0.0,810.2967,65.5197,224.9217,81029.67, 15:00:00,2019/10/28 15:00:00
663,2019/10/28,16,271.3556,786.7506,61.8233,-4.7042,0.0,810.065,74.4703,237.2033,81006.5, 16:00:00,2019/10/28 16:00:00
664,2019/10/28,17,83.0635,438.0638,25.4751,-5.0558,0.0,810.1567,84.5875,247.8183,81015.67, 17:00:00,2019/10/28 17:00:00
665,2019/10/28,18,0.2594,0.0,0.2594,-6.8167,0.0,810.4342,95.65,257.4517,81043.42, 18:00:00,2019/10/28 18:00:00
666,2019/10/28,19,0.0,0.0,0.0,-7.3867,0.0,810.8483,107.1283,266.7733,81084.83, 19:00:00,2019/10/28 19:00:00
667,2019/10/28,20,0.0,0.0,0.0,-8.1083,0.0,811.3808,118.65,276.5683,81138.08, 20:00:00,2019/10/28 20:00:00
668,2019/10/28,21,0.0007,0.0,0.0007,-8.0175,0.0,811.5858,129.9017,287.9,81158.58, 21:00:00,2019/10/28 21:00:00
669,2019/10/28,22,0.0,0.0,0.0,-8.0883,0.0,811.9925,140.3267,302.5583,81199.25, 22:00:00,2019/10/28 22:00:00
670,2019/10/28,23,0.0,0.0,0.0,-7.86,0.0,812.1833,148.775,323.3583,81218.33, 23:00:00,2019/10/28 23:00:00
671,2019/10/29,0,0.0,0.0,0.0,-7.935,0.0,811.7658,153.165,259.2496,81176.58, 0:00:00,2019/10/29 0:00:00
672,2019/10/29,1,0.0,0.0,0.0,-8.04,0.0,811.5108,151.5733,23.6408,81151.08, 1:00:00,2019/10/29 1:00:00
673,2019/10/29,2,0.0,0.0,0.0,-7.9125,0.0,811.5592,144.785,48.4323,81155.92, 2:00:00,2019/10/29 2:00:00
674,2019/10/29,3,0.0,0.0,0.0,-7.8917,0.0,811.6133,135.1333,65.6727,81161.33, 3:00:00,2019/10/29 3:00:00
675,2019/10/29,4,0.0,0.0,0.0,-7.8567,0.0,812.0717,124.1983,78.346,81207.17, 4:00:00,2019/10/29 4:00:00
676,2019/10/29,5,0.0,0.0,0.0,-8.085,0.0,812.7108,112.77,88.7367,81271.08, 5:00:00,2019/10/29 5:00:00
