0,Golden,Colorado,-7,39.739,-105.172,0,,,,,,
Date (MM/DD/YYYY),Time (HH:MM),nothing,GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),temp_air,Windspeed (m/s),Avg Pressure [mBar],Avg Zenith Angle [degrees],Avg Azimuth Angle [degrees],Air pressure (Pa),Alb
11/01/2019,01:00:00,0,0,0,0,3.05,2.46,815.38,154.13,259.1,81537.83,0.26
11/01/2019,02:00:00,1,0,0,0,2.22,2.9,815.65,152.49,24.37,81565.25,0.26
11/01/2019,03:00:00,2,0,0,0,-1.43,2.48,816.7,145.55,49.5,81669.58,0.26
11/01/2019,04:00:00,3,0,0,0,-0.4,2.56,817.38,135.79,66.72,81737.5,0.26
11/01/2019,05:00:00,4,0,0,0,-1.11,1.98,817.97,124.79,79.3,81796.5,0.26
11/01/2019,06:00:00,5,0,0,0,-1.24,2.02,818.69,113.34,89.6,81869.08,0.26
11/01/2019,07:00:00,6,0,0,0,-1.76,1.41,819.44,101.86,98.99,81943.58,0.820318326
11/01/2019,08:00:00,7,19.8,66.72,15.73,-2.05,2.27,820.01,90.53,108.36,82001.17,0.770226663
11/01/2019,09:00:00,8,61.89,54.89,55.97,-1.45,1.24,820.93,80.07,118.38,82093.33,0.755428987
11/01/2019,10:00:00,9,324.56,776.95,63.6,0.28,1.72,821.9,70.58,129.73,82190.42,0.75588758
11/01/2019,11:00:00,10,463.29,843.3,76.08,-0.02,2.95,822.7,62.66,143,82269.67,0.714284763
11/01/2019,12:00:00,11,591.53,794.24,160.55,0.4,2.51,823.07,57.04,158.49,82306.75,0.63007561
11/01/2019,13:00:00,12,406.89,195.51,293.97,0.08,3.08,823.02,54.48,175.76,82302.08,0.513798434
11/01/2019,14:00:00,13,445.63,152.48,359.1,-0.09,3.38,822.87,55.42,193.43,82287.42,0.421747242
11/01/2019,15:00:00,14,244.17,15.02,236.77,0.38,2.58,822.89,59.69,209.87,82289.08,0.341797722
11/01/2019,16:00:00,15,78.26,0.57,78.05,-0.4,3.14,823.26,66.63,224.17,82326,0.30661563
11/01/2019,17:00:00,16,71.34,1.5,70.92,-0.49,2.67,823.53,75.48,236.35,82353,0.287761844
11/01/2019,18:00:00,17,19.32,1.01,19.24,-0.57,1.98,823.76,85.48,246.9,82375.92,0.237894113
11/01/2019,19:00:00,18,0.49,0,0.49,-1.19,1.35,824.36,96.54,256.47,82435.58,0.273439587
11/01/2019,20:00:00,19,0,0,0,-1.83,1.54,824.57,107.97,265.72,82457.33,0.26
11/01/2019,21:00:00,20,0,0,0,-2.5,1.53,824.64,119.49,275.42,82463.83,0.26
11/01/2019,22:00:00,21,0,0,0,-2.43,2.38,824.59,130.79,286.65,82458.5,0.26
11/01/2019,23:00:00,22,0,0,0,-2.52,3.39,824.47,141.32,301.23,82447.42,0.26
11/01/2019,00:00:00,23,0,0,0,-2.25,2.07,823.99,149.94,322.23,82398.83,0.26
11/02/2019,01:00:00,0,0,0,0,-3.39,2.42,823.68,154.45,259.04,82368.33,0.26
11/02/2019,02:00:00,1,0,0,0,-3.31,2.43,823.14,152.79,24.61,82313.5,0.26
11/02/2019,03:00:00,2,0,0,0,-1.97,2.68,822.34,145.8,49.85,82233.67,0.26
11/02/2019,04:00:00,3,0,0,0,-1.44,2.12,821.68,136,67.06,82167.67,0.26
11/02/2019,05:00:00,4,0,0,0,-1.19,3.02,821.2,124.98,79.61,82120.08,0.26
11/02/2019,06:00:00,5,0,0,0,-1.15,2.47,821.01,113.53,89.88,82101,0.26
11/02/2019,07:00:00,6,0,0,0,-0.25,3.96,820.59,102.06,99.25,82058.58,0.26
11/02/2019,08:00:00,7,12.31,97.83,6.66,0.61,4.06,820.01,90.74,108.6,82001,0.649399542
11/02/2019,09:00:00,8,150.87,679.05,32.3,3.54,3.53,820.06,80.3,118.61,82005.5,0.543873048
11/02/2019,10:00:00,9,327.74,847.6,48.57,3.49,1.84,820.25,70.83,129.95,82025.17,0.407911199
11/02/2019,11:00:00,10,550.9,895.83,144.18,7.04,0.89,819.89,62.93,143.18,81988.92,0.321135967
11/02/2019,12:00:00,11,452.63,445.83,209.72,9.68,0.99,819.65,57.34,158.6,81965.33,0.251268269
11/02/2019,13:00:00,12,419.99,385.23,197.31,9.51,1.32,818.97,54.8,175.79,81897.33,0.220277815
11/02/2019,14:00:00,13,799.13,954.81,261.7,11.58,1.59,818.37,55.73,193.37,81837.42,0.198772707
11/02/2019,15:00:00,14,651.4,916.34,192.63,9.28,2.7,818.07,59.98,209.73,81807.17,0.185050893
11/02/2019,16:00:00,15,396.33,856.46,59.78,6.22,2.04,818.2,66.9,223.99,81820.42,0.11763797
11/02/2019,17:00:00,16,235.94,747.55,49.64,6.03,1.38,818.21,75.71,236.14,81821.08,0.073311521
11/02/2019,18:00:00,17,53.32,276.29,19.36,5.12,1.71,818.03,85.7,246.67,81803,0.209170841
11/02/2019,19:00:00,18,0.42,0,0.42,4.92,2.92,817.6,96.75,256.23,81760.42,0.273439411
11/02/2019,20:00:00,19,0,0,0,5.57,1.46,817.85,108.16,265.46,81784.58,0.26
11/02/2019,21:00:00,20,0,0,0,4.65,1.5,817.55,119.68,275.14,81754.5,0.26
11/02/2019,22:00:00,21,0,0,0,3.35,1.78,817.3,131,286.34,81729.92,0.26
11/02/2019,23:00:00,22,0,0,0,3.59,2.77,817.16,141.55,300.89,81716.33,0.26
11/02/2019,00:00:00,23,0,0,0,1.1,2.65,816.84,150.21,321.93,81683.5,0.26
11/03/2019,01:00:00,0,0,0,0,4.88,3.75,816.21,154.75,258.97,81620.83,0.26
11/03/2019,02:00:00,1,0,0,0,4.95,3.16,815.82,153.08,24.84,81582.33,0.26
11/03/2019,03:00:00,2,0,0,0,3.94,2.92,815.46,146.05,50.2,81546.17,0.26
11/03/2019,04:00:00,3,0,0,0,5.42,2.73,814.9,136.21,67.4,81490.33,0.26
11/03/2019,05:00:00,4,0,0,0,5.21,2.74,814.15,125.18,79.91,81415.25,0.26
11/03/2019,06:00:00,5,0,0,0,5.49,2.81,813.52,113.72,90.16,81352.08,0.26
11/03/2019,07:00:00,6,0,0,0,5.88,1.95,813.3,102.25,99.51,81330.42,0.26
11/03/2019,08:00:00,7,9.61,55.52,6.46,5.06,1.45,813.52,90.95,108.84,81352.42,0.416135282
11/03/2019,09:00:00,8,143.29,635.71,34.44,7.88,1.37,813.65,80.52,118.84,81364.83,0.249429225
11/03/2019,10:00:00,9,300.94,767.05,54.01,10.03,1.41,814.13,71.08,130.15,81413.33,0.191799818
11/03/2019,11:00:00,10,339.46,469.15,135.8,11.74,1.86,814.01,63.21,143.34,81400.75,0.168625233
11/03/2019,12:00:00,11,539.11,753.21,135.61,13.01,1.74,813.99,57.64,158.71,81399,0.16868157
11/03/2019,13:00:00,12,628.9,866.07,133.4,14.26,2.47,813.6,55.11,175.81,81359.67,0.168517995
11/03/2019,14:00:00,13,405.3,342.8,210.1,13.71,4.22,812.97,56.04,193.3,81296.5,0.160375061
11/03/2019,15:00:00,14,400.27,243.35,281.28,13.21,3.46,812.79,60.27,209.59,81279.42,0.166110491
11/03/2019,16:00:00,15,221.06,67.36,192.95,12.87,2.33,812.82,67.16,223.8,81282,0.143888645
11/03/2019,17:00:00,16,241.96,516.58,119.87,13.03,1.72,813.12,75.95,235.93,81311.67,0.10956033
11/03/2019,18:00:00,17,73.5,169.18,53.08,12.42,1.25,813.16,85.91,246.44,81315.58,0.172984055
11/03/2019,19:00:00,18,0.8,0,0.8,10.82,1.34,813.39,96.96,255.98,81338.92,0.26
11/03/2019,20:00:00,19,0,0,0,10.24,1.97,813.54,108.35,265.2,81354.42,0.26
11/03/2019,21:00:00,20,0,0,0,8.31,1.84,813.77,119.87,274.85,81376.67,0.26
11/03/2019,22:00:00,21,0,0,0,6.4,1.67,814.02,131.2,286.02,81401.67,0.26
11/03/2019,23:00:00,22,0,0,0,5.37,1.95,814.5,141.78,300.55,81450,0.26
11/03/2019,00:00:00,23,0,0,0,4.67,2.39,814.34,150.49,321.62,81433.92,0.26
11/04/2019,01:00:00,0,0,0,0,4.31,3.26,814.35,155.07,258.89,81434.5,0.26
11/04/2019,02:00:00,1,0,0,0,4.1,2.98,814.29,153.37,25.06,81428.83,0.26
11/04/2019,03:00:00,2,0,0,0,4.06,2.62,814.18,146.3,50.54,81417.75,0.26
11/04/2019,04:00:00,3,0,0,0,3.85,2.77,814.03,136.42,67.73,81403,0.26
11/04/2019,05:00:00,4,0,0,0,3.21,1.45,814.18,125.37,80.21,81418.08,0.26
11/04/2019,06:00:00,5,0,0,0,1.66,2.12,814.57,113.91,90.42,81456.92,0.26
11/04/2019,07:00:00,6,0,0,0,1.2,2.55,814.94,102.44,99.75,81493.5,0.26
11/04/2019,08:00:00,7,9.2,20.91,8.3,0.57,2.49,814.88,91.15,109.07,81488,0.427771938
11/04/2019,09:00:00,8,92.09,100.88,69.29,0.39,1.17,815.22,80.74,119.05,81521.92,0.159368329
11/04/2019,10:00:00,9,267.5,325.08,164.59,2.59,1.17,815.67,71.33,130.35,81566.58,0.175839272
11/04/2019,11:00:00,10,187.93,18,180.32,4.21,1.13,815.6,63.48,143.51,81560.42,0.163205013
11/04/2019,12:00:00,11,367.98,297.65,209.52,5.01,1.9,815.8,57.94,158.81,81579.5,0.166056534
11/04/2019,13:00:00,12,603.21,824.19,134.9,6.47,2.31,815.66,55.42,175.83,81566.25,0.171791062
11/04/2019,14:00:00,13,610.77,882.83,121.69,7.15,2.12,815.36,56.34,193.23,81535.75,0.173546726
11/04/2019,15:00:00,14,510.34,834,98.42,7.51,1.93,815.36,60.55,209.45,81535.92,0.176017677
11/04/2019,16:00:00,15,346.82,616.1,114.31,7.78,2.18,815.42,67.41,223.62,81541.83,0.115672758
11/04/2019,17:00:00,16,222.89,651.87,66.12,6.63,3.11,816.19,76.18,235.71,81618.5,0.076928495
11/04/2019,18:00:00,17,43.93,194.95,20.66,4.88,2.68,817.05,86.12,246.21,81704.75,0.22175901
11/04/2019,19:00:00,18,0.19,0,0.19,3.44,1.75,817.8,97.15,255.74,81779.67,0.26
11/04/2019,20:00:00,19,0,0,0,2.9,0.61,818.22,108.54,264.94,81821.75,0.26
11/04/2019,21:00:00,20,0,0,0,2.25,1.07,818.51,120.06,274.57,81851.08,0.26
11/04/2019,22:00:00,21,0,0,0,1.7,1.28,818.77,131.4,285.71,81877.25,0.26
11/04/2019,23:00:00,22,0,0,0,1.86,2.55,818.82,142,300.2,81882.08,0.26
11/04/2019,00:00:00,23,0,0,0,2.48,3.25,818.19,150.74,321.32,81819.08,0.26
11/05/2019,01:00:00,0,0,0,0,2.87,2.36,817.77,155.37,258.8,81776.58,0.26
11/05/2019,02:00:00,1,0,0,0,2.68,2.48,817.43,153.65,25.28,81743.42,0.26
11/05/2019,03:00:00,2,0,0,0,0.51,2.55,817.18,146.54,50.87,81718,0.26
11/05/2019,04:00:00,3,0,0,0,0.62,1.98,816.98,136.64,68.05,81698.08,0.26
11/05/2019,05:00:00,4,0,0,0,0.78,1.67,817.04,125.56,80.5,81704,0.26
11/05/2019,06:00:00,5,0,0,0,0.87,1.78,817.64,114.1,90.69,81763.83,0.26
11/05/2019,07:00:00,6,0,0,0,0.94,1.98,817.85,102.64,100,81784.83,0.26
11/05/2019,08:00:00,7,8.67,60.19,5.51,1.83,1.62,818.03,91.36,109.29,81802.58,0.269535165
11/05/2019,09:00:00,8,133.63,610.92,33.09,2.97,0.99,818.74,80.96,119.27,81874.25,0.215653006
11/05/2019,10:00:00,9,280.11,701.02,55.31,4.09,1.18,819.4,71.57,130.55,81939.5,0.173870046
11/05/2019,11:00:00,10,447.98,867.11,64.44,6.19,1.51,819.3,63.75,143.66,81930.42,0.179087707
11/05/2019,12:00:00,11,543.24,887.66,75.86,7.68,1.41,819.23,58.23,158.91,81922.5,0.173563155
11/05/2019,13:00:00,12,582.58,897.61,77.06,9.28,1.89,818.88,55.72,175.84,81887.83,0.172358047
11/05/2019,14:00:00,13,565.67,884.29,79.37,10.86,1.76,818.29,56.64,193.16,81828.67,0.175280082
11/05/2019,15:00:00,14,488.09,847.83,74.85,11.71,1.82,817.95,60.83,209.31,81795.17,0.178655552
11/05/2019,16:00:00,15,360.01,771.37,65.63,12.49,1.57,817.79,67.66,223.43,81779.25,0.109845078
11/05/2019,17:00:00,16,201.16,637.16,49.87,12.3,1.87,817.84,76.4,235.5,81784.33,0.067495169
11/05/2019,18:00:00,17,41.53,206.12,17.32,12.44,1.16,817.98,86.32,245.99,81798.25,0.125058537
11/05/2019,19:00:00,18,0.19,0,0.19,9.94,2.58,818.02,97.34,255.5,81801.58,0.26
11/05/2019,20:00:00,19,0,0,0,8.64,2.49,818.13,108.72,264.68,81813.25,0.26
11/05/2019,21:00:00,20,0,0,0,7.06,2.87,818.45,120.24,274.28,81844.5,0.26
11/05/2019,22:00:00,21,0,0,0,6.81,3.75,818.38,131.58,285.38,81837.75,0.26
11/05/2019,23:00:00,22,0,0,0,7.34,3.13,818.4,142.21,299.85,81840.42,0.26
11/05/2019,00:00:00,23,0,0,0,6.86,2.65,818.23,151,320.99,81822.92,0.26
11/06/2019,01:00:00,0,0,0,0,6.49,3.31,817.91,155.67,258.7,81790.83,0.26
11/06/2019,02:00:00,1,0,0,0,6.84,2.66,817.8,153.94,25.5,81780.08,0.26
11/06/2019,03:00:00,2,0,0,0,7.39,2.47,817.72,146.78,51.2,81771.5,0.26
11/06/2019,04:00:00,3,0,0,0,7.18,2.03,817.68,136.84,68.37,81767.5,0.26
11/06/2019,05:00:00,4,0,0,0,5.47,2.41,817.43,125.76,80.78,81743.42,0.26
11/06/2019,06:00:00,5,0,0,0,6.79,2.94,817.62,114.29,90.95,81761.67,0.26
11/06/2019,07:00:00,6,0,0,0,7.12,3.06,817.76,102.83,100.24,81775.83,0.26
11/06/2019,08:00:00,7,8.82,64.22,5.66,7.44,3.82,817.9,91.56,109.52,81789.5,0.40082828
11/06/2019,09:00:00,8,116.16,392.4,59.97,8.62,2.47,818.34,81.18,119.47,81833.67,0.211896921
11/06/2019,10:00:00,9,311.42,696.65,92.77,11.9,0.93,818.75,71.81,130.72,81875.17,0.188238155
11/06/2019,11:00:00,10,489.35,894.34,96.47,14.29,1.6,818.62,64.02,143.81,81861.92,0.182488712
11/06/2019,12:00:00,11,562.56,930.77,76.66,14.28,3.04,818.55,58.52,159,81855.33,0.174679917
11/06/2019,13:00:00,12,553.9,809.01,101.55,10.3,5.5,818.91,56.02,175.86,81891.33,0.174567271
11/06/2019,14:00:00,13,550.25,822.17,101.23,6.47,4.96,819.7,56.93,193.08,81970.17,0.176233388
11/06/2019,15:00:00,14,95.53,1.73,94.73,2.35,4.04,820.53,61.1,209.17,82053.01,0.121581639
11/06/2019,16:00:00,15,31.07,0.08,31.04,-0.17,2.61,821.24,67.91,223.24,82124.25,0.082122569
11/06/2019,17:00:00,16,9.42,0.6,9.29,-0.89,2.19,821.71,76.62,235.29,82171.08,0.18949316
11/06/2019,18:00:00,17,1.38,1.61,1.26,-1.03,2,822.13,86.52,245.76,82212.92,0.384934399
11/06/2019,19:00:00,18,0,0,0,-1.58,3.22,822.55,97.53,255.26,82254.67,0.26
11/06/2019,20:00:00,19,0,0,0,-2.01,6.1,823.1,108.89,264.42,82309.92,0.26
11/06/2019,21:00:00,20,0,0,0,-2.17,4.45,823.35,120.41,274,82334.67,0.26
11/06/2019,22:00:00,21,0,0,0,-2.43,5.57,823.95,131.76,285.06,82394.58,0.26
11/06/2019,23:00:00,22,0,0,0,-2.6,6.63,824.88,142.42,299.5,82488.08,0.26
11/06/2019,00:00:00,23,0,0,0,-2.92,3.36,825.15,151.26,320.67,82515.08,0.26
11/07/2019,01:00:00,0,0,0,0,-3.04,7.59,824.97,155.96,258.6,82496.83,0.26
11/07/2019,02:00:00,1,0,0,0,-3.14,6.4,825.03,154.23,25.7,82502.5,0.26
11/07/2019,03:00:00,2,0,0,0,-2.99,8.62,824.34,147.02,51.52,82433.67,0.26
11/07/2019,04:00:00,3,0,0,0,-2.65,8.3,824.31,137.05,68.69,82430.5,0.26
11/07/2019,05:00:00,4,0,0,0,-2.56,8.68,824.22,125.95,81.07,82422.08,0.26
11/07/2019,06:00:00,5,0,0,0,-2.58,9.49,824.49,114.48,91.21,82449.42,0.26
11/07/2019,07:00:00,6,0,0,0,-2.6,10.5,824.58,103.02,100.47,82458.17,0.26
11/07/2019,08:00:00,7,2.04,0.6,2.01,-2.48,9.52,824.65,91.77,109.74,82465.17,0.212945626
11/07/2019,09:00:00,8,53.92,2.42,53.58,-2.27,8.74,824.69,81.4,119.67,82468.5,0.113835413
11/07/2019,10:00:00,9,313.15,569.39,136.1,-1.33,4.61,824.74,72.06,130.89,82473.75,0.158713742
11/07/2019,11:00:00,10,490.31,911.45,94.29,0.63,8.72,824.44,64.29,143.95,82443.58,0.159611965
11/07/2019,12:00:00,11,569.54,973.03,65.59,3.19,1.29,824.06,58.8,159.08,82406.42,0.169393565
11/07/2019,13:00:00,12,613.55,984.9,67.33,4.99,1.63,823.45,56.32,175.86,82345.25,0.172838248
11/07/2019,14:00:00,13,594.36,966.28,71.16,6.06,2.16,822.73,57.22,193.01,82272.83,0.176130363
11/07/2019,15:00:00,14,515.69,931.73,69.02,7.14,1.6,822.4,61.36,209.02,82239.5,0.179224642
11/07/2019,16:00:00,15,381.72,846.31,65.52,8.07,1.57,822.25,68.15,223.06,82224.83,0.105948562
11/07/2019,17:00:00,16,208.18,667.92,52.87,7.73,1.47,822.3,76.83,235.08,82229.83,0.066087883
11/07/2019,18:00:00,17,38.23,172.86,18.62,6.73,1.12,822.4,86.71,245.54,82240.42,0.169974809
11/07/2019,19:00:00,18,0.1,0,0.1,4.76,0.88,822.58,97.7,255.02,82257.58,0.26
11/07/2019,20:00:00,19,0,0,0,3.73,0.52,822.58,109.06,264.16,82258.08,0.26
11/07/2019,21:00:00,20,0,0,0,3.27,0.68,822.54,120.58,273.72,82254.25,0.26
11/07/2019,22:00:00,21,0,0,0,2.84,0.7,822.38,131.94,284.74,82237.83,0.26
11/07/2019,23:00:00,22,0,0,0,2.47,1.19,822.05,142.62,299.14,82205.17,0.26
11/07/2019,00:00:00,23,0,0,0,1.69,1.22,821.6,151.5,320.33,82160.17,0.26
11/08/2019,01:00:00,0,0,0,0,2.07,2.61,821.1,156.25,258.47,82110.17,0.26
11/08/2019,02:00:00,1,0,0,0,0.61,1.9,821.12,154.5,25.9,82112.25,0.26
11/08/2019,03:00:00,2,0,0,0,1.08,2.67,820.84,147.26,51.84,82083.83,0.26
11/08/2019,04:00:00,3,0,0,0,3.25,2.44,820.74,137.25,68.99,82074.25,0.26
11/08/2019,05:00:00,4,0,0,0,6.28,1.95,820.58,126.14,81.34,82057.58,0.26
11/08/2019,06:00:00,5,0,0,0,8.84,3.97,820.59,114.66,91.45,82059.08,0.26
11/08/2019,07:00:00,6,0,0,0,8.47,2.21,820.53,103.22,100.7,82052.92,0.26
11/08/2019,08:00:00,7,6.3,47.48,4.15,8.37,2.01,820.66,91.98,109.95,82066.33,0.44327405
11/08/2019,09:00:00,8,132,665.21,29.11,11.26,3.93,821.16,81.61,119.87,82115.92,0.252269995
11/08/2019,10:00:00,9,315.77,888.29,44.58,13.67,4.06,821.52,72.3,131.07,82152.25,0.198751232
11/08/2019,11:00:00,10,468.17,965.15,53.23,15.37,5.07,821.28,64.55,144.09,82127.92,0.185580399
11/08/2019,12:00:00,11,567.62,987.33,60.51,16.74,2.03,821.26,59.09,159.17,82126.17,0.177468828
11/08/2019,13:00:00,12,608.07,997.27,59.21,17.35,1.8,820.99,56.61,175.87,82099.17,0.17525021
11/08/2019,14:00:00,13,592.26,996.72,56.77,18.73,5.25,820.14,57.5,192.93,82014,0.178634837
11/08/2019,15:00:00,14,517.29,972.84,54.94,19.16,6.48,819.71,61.63,208.88,81970.67,0.180938007
11/08/2019,16:00:00,15,389.87,926.53,48.03,18.45,9.59,819.54,68.38,222.87,81954,0.100646414
11/08/2019,17:00:00,16,220.79,811.7,36.47,17.68,8.21,820.11,77.04,234.87,82010.58,0.053387432
11/08/2019,18:00:00,17,40.12,240.54,13.58,16.09,6.65,820.5,86.89,245.31,82050.25,0.156117507
11/08/2019,19:00:00,18,0.12,0,0.12,14.93,5.55,821.01,97.88,254.78,82100.58,0.26
11/08/2019,20:00:00,19,0,0,0,14.64,8.03,821.31,109.22,263.91,82131.25,0.26
11/08/2019,21:00:00,20,0,0,0,14.08,6.71,821.75,120.74,273.44,82175.33,0.26
11/08/2019,22:00:00,21,0,0,0,14.09,7.41,821.8,132.11,284.43,82180.17,0.26
11/08/2019,23:00:00,22,0,0,0,13.66,6.89,822.06,142.81,298.8,82205.58,0.26
11/08/2019,00:00:00,23,0,0,0,13.45,7.43,821.87,151.74,319.99,82186.5,0.26
11/09/2019,01:00:00,0,0,0,0,13.37,7.6,821.49,156.52,258.36,82148.83,0.26
11/09/2019,02:00:00,1,0,0,0,13.31,6.89,821.15,154.78,26.1,82115.33,0.26
11/09/2019,03:00:00,2,0,0,0,12.92,7.24,820.73,147.49,52.15,82072.83,0.26
11/09/2019,04:00:00,3,0,0,0,13.28,6.27,820.44,137.46,69.3,82043.58,0.26
11/09/2019,05:00:00,4,0,0,0,13.44,6.55,820.08,126.33,81.62,82008.08,0.26
11/09/2019,06:00:00,5,0,0,0,13.37,6.56,819.75,114.85,91.7,81974.58,0.26
11/09/2019,07:00:00,6,0,0,0,13.65,5.74,819.23,103.41,100.92,81923.17,0.26
11/09/2019,08:00:00,7,7.23,42.57,5.39,14.23,7.12,818.84,92.18,110.15,81883.83,0.486861337
11/09/2019,09:00:00,8,134.23,604.58,44.01,15.48,6.66,819.04,81.83,120.06,81904.33,0.244822537
11/09/2019,10:00:00,9,303.83,789.6,64.56,17.47,8.08,818.72,72.54,131.25,81872,0.19974547
11/09/2019,11:00:00,10,466.69,907.57,79.19,19.72,5.76,818.64,64.81,144.22,81864,0.186066234
11/09/2019,12:00:00,11,570.6,963.95,79.42,21.72,6.48,818.11,59.37,159.24,81810.67,0.178390487
11/09/2019,13:00:00,12,611.59,995.21,67.91,23.07,4.38,817.52,56.89,175.86,81752.08,0.177243486
11/09/2019,14:00:00,13,593.54,1007.22,56.55,23.53,5.73,816.84,57.78,192.84,81683.58,0.180959274
11/09/2019,15:00:00,14,519.13,988.17,53.4,23.02,6.88,816.49,61.88,208.73,81649.42,0.182785395
11/09/2019,16:00:00,15,392.77,945.7,47.52,22.53,7.13,816.47,68.61,222.69,81646.58,0.099509314
11/09/2019,17:00:00,16,223.85,838.02,36.71,21.49,6.96,816.7,77.24,234.67,81670.25,0.051662646
11/09/2019,18:00:00,17,39.08,236.15,13.43,19.64,6.86,816.81,87.08,245.09,81680.67,0.181279317
11/09/2019,19:00:00,18,0.09,0,0.09,17.74,4.91,817.05,98.05,254.55,81704.75,0.26
11/09/2019,20:00:00,19,0,0,0,16.86,5.66,817.12,109.38,263.65,81712,0.26
11/09/2019,21:00:00,20,0,0,0,16.18,4.48,817.43,120.89,273.15,81743.25,0.26
11/09/2019,22:00:00,21,0,0,0,15.53,3.12,817.76,132.28,284.11,81775.92,0.26
11/09/2019,23:00:00,22,0,0,0,14.17,3.58,817.76,143.01,298.43,81775.75,0.26
11/09/2019,00:00:00,23,0,0,0,12.87,4.17,817.24,151.97,319.65,81724,0.26
11/10/2019,01:00:00,0,0,0,0,12.31,2.21,816.54,156.8,258.22,81653.83,0.26
11/10/2019,02:00:00,1,0,0,0,12.19,3.89,816.14,155.05,26.28,81614.42,0.26
11/10/2019,03:00:00,2,0,0,0,13.31,3.94,815.99,147.73,52.46,81599.25,0.26
11/10/2019,04:00:00,3,0,0,0,11.49,4.21,815.7,137.66,69.59,81569.83,0.26
11/10/2019,05:00:00,4,0,0,0,10.72,3.73,815.32,126.52,81.88,81532.42,0.26
11/10/2019,06:00:00,5,0,0,0,9.74,2.5,815.09,115.03,91.93,81509,0.26
11/10/2019,07:00:00,6,0,0,0,7.4,2.23,815.17,103.6,101.14,81516.5,0.26
11/10/2019,08:00:00,7,6.93,35.96,5.45,7.27,2.86,815.24,92.39,110.35,81523.92,0.472810407
11/10/2019,09:00:00,8,144.61,659.17,47.33,9.23,1.76,815.48,82.05,120.24,81547.83,0.257589164
11/10/2019,10:00:00,9,355.2,850.97,103.34,12.83,1.53,815.4,72.77,131.39,81540.17,0.203254266
11/10/2019,11:00:00,10,505.08,795.15,171.79,17.16,1.19,815.1,65.07,144.34,81509.5,0.186857776
11/10/2019,12:00:00,11,593.62,891.94,141.12,16.75,2.87,814.75,59.64,159.31,81475.17,0.181689881
11/10/2019,13:00:00,12,638.66,990.57,101.62,16.95,2.35,814.32,57.18,175.85,81431.92,0.180565203
11/10/2019,14:00:00,13,614.04,990.69,89.85,17.41,2.32,813.52,58.05,192.76,81351.5,0.184415075
11/10/2019,15:00:00,14,587.5,973.17,132.57,17.57,2.12,813.03,62.13,208.58,81302.5,0.185627101
11/10/2019,16:00:00,15,318.17,381.58,169.59,17.25,2.57,812.8,68.83,222.51,81280.42,0.138674138
11/10/2019,17:00:00,16,98.93,47.2,87.4,15.91,2.26,813.06,77.44,234.46,81306.08,0.122306029
11/10/2019,18:00:00,17,35.04,126.17,20.95,14.65,2.14,813.38,87.26,244.87,81338,0.216996246
11/10/2019,19:00:00,18,0,0,0,13.36,1.5,813.87,98.2,254.31,81387.25,0.26
11/10/2019,20:00:00,19,0,0,0,12.62,1.44,814.44,109.53,263.4,81444.08,0.26
11/10/2019,21:00:00,20,0,0,0,7.27,5.04,816.47,121.04,272.87,81647.25,0.26
11/10/2019,22:00:00,21,0,0,0,0.98,3.91,818.5,132.44,283.8,81849.58,0.26
11/10/2019,23:00:00,22,0,0,0,-0.63,3.16,819.36,143.18,298.08,81935.75,0.26
11/10/2019,00:00:00,23,0,0,0,-1.52,3.17,820.27,152.2,319.3,82027,0.26
11/11/2019,01:00:00,0,0,0,0,-3.17,5.98,821.16,157.08,258.07,82115.83,0.26
11/11/2019,02:00:00,1,0,0,0,-4.9,8.51,822.14,155.31,26.46,82213.83,0.26
11/11/2019,03:00:00,2,0,0,0,-6.9,12.87,823.22,147.95,52.76,82321.5,0.26
11/11/2019,04:00:00,3,0,0,0,-8.51,0.74,824.15,137.87,69.88,82415,0.26
11/11/2019,05:00:00,4,0,0,0,-9.64,0.04,824.8,126.71,82.14,82480,0.26
11/11/2019,06:00:00,5,0,0,0,-9.85,0,825.3,115.22,92.16,82529.67,0.26
11/11/2019,07:00:00,6,0,0,0,-10.01,0.54,825.47,103.79,101.35,82546.67,0.26
11/11/2019,08:00:00,7,1.07,0.24,1.06,-10.68,0,825.88,92.6,110.55,82587.83,0.440106135
11/11/2019,09:00:00,8,37.61,2.25,37.37,-11.01,0,826.58,82.26,120.42,82657.5,0.742864363
11/11/2019,10:00:00,9,86.87,0.81,86.64,-11.23,0,827.21,73.01,131.56,82720.92,0.26
11/11/2019,11:00:00,10,198.78,0.23,198.69,-11.22,0.62,827.34,65.33,144.46,82734.42,0.26
11/11/2019,12:00:00,11,283.88,0.07,283.84,-10.09,5.31,827.2,59.92,159.37,82719.75,0.26
11/11/2019,13:00:00,12,483.45,339.44,300.32,-8.88,18.56,826.4,57.45,175.84,82639.67,0.700533673
11/11/2019,14:00:00,13,356.71,18.37,347.13,-8.34,19.22,826.14,58.32,192.67,82613.58,0.739190256
11/11/2019,15:00:00,14,387.39,377.94,220.44,-7.24,16.59,825.79,62.38,208.44,82578.75,0.818418599
11/11/2019,16:00:00,15,361.56,824.77,66.68,-6.3,14.91,825.42,69.05,222.32,82542.17,0.185564311
11/11/2019,17:00:00,16,206.61,734.05,46.69,-4.7,13.2,825.27,77.63,234.26,82526.67,0.160077614
