1691,Goettingen,Germany,1,51.5002,9.9507,167
01/04/2021,01:00,0.0,0.0,0.0,0.18,0

01/04/2021,02:00,0.0,0.0,0.0,0.3,0

01/04/2021,03:00,0.0,0.0,0.0,0.25,0

01/04/2021,04:00,0.0,0.0,0.0,0.12,0

01/04/2021,05:00,0.0,0.0,0.0,0.22,0

01/04/2021,06:00,0.0,0.0,0.0,0.17,0

01/04/2021,07:00,0.0,0.0,0.0,0.1,0

01/04/2021,08:00,1.1111,3.0864,1.9753,0.12,0

01/04/2021,09:00,18.0556,50.1542,32.0988,0.18,0

01/04/2021,10:00,51.6666,143.5185,91.8519,0.48,0

01/04/2021,11:00,55.2777,153.5495,98.2716,0.68,0

01/04/2021,12:00,86.6667,240.7408,154.0741,1.17,0

01/04/2021,13:00,38.0556,105.71,67.6543,1.18,0

01/04/2021,14:00,14.4445,40.1233,25.679000000000002,1.08,0

01/04/2021,15:00,1.389,3.858,2.4692,0.98,0

01/04/2021,16:00,0.0,0.0,0.0,0.88,0

01/04/2021,17:00,0.0,0.0,0.0,0.85,0

01/04/2021,18:00,0.0,0.0,0.0,0.88,0

01/04/2021,19:00,0.0,0.0,0.0,0.8,0

01/04/2021,20:00,0.0,0.0,0.0,0.82,0

01/04/2021,21:00,0.0,0.0,0.0,0.8,0

01/04/2021,22:00,0.0,0.0,0.0,0.8,0

01/04/2021,23:00,0.0,0.0,0.0,0.7,0

01/05/2021,00:00,0.0,0.0,0.0,0.65,0

01/05/2021,01:00,0.0,0.0,0.0,0.67,0

01/05/2021,02:00,0.0,0.0,0.0,0.75,0

01/05/2021,03:00,0.0,0.0,0.0,0.8,0

01/05/2021,04:00,0.0,0.0,0.0,0.77,0

01/05/2021,05:00,0.0,0.0,0.0,0.7,0

01/05/2021,06:00,0.0,0.0,0.0,0.68,0

01/05/2021,07:00,0.0,0.0,0.0,0.73,0

01/05/2021,08:00,0.0,0.0,0.0,0.73,0

01/05/2021,09:00,9.7222,27.0061,17.2839,0.8,0

01/05/2021,10:00,31.3888,87.1914,55.8025,1.07,0

01/05/2021,11:00,49.1667,136.57399999999998,87.4074,1.42,0

01/05/2021,12:00,56.6667,157.4075,100.7408,1.65,0

01/05/2021,13:00,36.6665,101.8519,65.1853,1.58,0

01/05/2021,14:00,35.5555,98.7654,63.21,1.53,0

01/05/2021,15:00,11.1112,30.8641,19.7531,1.47,0

01/05/2021,16:00,0.2778,0.7716,0.4938,1.5,0

01/05/2021,17:00,0.0,0.0,0.0,1.42,0

01/05/2021,18:00,0.0,0.0,0.0,1.27,0

01/05/2021,19:00,0.0,0.0,0.0,1.45,0

01/05/2021,20:00,0.0,0.0,0.0,1.5,0

01/05/2021,21:00,0.0,0.0,0.0,1.3,0

01/05/2021,22:00,0.0,0.0,0.0,1.47,0

01/05/2021,23:00,0.0,0.0,0.0,1.53,0

01/06/2021,00:00,0.0,0.0,0.0,1.65,0

01/06/2021,01:00,0.0,0.0,0.0,1.77,0

01/06/2021,02:00,0.0,0.0,0.0,1.65,0

01/06/2021,03:00,0.0,0.0,0.0,1.62,0

01/06/2021,04:00,0.0,0.0,0.0,1.58,0

01/06/2021,05:00,0.0,0.0,0.0,1.62,0

01/06/2021,06:00,0.0,0.0,0.0,1.53,0

01/06/2021,07:00,0.0,0.0,0.0,1.47,0

01/06/2021,08:00,0.0,0.0,0.0,1.52,0

01/06/2021,09:00,9.4444,26.2344,16.7902,1.65,0

01/06/2021,10:00,20.5557,57.0988,36.5433,1.73,0

01/06/2021,11:00,21.3889,59.4136,38.0246,1.65,0

01/06/2021,12:00,26.1111,72.531,46.4197,1.5,0

01/06/2021,13:00,27.5,76.389,48.8889,1.55,0

01/06/2021,14:00,22.2222,61.7284,39.5062,1.6,0

01/06/2021,15:00,5.2779,14.6604,9.3828,1.52,0

01/06/2021,16:00,0.0,0.0,0.0,1.17,0

01/06/2021,17:00,0.0,0.0,0.0,1.15,0

01/06/2021,18:00,0.0,0.0,0.0,1.03,0

01/06/2021,19:00,0.0,0.0,0.0,0.93,0

01/06/2021,20:00,0.0,0.0,0.0,0.6,0

01/06/2021,21:00,0.0,0.0,0.0,0.63,0

01/06/2021,22:00,0.0,0.0,0.0,0.48,0

01/06/2021,23:00,0.0,0.0,0.0,0.35,0

01/07/2021,00:00,0.0,0.0,0.0,0.28,0

01/07/2021,01:00,0.0,0.0,0.0,0.28,0

01/07/2021,02:00,0.0,0.0,0.0,0.38,0

01/07/2021,03:00,0.0,0.0,0.0,0.42,0

01/07/2021,04:00,0.0,0.0,0.0,0.47,0

01/07/2021,05:00,0.0,0.0,0.0,0.4,0

01/07/2021,06:00,0.0,0.0,0.0,0.28,0

01/07/2021,07:00,0.0,0.0,0.0,0.2,0

01/07/2021,08:00,4.7222,13.1172,8.395,0.28,0

01/07/2021,09:00,31.6667,87.9629,56.2964,0.75,0

01/07/2021,10:00,24.7222,68.6728,43.9506,1.07,0

01/07/2021,11:00,54.9999,152.7777,97.7779,1.23,0

01/07/2021,12:00,57.2222,158.9506,101.7285,1.33,0

01/07/2021,13:00,67.7778,188.2716,120.4939,1.68,0

01/07/2021,14:00,75.2778,209.1051,133.8273,1.85,0

01/07/2021,15:00,13.889000000000001,38.5802,24.6914,1.77,0

01/07/2021,16:00,2.5,6.9444,4.4445,1.38,0

01/07/2021,17:00,0.0,0.0,0.0,0.95,0

01/07/2021,18:00,0.0,0.0,0.0,0.5,0

01/07/2021,19:00,0.0,0.0,0.0,0.5,0

01/07/2021,20:00,0.0,0.0,0.0,0.52,0

01/07/2021,21:00,0.0,0.0,0.0,0.43,0

01/07/2021,22:00,0.0,0.0,0.0,0.33,0

01/07/2021,23:00,0.0,0.0,0.0,0.22,0

01/08/2021,00:00,0.0,0.0,0.0,0.42,0

01/08/2021,01:00,0.0,0.0,0.0,0.77,0

01/08/2021,02:00,0.0,0.0,0.0,0.57,0

01/08/2021,03:00,0.0,0.0,0.0,0.48,0

01/08/2021,04:00,0.0,0.0,0.0,0.47,0

01/08/2021,05:00,0.0,0.0,0.0,0.37,0

01/08/2021,06:00,0.0,0.0,0.0,0.28,0

01/08/2021,07:00,0.0,0.0,0.0,0.3,0

01/08/2021,08:00,1.9444,5.4012,3.4568,0.22,0

01/08/2021,09:00,15.5555,43.2098,27.6544,0.55,0

01/08/2021,10:00,30.5555,84.8765,54.3211,0.48,0

01/08/2021,11:00,76.6667,212.9631,136.2962,0.75,0

01/08/2021,12:00,74.7222,207.5617,132.8395,1.4,0

01/08/2021,13:00,53.611000000000004,148.9197,95.3086,1.3,0

01/08/2021,14:00,31.9445,88.7346,56.7901,1.18,0

01/08/2021,15:00,3.889,10.8024,6.9136,0.52,0

01/08/2021,16:00,0.5556,1.5432,0.9877,0.4,0

01/08/2021,17:00,0.0,0.0,0.0,0.47,0

01/08/2021,18:00,0.0,0.0,0.0,0.45,0

01/08/2021,19:00,0.0,0.0,0.0,0.17,0

01/08/2021,20:00,0.0,0.0,0.0,0.27,0

01/08/2021,21:00,0.0,0.0,0.0,0.42,0

01/08/2021,22:00,0.0,0.0,0.0,0.07,0

01/08/2021,23:00,0.0,0.0,0.0,-0.33,0

01/09/2021,00:00,0.0,0.0,0.0,-0.5,0

01/09/2021,01:00,0.0,0.0,0.0,-0.32,0

01/09/2021,02:00,0.0,0.0,0.0,-0.58,0

01/09/2021,03:00,0.0,0.0,0.0,-0.47,0

01/09/2021,04:00,0.0,0.0,0.0,-0.03,0

01/09/2021,05:00,0.0,0.0,0.0,-0.1,0

01/09/2021,06:00,0.0,0.0,0.0,-0.17,0

01/09/2021,07:00,0.0,0.0,0.0,-0.33,0

01/09/2021,08:00,0.5556,1.5432,0.9877,-0.4,0

01/09/2021,09:00,23.8889,66.3581,42.4692,-0.18,0

01/09/2021,10:00,55.8333,155.0926,99.2594,0.13,0

01/09/2021,11:00,89.4443,248.457,159.0123,0.73,0

01/09/2021,12:00,103.6111,287.8086,184.1975,1.13,0

01/09/2021,13:00,88.6111,246.142,157.5308,1.28,0

01/09/2021,14:00,44.9999,125.0001,80.0,1.3,0

01/09/2021,15:00,8.6111,23.9196,15.3087,1.17,0

01/09/2021,16:00,0.0,0.0,0.0,0.87,0

01/09/2021,17:00,0.0,0.0,0.0,0.68,0

01/09/2021,18:00,0.0,0.0,0.0,0.37,0

01/09/2021,19:00,0.0,0.0,0.0,-0.03,0

01/09/2021,20:00,0.0,0.0,0.0,-0.2,0

01/09/2021,21:00,0.0,0.0,0.0,-0.45,0

01/09/2021,22:00,0.0,0.0,0.0,-0.48,0

01/09/2021,23:00,0.0,0.0,0.0,-0.47,0

01/10/2021,00:00,0.0,0.0,0.0,-0.4,0

01/10/2021,01:00,0.0,0.0,0.0,-0.42,0

01/10/2021,02:00,0.0,0.0,0.0,-0.47,0

01/10/2021,03:00,0.0,0.0,0.0,-0.62,0

01/10/2021,04:00,0.0,0.0,0.0,-0.57,0

01/10/2021,05:00,0.0,0.0,0.0,-0.52,0

01/10/2021,06:00,0.0,0.0,0.0,-0.57,0

01/10/2021,07:00,0.0,0.0,0.0,-0.47,0

01/10/2021,08:00,1.6667,4.6296,2.963,-0.55,0

01/10/2021,09:00,41.9444,116.5123,74.5678,-0.03,0

01/10/2021,10:00,92.2222,256.1729,163.9507,0.45,0

01/10/2021,11:00,89.1667,247.6853,158.5186,1.1,0

01/10/2021,12:00,117.4999,326.3889,208.8887,1.53,0

01/10/2021,13:00,132.7776,368.8271,236.0493,2.02,0

01/10/2021,14:00,91.1111,253.0864,161.9752,2.18,0

01/10/2021,15:00,29.4445,81.7902,52.3458,2.0,0

01/10/2021,16:00,1.6667,4.6296,2.963,1.22,0

01/10/2021,17:00,0.0,0.0,0.0,0.32,0

01/10/2021,18:00,0.0,0.0,0.0,0.15,0

01/10/2021,19:00,0.0,0.0,0.0,0.03,0

01/10/2021,20:00,0.0,0.0,0.0,-0.22,0

01/10/2021,21:00,0.0,0.0,0.0,-1.1,0

01/10/2021,22:00,0.0,0.0,0.0,-0.33,0

01/10/2021,23:00,0.0,0.0,0.0,0.13,0

01/11/2021,00:00,0.0,0.0,0.0,0.1,0

01/11/2021,01:00,0.0,0.0,0.0,0.42,0

01/11/2021,02:00,0.0,0.0,0.0,0.4,0

01/11/2021,03:00,0.0,0.0,0.0,0.63,0

01/11/2021,04:00,0.0,0.0,0.0,0.68,0

01/11/2021,05:00,0.0,0.0,0.0,0.63,0

01/11/2021,06:00,0.0,0.0,0.0,0.47,0

01/11/2021,07:00,0.0,0.0,0.0,0.45,0

01/11/2021,08:00,7.4999,20.8332,13.3334,0.33,0

01/11/2021,09:00,39.4445,109.5678,70.1235,0.63,0

01/11/2021,10:00,48.3333,134.2593,85.926,1.17,0

01/11/2021,11:00,96.3888,267.7469,171.358,1.47,0

01/11/2021,12:00,137.2222,381.1729,243.9506,2.07,0

01/11/2021,13:00,135.2777,375.7715,240.4938,2.28,0

01/11/2021,14:00,99.4445,276.2345,176.7902,2.18,0

01/11/2021,15:00,46.1111,128.0864,81.9755,1.53,0

01/11/2021,16:00,0.5556,1.5432,0.9877,1.38,0

01/11/2021,17:00,0.0,0.0,0.0,1.17,0

01/11/2021,18:00,0.0,0.0,0.0,1.45,0

01/11/2021,19:00,0.0,0.0,0.0,1.47,0

01/11/2021,20:00,0.0,0.0,0.0,1.52,0

01/11/2021,21:00,0.0,0.0,0.0,1.8,0

01/11/2021,22:00,0.0,0.0,0.0,1.88,0

01/11/2021,23:00,0.0,0.0,0.0,1.8,0

01/12/2021,00:00,0.0,0.0,0.0,1.8,0

01/12/2021,01:00,0.0,0.0,0.0,1.5,0

01/12/2021,02:00,0.0,0.0,0.0,1.33,0

01/12/2021,03:00,0.0,0.0,0.0,1.67,0

01/12/2021,04:00,0.0,0.0,0.0,1.53,0

01/12/2021,05:00,0.0,0.0,0.0,1.6,0

01/12/2021,06:00,0.0,0.0,0.0,1.68,0

01/12/2021,07:00,0.0,0.0,0.0,2.03,0

01/12/2021,08:00,0.0,0.0,0.0,2.1,0

01/12/2021,09:00,9.4445,26.2345,16.7901,2.32,0

01/12/2021,10:00,33.6111,93.3642,59.7531,2.62,0

01/12/2021,11:00,33.3333,92.5926,59.2593,3.07,0

01/12/2021,12:00,52.2223,145.0617,92.8395,3.38,0

01/12/2021,13:00,33.0556,91.821,58.7654,3.27,0

01/12/2021,14:00,29.4444,81.7901,52.3457,2.23,0

01/12/2021,15:00,39.1667,108.7962,69.6298,2.12,0

01/12/2021,16:00,3.6111,10.0308,6.4197,1.77,0

01/12/2021,17:00,0.0,0.0,0.0,2.42,0

01/12/2021,18:00,0.0,0.0,0.0,2.77,0

01/12/2021,19:00,0.0,0.0,0.0,2.55,0

01/12/2021,20:00,0.0,0.0,0.0,1.63,0

01/12/2021,21:00,0.0,0.0,0.0,0.58,0

01/12/2021,22:00,0.0,0.0,0.0,1.27,0

01/12/2021,23:00,0.0,0.0,0.0,1.8,0

01/13/2021,00:00,0.0,0.0,0.0,1.75,0

01/13/2021,01:00,0.0,0.0,0.0,1.5,0

01/13/2021,02:00,0.0,0.0,0.0,1.3,0

01/13/2021,03:00,0.0,0.0,0.0,1.25,0

01/13/2021,04:00,0.0,0.0,0.0,1.37,0

01/13/2021,05:00,0.0,0.0,0.0,1.4,0

01/13/2021,06:00,0.0,0.0,0.0,1.63,0

01/13/2021,07:00,0.0,0.0,0.0,1.73,0

01/13/2021,08:00,0.0,0.0,0.0,0.97,0

01/13/2021,09:00,10.0,27.7777,17.7778,0.87,0

01/13/2021,10:00,26.6667,74.074,47.4073,1.1,0

01/13/2021,11:00,37.5,104.1667,66.6667,2.12,0

01/13/2021,12:00,50.0001,138.8889,88.889,2.2,0

01/13/2021,13:00,83.8889,233.0248,149.1358,2.95,0

01/13/2021,14:00,11.9444,33.1789,21.2345,2.78,0

01/13/2021,15:00,5.5555,15.432,9.8766,2.85,0

01/13/2021,16:00,0.2778,0.7716,0.4938,2.58,0

01/13/2021,17:00,0.0,0.0,0.0,2.58,0

01/13/2021,18:00,0.0,0.0,0.0,2.7,0

01/13/2021,19:00,0.0,0.0,0.0,2.82,0

01/13/2021,20:00,0.0,0.0,0.0,2.13,0

01/13/2021,21:00,0.0,0.0,0.0,1.1,0

01/13/2021,22:00,0.0,0.0,0.0,0.92,0

01/13/2021,23:00,0.0,0.0,0.0,0.77,0

01/14/2021,00:00,0.0,0.0,0.0,0.63,0

01/14/2021,01:00,0.0,0.0,0.0,0.65,0

01/14/2021,02:00,0.0,0.0,0.0,0.22,0

01/14/2021,03:00,0.0,0.0,0.0,0.03,0

01/14/2021,04:00,0.0,0.0,0.0,0.1,0

01/14/2021,05:00,0.0,0.0,0.0,0.15,0

01/14/2021,06:00,0.0,0.0,0.0,0.32,0

01/14/2021,07:00,0.0,0.0,0.0,0.35,0

01/14/2021,08:00,0.0,0.0,0.0,0.47,0

01/14/2021,09:00,6.9445,19.29,12.3458,0.58,0

01/14/2021,10:00,37.4999,104.1667,66.6665,0.67,0

01/14/2021,11:00,76.9444,213.7345,136.7901,0.77,0

01/14/2021,12:00,100.2778,278.5493,178.2716,1.08,0

01/14/2021,13:00,87.7779,243.8272,156.0494,1.18,0

01/14/2021,14:00,51.6667,143.5185,91.8518,1.13,0

01/14/2021,15:00,14.4445,40.1234,25.6791,1.0,0

01/14/2021,16:00,0.0,0.0,0.0,0.72,0

01/14/2021,17:00,0.0,0.0,0.0,0.52,0

01/14/2021,18:00,0.0,0.0,0.0,0.37,0

01/14/2021,19:00,0.0,0.0,0.0,-0.02,0

01/14/2021,20:00,0.0,0.0,0.0,-0.2,0

01/14/2021,21:00,0.0,0.0,0.0,-0.42,0

01/14/2021,22:00,0.0,0.0,0.0,-0.9,0

01/14/2021,23:00,0.0,0.0,0.0,-2.37,0

01/15/2021,00:00,0.0,0.0,0.0,-3.08,0

01/15/2021,01:00,0.0,0.0,0.0,-3.63,0

01/15/2021,02:00,0.0,0.0,0.0,-3.23,0

01/15/2021,03:00,0.0,0.0,0.0,-2.05,0

01/15/2021,04:00,0.0,0.0,0.0,-1.13,0

01/15/2021,05:00,0.0,0.0,0.0,-0.38,0

01/15/2021,06:00,0.0,0.0,0.0,-0.08,0

01/15/2021,07:00,0.0,0.0,0.0,0.07,0

01/15/2021,08:00,1.3889,3.858,2.4691,0.02,0

01/15/2021,09:00,24.4444,67.9013,43.4568,0.1,0

01/15/2021,10:00,65.8333,182.8704,117.0371,0.27,0

01/15/2021,11:00,68.3333,189.8148,121.4815,0.33,0

01/15/2021,12:00,54.4444,151.2347,96.7901,0.2,0

01/15/2021,13:00,33.611,93.3642,59.753,0.0,0

01/15/2021,14:00,20.2778,56.3273,36.0495,-0.2,0

01/15/2021,15:00,7.7779,21.6048,13.8272,-0.27,0

01/15/2021,16:00,0.0,0.0,0.0,-0.37,0

01/15/2021,17:00,0.0,0.0,0.0,-0.45,0

01/15/2021,18:00,0.0,0.0,0.0,-0.75,0

01/15/2021,19:00,0.0,0.0,0.0,-0.95,0

01/15/2021,20:00,0.0,0.0,0.0,-1.17,0

01/15/2021,21:00,0.0,0.0,0.0,-1.33,0

01/15/2021,22:00,0.0,0.0,0.0,-1.6,0

01/15/2021,23:00,0.0,0.0,0.0,-1.67,0

01/16/2021,00:00,0.0,0.0,0.0,-1.82,0

01/16/2021,01:00,0.0,0.0,0.0,-1.98,0

01/16/2021,02:00,0.0,0.0,0.0,-1.98,0

01/16/2021,03:00,0.0,0.0,0.0,-2.18,0

01/16/2021,04:00,0.0,0.0,0.0,-2.4,0

01/16/2021,05:00,0.0,0.0,0.0,-2.43,0

01/16/2021,06:00,0.0,0.0,0.0,-2.48,0

01/16/2021,07:00,0.0,0.0,0.0,-2.4,0

01/16/2021,08:00,1.9445,5.4012,3.4568,-2.33,0

01/16/2021,09:00,19.7222,54.7839,35.0618,-2.08,0

01/16/2021,10:00,43.0556,119.5987,76.5433,-1.72,0

01/16/2021,11:00,73.6112,204.4753,130.8642,-1.27,0

01/16/2021,12:00,88.0555,244.5989,156.5432,-0.88,0

01/16/2021,13:00,70.8333,196.7593,125.926,-0.55,0

01/16/2021,14:00,41.1111,114.1976,73.0865,-0.32,0

01/16/2021,15:00,16.1111,44.753,28.642,-0.35,0

01/16/2021,16:00,1.9445,5.4012,3.4568,-0.62,0

01/16/2021,17:00,0.0,0.0,0.0,-0.87,0

01/16/2021,18:00,0.0,0.0,0.0,-0.78,0

01/16/2021,19:00,0.0,0.0,0.0,-0.78,0

01/16/2021,20:00,0.0,0.0,0.0,-0.85,0

01/16/2021,21:00,0.0,0.0,0.0,-1.0,0

01/16/2021,22:00,0.0,0.0,0.0,-1.2,0

01/16/2021,23:00,0.0,0.0,0.0,-1.58,0

01/17/2021,00:00,0.0,0.0,0.0,-1.87,0

01/17/2021,01:00,0.0,0.0,0.0,-1.93,0

01/17/2021,02:00,0.0,0.0,0.0,-2.15,0

01/17/2021,03:00,0.0,0.0,0.0,-2.28,0

01/17/2021,04:00,0.0,0.0,0.0,-2.28,0

01/17/2021,05:00,0.0,0.0,0.0,-2.2,0

01/17/2021,06:00,0.0,0.0,0.0,-2.25,0

01/17/2021,07:00,0.0,0.0,0.0,-2.42,0

01/17/2021,08:00,1.3889,3.858,2.4691,-2.8,0

01/17/2021,09:00,35.2777,97.9939,62.716,-2.68,0

01/17/2021,10:00,68.3334,189.8148,121.4815,-2.12,0

01/17/2021,11:00,120.0001,333.3334,213.3333,-1.67,0

01/17/2021,12:00,164.4444,456.7901,292.3457,-0.93,0

01/17/2021,13:00,131.6666,365.7407,234.074,-0.52,0

01/17/2021,14:00,86.3889,239.9693,153.5802,-0.52,0

01/17/2021,15:00,42.5,118.0557,75.5556,-0.9,0

01/17/2021,16:00,3.3333,9.2592,5.9259,-1.23,0

01/17/2021,17:00,0.0,0.0,0.0,-1.12,0

01/17/2021,18:00,0.0,0.0,0.0,-1.22,0

01/17/2021,19:00,0.0,0.0,0.0,-1.4,0

01/17/2021,20:00,0.0,0.0,0.0,-1.27,0

01/17/2021,21:00,0.0,0.0,0.0,-1.12,0

01/17/2021,22:00,0.0,0.0,0.0,-0.93,0

01/17/2021,23:00,0.0,0.0,0.0,-0.55,0

01/18/2021,00:00,0.0,0.0,0.0,0.03,0

01/18/2021,01:00,0.0,0.0,0.0,0.53,0

01/18/2021,02:00,0.0,0.0,0.0,0.95,0

01/18/2021,03:00,0.0,0.0,0.0,1.35,0

01/18/2021,04:00,0.0,0.0,0.0,1.4,0

01/18/2021,05:00,0.0,0.0,0.0,1.6,0

01/18/2021,06:00,0.0,0.0,0.0,1.37,0

01/18/2021,07:00,0.0,0.0,0.0,1.3,0

01/18/2021,08:00,4.1667,11.574000000000002,7.4074,1.5,0

01/18/2021,09:00,46.1111,128.0864,81.9752,1.73,0

01/18/2021,10:00,93.6112,260.0309,166.4198,2.38,0

01/18/2021,11:00,101.9444,283.17900000000003,181.2346,2.73,0

01/18/2021,12:00,84.1667,233.7963,149.6297,3.0,0

01/18/2021,13:00,51.1111,141.9751,90.8642,3.12,0

01/18/2021,14:00,51.3889,142.7469,91.3581,3.3,0

01/18/2021,15:00,17.5001,48.611000000000004,31.1111,2.85,0

01/18/2021,16:00,3.8889,10.8024,6.9136,2.73,0

01/18/2021,17:00,0.0,0.0,0.0,2.93,0

01/18/2021,18:00,0.0,0.0,0.0,3.17,0

01/18/2021,19:00,0.0,0.0,0.0,3.15,0

01/18/2021,20:00,0.0,0.0,0.0,3.12,0

01/18/2021,21:00,0.0,0.0,0.0,2.85,0

01/18/2021,22:00,0.0,0.0,0.0,2.85,0

01/18/2021,23:00,0.0,0.0,0.0,3.08,0

01/19/2021,00:00,0.0,0.0,0.0,2.9,0

01/19/2021,01:00,0.0,0.0,0.0,3.15,0

01/19/2021,02:00,0.0,0.0,0.0,3.27,0

01/19/2021,03:00,0.0,0.0,0.0,3.32,0

01/19/2021,04:00,0.0,0.0,0.0,3.65,0

01/19/2021,05:00,0.0,0.0,0.0,3.75,0

01/19/2021,06:00,0.0,0.0,0.0,3.67,0

01/19/2021,07:00,0.0,0.0,0.0,3.3,0

01/19/2021,08:00,0.2778,0.7716,0.4938,3.02,0

01/19/2021,09:00,10.5555,29.3208,18.7654,2.35,0

01/19/2021,10:00,16.9446,47.0679,30.1235,2.53,0

01/19/2021,11:00,19.1667,53.2407,34.0741,2.43,0

01/19/2021,12:00,31.9443,88.7346,56.7903,2.35,0

01/19/2021,13:00,28.0556,77.9322,49.8765,2.5,0

01/19/2021,14:00,17.5001,48.611000000000004,31.1112,2.95,0

01/19/2021,15:00,6.9445,19.29,12.3456,3.12,0

01/19/2021,16:00,0.0,0.0,0.0,3.7,0

01/19/2021,17:00,0.0,0.0,0.0,4.52,0

01/19/2021,18:00,0.0,0.0,0.0,5.18,0

01/19/2021,19:00,0.0,0.0,0.0,5.25,0

01/19/2021,20:00,0.0,0.0,0.0,5.33,0

01/19/2021,21:00,0.0,0.0,0.0,5.18,0

01/19/2021,22:00,0.0,0.0,0.0,4.97,0

01/19/2021,23:00,0.0,0.0,0.0,4.8,0

01/20/2021,00:00,0.0,0.0,0.0,4.62,0

01/20/2021,01:00,0.0,0.0,0.0,4.27,0

01/20/2021,02:00,0.0,0.0,0.0,3.93,0

01/20/2021,03:00,0.0,0.0,0.0,4.03,0

01/20/2021,04:00,0.0,0.0,0.0,3.6,0

01/20/2021,05:00,0.0,0.0,0.0,4.03,0

01/20/2021,06:00,0.0,0.0,0.0,4.98,0

01/20/2021,07:00,0.0,0.0,0.0,5.17,0

01/20/2021,08:00,1.9445,5.4012,3.4568,5.27,0

01/20/2021,09:00,48.0557,133.4876,85.4321,5.17,0

01/20/2021,10:00,119.1667,331.0186,211.8519,6.03,0

01/20/2021,11:00,105.8333,293.9816,188.1481,6.65,0

