Date,Specie,median
2022-06-27,pm25,38.0
2022-06-27,wind-speed,3.6
2022-06-27,humidity,85.5
2022-06-28,wind-speed,3.6
2022-06-28,humidity,88.0
2022-06-28,pm25,50.0
2022-06-29,wind-speed,4.6
2022-06-29,humidity,88.0
2022-06-29,pm25,59.0
2022-06-30,wind-speed,4.8
2022-06-30,humidity,88.0
2022-06-30,pm25,57.0
2022-07-01,wind-speed,5.4
2022-07-01,humidity,88.0
2022-07-01,pm25,68.0
2022-07-02,wind-speed,4.8
2022-07-02,pm25,46.0
2022-07-02,humidity,83.0
2022-07-03,pm25,46.0
2022-07-03,humidity,83.0
2022-07-03,wind-speed,5.1
2022-07-04,pm25,46.0
2022-07-04,humidity,80.5
2022-07-04,wind-speed,5.1
2022-07-05,humidity,91.6
2022-07-05,wind-speed,3.3
2022-07-05,pm25,63.0
2022-07-06,wind-speed,3.0
2022-07-06,pm25,63.0
2022-07-06,humidity,88.0
2022-07-07,wind-speed,3.0
2022-07-07,pm25,59.0
2022-07-07,humidity,94.0
2022-07-08,wind-speed,3.8
2022-07-08,humidity,94.0
2022-07-08,pm25,61.0
2022-07-09,humidity,88.0
2022-07-09,pm25,53.0
2022-07-09,wind-speed,5.1
2022-07-10,humidity,83.0
2022-07-10,pm25,53.0
2022-07-10,wind-speed,4.1
2022-07-11,humidity,83.0
2022-07-11,pm25,50.0
2022-07-11,wind-speed,3.8
2022-07-12,humidity,100.0
2022-07-12,pm25,42.0
2022-07-12,wind-speed,3.0
2022-07-13,humidity,97.0
2022-07-13,wind-speed,2.5
2022-07-13,pm25,53.0
2022-07-14,wind-speed,3.0
2022-07-14,humidity,100.0
2022-07-14,pm25,59.0
2022-07-15,wind-speed,3.3
2022-07-15,humidity,100.0
2022-07-15,pm25,53.0
2022-07-16,wind-speed,3.7
2022-07-16,humidity,100.0
2022-07-16,pm25,46.0
2022-07-17,wind-speed,4.6
2022-07-17,humidity,88.0
2022-07-17,pm25,38.0
2022-07-18,humidity,78.0
2022-07-18,pm25,46.0
2022-07-18,wind-speed,4.3
2022-07-19,pm25,55.0
2022-07-19,wind-speed,4.6
2022-07-19,humidity,83.0
2022-07-20,pm25,50.0
2022-07-20,wind-speed,4.1
2022-07-20,humidity,74.0
2022-07-21,pm25,38.0
2022-07-21,wind-speed,2.8
2022-07-21,humidity,83.0
2022-07-22,pm25,55.0
2022-07-22,wind-speed,4.1
2022-07-22,humidity,78.0
2022-07-23,wind-speed,4.1
2022-07-23,humidity,83.0
2022-07-23,pm25,63.0
2022-07-24,humidity,83.0
2022-07-24,wind-speed,4.1
2022-07-24,pm25,50.0
2022-07-25,humidity,83.0
2022-07-25,wind-speed,3.3
2022-07-25,pm25,50.0
2022-07-26,wind-speed,5.4
2022-07-26,pm25,53.0
2022-07-26,humidity,88.0
2022-07-27,pm25,46.0
2022-07-27,humidity,88.0
2022-07-27,wind-speed,5.4
2022-07-28,pm25,53.0
2022-07-28,humidity,88.0
2022-07-28,wind-speed,4.6
2022-07-29,pm25,57.0
2022-07-29,wind-speed,3.6
2022-07-29,humidity,85.5
2022-07-30,wind-speed,3.0
2022-07-30,humidity,88.0
2022-07-30,pm25,50.0
2022-07-31,wind-speed,3.8
2022-07-31,humidity,88.0
2022-07-31,pm25,46.0
2022-08-01,wind-speed,3.6
2022-08-01,humidity,94.0
2022-08-01,pm25,61.0
2022-08-02,wind-speed,2.8
2022-08-02,humidity,88.0
2022-08-02,pm25,57.0
2022-08-03,wind-speed,2.5
2022-08-03,pm25,50.0
2022-08-03,humidity,83.0
2022-08-04,pm25,38.0
2022-08-04,wind-speed,3.3
2022-08-04,humidity,85.5
2022-08-05,pm25,42.0
2022-08-05,wind-speed,2.3
2022-08-05,humidity,85.5
2022-08-06,pm25,38.0
2022-08-06,wind-speed,2.5
2022-08-06,humidity,83.0
2022-08-07,pm25,42.0
2022-08-07,wind-speed,3.6
2022-08-07,humidity,88.0
2022-08-08,wind-speed,4.1
2022-08-08,humidity,88.0
2022-08-08,pm25,50.0
2022-08-09,humidity,88.0
2022-08-09,pm25,53.0
2022-08-09,wind-speed,4.1
2022-08-10,humidity,91.0
2022-08-10,pm25,53.0
2022-08-10,wind-speed,3.6
2022-08-11,humidity,94.0
2022-08-11,pm25,59.0
2022-08-11,wind-speed,3.0
2022-08-12,humidity,94.0
2022-08-12,pm25,65.0
2022-08-12,wind-speed,4.6
2022-08-13,humidity,94.0
2022-08-13,wind-speed,5.1
2022-08-13,pm25,65.0
2022-08-14,wind-speed,4.6
2022-08-14,pm25,53.0
2022-08-14,humidity,97.0
2022-08-15,wind-speed,3.8
2022-08-15,pm25,57.0
2022-08-15,humidity,100.0
2022-08-16,wind-speed,3.3
2022-08-16,pm25,63.0
2022-08-16,humidity,100.0
2022-08-17,humidity,97.0
2022-08-17,wind-speed,2.5
2022-08-17,pm25,72.0
2022-08-18,humidity,100.0
2022-08-18,wind-speed,2.0
2022-08-18,pm25,61.0
2022-08-19,humidity,97.0
2022-08-19,pm25,57.0
2022-08-19,wind-speed,3.3
2022-08-20,humidity,100.0
2022-08-20,wind-speed,3.0
2022-08-20,pm25,63.0
2022-08-21,pm25,59.0
2022-08-21,humidity,94.0
2022-08-21,wind-speed,2.0
2022-08-22,wind-speed,4.1
2022-08-22,humidity,94.0
2022-08-22,pm25,59.0
2022-08-23,pm25,59.0
2022-08-23,wind-speed,3.6
2022-08-23,humidity,100.0
2022-08-24,wind-speed,2.8
2022-08-24,pm25,55.0
2022-08-24,humidity,100.0
2022-08-25,wind-speed,2.0
2022-08-25,pm25,57.0
2022-08-25,humidity,100.0
2022-08-26,pm25,46.0
2022-08-26,humidity,100.0
2022-08-26,wind-speed,3.6
2022-08-27,wind-speed,4.8
2022-08-27,humidity,100.0
2022-08-28,humidity,100.0
2022-08-28,wind-speed,4.1
2022-08-29,humidity,94.0
2022-08-29,wind-speed,2.3
2022-08-30,humidity,94.0
2022-08-30,pm25,61.0
2022-08-30,wind-speed,3.3
2022-08-31,pm25,50.0
2022-08-31,wind-speed,4.1
2022-08-31,humidity,100.0
2022-09-01,wind-speed,4.1
2022-09-01,humidity,100.0
2022-09-01,pm25,46.0
2022-09-02,wind-speed,3.0
2022-09-02,humidity,100.0
2022-09-02,pm25,42.0
2022-09-03,pm25,50.0
2022-09-03,humidity,100.0
2022-09-03,wind-speed,3.6
2022-09-04,wind-speed,3.6
2022-09-04,pm25,46.0
2022-09-04,humidity,100.0
2022-09-05,pm25,53.0
2022-09-05,wind-speed,2.8
2022-09-05,humidity,100.0
2022-09-06,humidity,94.0
2022-09-06,pm25,34.0
2022-09-06,wind-speed,2.8
2022-09-07,pm25,53.0
2022-09-07,wind-speed,3.6
2022-09-07,humidity,94.0
2022-09-08,wind-speed,3.3
2022-09-08,humidity,97.0
2022-09-08,pm25,46.0
2022-09-09,wind-speed,3.6
2022-09-09,pm25,53.0
2022-09-09,humidity,94.0
2022-09-10,humidity,97.0
2022-09-10,wind-speed,3.8
2022-09-10,pm25,55.0
2022-09-11,wind-speed,3.3
2022-09-11,pm25,50.0
2022-09-11,humidity,97.0
2022-09-12,pm25,53.0
2022-09-12,humidity,100.0
2022-09-12,wind-speed,2.5
2022-09-13,pm25,46.0
2022-09-13,humidity,91.0
2022-09-13,wind-speed,4.1
2022-09-14,pm25,34.0
2022-09-14,humidity,94.0
2022-09-14,wind-speed,3.3
2022-09-15,humidity,94.0
2022-09-15,wind-speed,4.6
2022-09-16,humidity,100.0
2022-09-16,wind-speed,4.1
2022-09-16,pm25,38.0
2022-09-17,wind-speed,3.6
2022-09-17,pm25,34.0
2022-09-17,humidity,100.0
2022-09-18,wind-speed,4.1
2022-09-18,pm25,30.0
2022-09-18,humidity,100.0
2022-09-19,humidity,100.0
2022-09-19,pm25,53.0
2022-09-19,wind-speed,3.0
2022-09-20,wind-speed,2.5
2022-09-20,pm25,42.0
2022-09-20,humidity,100.0
2022-09-21,pm25,46.0
2022-09-21,humidity,100.0
2022-09-21,wind-speed,3.0
2022-09-22,humidity,100.0
2022-09-22,pm25,59.0
2022-09-22,wind-speed,2.5
2022-09-23,humidity,100.0
2022-09-23,wind-speed,2.7
2022-09-23,pm25,46.0
2022-09-24,pm25,46.0
2022-09-24,humidity,100.0
2022-09-24,wind-speed,3.3
2022-09-25,humidity,100.0
2022-09-25,wind-speed,3.8
2022-09-25,pm25,25.0
2022-09-26,pm25,38.0
2022-09-26,humidity,97.0
2022-09-26,wind-speed,3.8
2022-09-27,wind-speed,3.6
2022-09-27,pm25,30.0
2022-09-27,humidity,97.0
2022-09-28,wind-speed,3.6
2022-09-28,humidity,100.0
2022-09-28,pm25,25.0
2022-09-29,wind-speed,4.1
2022-09-29,humidity,94.0
2022-09-29,pm25,25.0
2022-09-30,wind-speed,3.8
2022-09-30,humidity,94.0
2022-09-30,pm25,38.0
2022-10-01,wind-speed,4.6
2022-10-01,humidity,100.0
2022-10-01,pm25,34.0
2022-10-02,wind-speed,3.6
2022-10-02,humidity,94.0
2022-10-02,pm25,21.0
2022-10-03,pm25,53.0
