Date,Specie,median
2022-06-23,wind-speed,2.9
2022-06-24,wind-speed,2.7
2022-06-24,pm10,12.0
2022-06-24,pm25,17.0
2022-06-24,humidity,37.5
2022-06-25,wind-speed,2.3
2022-06-25,pm10,10.0
2022-06-25,pm25,13.0
2022-06-25,humidity,26.5
2022-06-26,wind-speed,3.5
2022-06-26,pm25,17.0
2022-06-26,pm10,9.0
2022-06-26,humidity,38.7
2022-06-27,wind-speed,2.5
2022-06-27,pm10,11.0
2022-06-27,humidity,41.7
2022-06-27,pm25,21.0
2022-06-28,wind-speed,3.0
2022-06-28,pm25,21.0
2022-06-28,humidity,38.0
2022-06-28,pm10,12.0
2022-06-29,humidity,40.3
2022-06-29,pm10,15.0
2022-06-29,wind-speed,2.7
2022-06-29,pm25,17.0
2022-06-30,pm10,21.0
2022-06-30,humidity,39.1
2022-06-30,wind-speed,2.0
2022-06-30,pm25,21.0
2022-07-01,wind-speed,2.3
2022-07-01,pm25,17.0
2022-07-01,humidity,53.7
2022-07-01,pm10,14.0
2022-07-02,pm25,17.0
2022-07-02,humidity,44.1
2022-07-02,wind-speed,1.7
2022-07-02,pm10,13.0
2022-07-03,humidity,31.1
2022-07-03,wind-speed,2.3
2022-07-03,pm25,17.0
2022-07-03,pm10,10.0
2022-07-04,humidity,42.9
2022-07-04,pm25,21.0
2022-07-04,pm10,18.0
2022-07-04,wind-speed,1.5
2022-07-05,wind-speed,2.5
2022-07-05,pm10,13.0
2022-07-05,humidity,33.5
2022-07-05,pm25,17.0
2022-07-06,humidity,20.1
2022-07-06,wind-speed,2.1
2022-07-06,pm10,20.0
2022-07-06,pm25,21.0
2022-07-07,pm10,22.0
2022-07-07,wind-speed,2.4
2022-07-07,pm25,17.0
2022-07-07,humidity,18.7
2022-07-08,wind-speed,2.6
2022-07-08,humidity,18.0
2022-07-08,pm25,17.0
2022-07-08,pm10,22.0
2022-07-09,humidity,31.6
2022-07-09,pm10,15.0
2022-07-09,wind-speed,2.9
2022-07-09,pm25,17.0
2022-07-10,humidity,25.0
2022-07-10,wind-speed,2.0
2022-07-10,pm10,8.0
2022-07-10,pm25,13.0
2022-07-11,wind-speed,2.2
2022-07-11,pm10,20.0
2022-07-11,pm25,17.0
2022-07-11,humidity,29.2
2022-07-12,wind-speed,2.5
2022-07-12,pm10,17.0
2022-07-12,humidity,33.0
2022-07-12,pm25,17.0
2022-07-13,pm25,17.0
2022-07-13,wind-speed,1.9
2022-07-13,humidity,36.6
2022-07-13,pm10,15.0
2022-07-14,pm25,25.0
2022-07-14,pm10,19.0
2022-07-14,wind-speed,1.7
2022-07-14,humidity,43.1
2022-07-15,pm10,16.0
2022-07-15,wind-speed,1.4
2022-07-15,pm25,25.0
2022-07-15,humidity,43.2
2022-07-16,pm10,22.0
2022-07-16,pm25,25.0
2022-07-16,humidity,44.1
2022-07-16,wind-speed,2.6
2022-07-17,pm25,25.0
2022-07-17,pm10,20.0
2022-07-17,humidity,48.5
2022-07-17,wind-speed,2.0
2022-07-18,pm25,25.0
2022-07-18,pm10,32.0
2022-07-18,humidity,34.3
2022-07-18,wind-speed,2.0
2022-07-19,wind-speed,3.4
2022-07-19,pm25,25.0
2022-07-19,humidity,30.7
2022-07-19,pm10,27.0
2022-07-20,wind-speed,2.8
2022-07-20,pm25,25.0
2022-07-20,pm10,26.0
2022-07-20,humidity,33.8
2022-07-21,pm25,25.0
2022-07-21,wind-speed,3.7
2022-07-21,pm10,23.0
2022-07-21,humidity,33.2
2022-07-22,pm10,27.0
2022-07-22,humidity,39.3
2022-07-22,wind-speed,2.2
2022-07-22,pm25,25.0
2022-07-23,pm10,8.0
2022-07-23,humidity,36.0
2022-07-23,wind-speed,2.8
2022-07-23,pm25,13.0
2022-07-24,pm10,10.0
2022-07-24,wind-speed,1.5
2022-07-24,pm25,17.0
2022-07-24,humidity,67.0
2022-07-25,pm25,13.0
2022-07-25,wind-speed,2.2
2022-07-25,humidity,69.5
2022-07-25,pm10,8.0
2022-07-26,pm10,10.0
2022-07-26,wind-speed,2.1
2022-07-26,humidity,67.1
2022-07-26,pm25,13.0
2022-07-27,wind-speed,1.6
2022-07-27,pm10,11.0
2022-07-27,pm25,21.0
2022-07-27,humidity,61.1
2022-07-28,humidity,67.0
2022-07-28,pm25,17.0
2022-07-28,pm10,10.0
