local_time,prectotland
2019-08-02,0.050583333333333334
2019-08-03,0.04666666666666666
2019-08-04,0.017249999999999998
2019-08-05,0.038125
2019-08-06,0.07191666666666667
2019-08-07,0.041708333333333326
2019-08-08,0.03195833333333333
2019-08-09,0.020791666666666667
2019-08-10,0.013958333333333335
2019-08-11,0.0075
2019-08-12,0.008166666666666668
2019-08-13,0.010708333333333334
2019-08-14,0.052375000000000005
2019-08-15,0.026291666666666668
2019-08-16,0.04720833333333333
2019-08-17,0.025791666666666668
2019-08-18,0.05883333333333333
2019-08-19,0.12820833333333334
2019-08-20,0.08725
2019-08-21,0.07920833333333334
2019-08-22,0.050375
2019-08-23,0.06870833333333333
2019-08-24,0.16945833333333335
2019-08-25,0.15658333333333332
2019-08-26,0.16329166666666667
2019-08-27,0.13308333333333333
2019-08-28,0.11766666666666666
2019-08-29,0.06808333333333333
2019-08-30,0.06583333333333334
2019-08-31,0.20554166666666665
2019-09-01,0.2896666666666667
2019-09-02,0.324
2019-09-03,0.076875
2019-09-04,0.07125
2019-09-05,0.12029166666666667
2019-09-06,0.06025
2019-09-07,0.211
2019-09-08,0.274625
2019-09-09,0.25854166666666667
2019-09-10,0.4149583333333333
2019-09-11,0.050583333333333334
2019-09-12,0.11012499999999999
2019-09-13,0.04158333333333333
2019-09-14,0.027958333333333335
2019-09-15,0.27825
2019-09-16,0.017833333333333333
2019-09-17,0.016541666666666666
2019-09-18,0.18995833333333334
2019-09-19,0.35158333333333336
2019-09-20,1.4843333333333335
2019-09-21,0.15179166666666669
2019-09-22,0.28958333333333336
2019-09-23,0.15895833333333334
2019-09-24,0.108375
2019-09-25,0.19441666666666668
2019-09-26,0.1745833333333333
2019-09-27,0.42816666666666664
2019-09-28,0.434375
2019-09-29,0.1795
2019-09-30,0.115375
2019-10-01,0.23279166666666665
2019-10-02,0.08800000000000001
2019-10-03,0.38362500000000005
2019-10-04,0.6840416666666668
2019-10-05,0.4270833333333333
2019-10-06,0.298875
2019-10-07,0.1995
2019-10-08,0.253
2019-10-09,1.2055
2019-10-10,0.23975
2019-10-11,0.9295
2019-10-12,1.1775416666666667
2019-10-13,0.6141666666666666
2019-10-14,0.109
2019-10-15,0.13466666666666668
2019-10-16,0.17425000000000002
2019-10-17,0.10662500000000001
2019-10-18,0.35233333333333333
2019-10-19,0.367125
2019-10-20,0.43145833333333333
2019-10-21,0.18670833333333334
2019-10-22,0.19833333333333333
2019-10-23,0.4387916666666667
2019-10-24,0.408375
2019-10-25,0.35204166666666664
2019-10-26,0.166375
2019-10-27,0.181625
2019-10-28,0.3498333333333334
2019-10-29,0.23616666666666666
2019-10-30,0.2820416666666667
2019-10-31,0.26829166666666665
2019-11-01,0.173625
2019-11-02,0.40458333333333335
2019-11-03,0.32083333333333336
2019-11-04,0.20620833333333333
2019-11-05,0.16008333333333333
2019-11-06,0.19616666666666668
2019-11-07,0.24083333333333334
2019-11-08,0.13054166666666667
2019-11-09,0.07929166666666666
2019-11-10,0.5182916666666667
2019-11-11,0.555625
2019-11-12,0.14404166666666665
2019-11-13,0.213875
2019-11-14,0.3602916666666667
2019-11-15,0.11475
2019-11-16,0.1755
2019-11-17,0.032875
2019-11-18,0.026125
2019-11-19,0.040625
2019-11-20,0.17645833333333336
2019-11-21,0.267375
2019-11-22,0.15979166666666667
2019-11-23,0.09704166666666668
2019-11-24,0.14708333333333332
2019-11-25,0.08195833333333334
2019-11-26,0.10720833333333334
2019-11-27,0.10008333333333334
2019-11-28,0.09045833333333332
2019-11-29,0.08675
2019-11-30,0.11599999999999999
2019-12-01,0.137375
2019-12-02,0.10066666666666667
2019-12-03,0.073125
2019-12-04,0.09100000000000001
2019-12-05,0.18295833333333333
2019-12-06,0.1265
2019-12-07,0.20025
2019-12-08,0.319
2019-12-09,0.10354166666666666
2019-12-10,0.16183333333333333
2019-12-11,0.123375
2019-12-12,0.06974999999999999
2019-12-13,0.0645
2019-12-14,0.06320833333333332
2019-12-15,0.08175
2019-12-16,0.03145833333333333
2019-12-17,0.007458333333333333
2019-12-18,0.003708333333333333
2019-12-19,0.010166666666666666
2019-12-20,0.008125
2019-12-21,0.0085
2019-12-22,0.009833333333333333
2019-12-23,0.00225
2019-12-24,0.0009583333333333333
2019-12-25,0.0005
2019-12-26,0.001125
2019-12-27,0.050666666666666665
2019-12-28,0.08179166666666667
2019-12-29,0.06908333333333333
2019-12-30,0.197375
2019-12-31,0.03779166666666667
